,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Maryland,13,19,18,94.7,1.5,1.4
1,2,Duke,13,21,19,90.5,1.6,1.5
2,3,Florida State,14,30,27,90.0,2.1,1.9
3,4,North Texas,12,17,15,88.2,1.4,1.3
4,5,Georgia State,12,8,7,87.5,0.7,0.6
5,6,Texas A&M,13,15,13,86.7,1.2,1.0
6,7,Oregon State,12,22,19,86.4,1.8,1.6
7,7,Air Force,13,22,19,86.4,1.7,1.5
8,7,Wisconsin,14,22,19,86.4,1.6,1.4
9,10,Oregon,15,21,18,85.7,1.4,1.2
10,10,BYU,13,14,12,85.7,1.1,0.9
11,12,Ball State,12,30,25,83.3,2.5,2.1
12,12,Louisiana-Monroe,12,24,20,83.3,2.0,1.7
13,12,Washington,14,24,20,83.3,1.7,1.4
14,15,Penn State,13,29,24,82.8,2.2,1.8
15,16,Western Michigan,13,17,14,82.4,1.3,1.1
16,17,Utah,13,28,23,82.1,2.2,1.8
17,17,Arizona State,13,28,23,82.1,2.2,1.8
18,19,UCLA,13,22,18,81.8,1.7,1.4
19,19,Louisiana-Lafayette,13,22,18,81.8,1.7,1.4
20,19,USC,13,11,9,81.8,0.8,0.7
21,22,Virginia,12,27,22,81.5,2.3,1.8
22,22,TCU,13,27,22,81.5,2.1,1.7
23,24,UTEP,13,16,13,81.3,1.2,1.0
24,25,UTSA,12,21,17,81.0,1.8,1.4
25,25,Marshall,14,21,17,81.0,1.5,1.2
26,27,San Diego State,13,25,20,80.0,1.9,1.5
27,27,Purdue,12,20,16,80.0,1.7,1.3
28,27,Cincinnati,13,20,16,80.0,1.5,1.2
29,30,Kansas State,13,29,23,79.3,2.2,1.8
30,30,Bowling Green,14,29,23,79.3,2.1,1.6
31,32,Florida,12,24,19,79.2,2.0,1.6
32,32,South Alabama,13,24,19,79.2,1.8,1.5
33,34,Wake Forest,12,19,15,78.9,1.6,1.3
34,34,Louisville,13,19,15,78.9,1.5,1.2
35,36,Oklahoma State,13,28,22,78.6,2.2,1.7
36,36,Iowa State,12,14,11,78.6,1.2,0.9
37,38,Hawai'i,13,23,18,78.3,1.8,1.4
38,39,Kentucky,12,27,21,77.8,2.3,1.8
39,39,Northwestern,12,18,14,77.8,1.5,1.2
40,39,Nevada,13,18,14,77.8,1.4,1.1
41,42,Toledo,13,22,17,77.3,1.7,1.3
42,43,West Virginia,13,39,30,76.9,3.0,2.3
43,43,Tennessee,13,26,20,76.9,2.0,1.5
44,45,South Florida,12,17,13,76.5,1.4,1.1
45,45,UAB,12,17,13,76.5,1.4,1.1
46,47,Colorado,12,21,16,76.2,1.8,1.3
47,47,Rutgers,13,21,16,76.2,1.6,1.2
48,47,Pittsburgh,13,21,16,76.2,1.6,1.2
49,47,Western Kentucky,13,21,16,76.2,1.6,1.2
50,47,Georgia,13,21,16,76.2,1.6,1.2
51,47,Boise State,14,21,16,76.2,1.5,1.1
52,53,Southern Mississippi,12,25,19,76.0,2.1,1.6
53,54,Clemson,13,28,21,75.0,2.2,1.6
54,54,Miami (Florida),13,24,18,75.0,1.8,1.4
55,54,Auburn,13,24,18,75.0,1.8,1.4
56,54,Mississippi State,13,16,12,75.0,1.2,0.9
57,58,Syracuse,12,23,17,73.9,1.9,1.4
58,59,Central Michigan,13,11,8,72.7,0.8,0.6
59,60,UCF,13,29,21,72.4,2.2,1.6
60,61,Akron,12,18,13,72.2,1.5,1.1
61,61,Oklahoma,13,18,13,72.2,1.4,1.0
62,63,South Carolina,13,25,18,72.0,1.9,1.4
63,63,Missouri,14,25,18,72.0,1.8,1.3
64,65,Virginia Tech,13,28,20,71.4,2.2,1.5
65,65,Arizona,14,28,20,71.4,2.0,1.4
66,65,Florida International,12,21,15,71.4,1.8,1.3
67,65,Michigan,12,21,15,71.4,1.8,1.3
68,65,Troy,12,14,10,71.4,1.2,0.8
69,65,Texas Tech,12,14,10,71.4,1.2,0.8
70,65,Georgia Southern,12,14,10,71.4,1.2,0.8
71,72,Wyoming,12,17,12,70.6,1.4,1.0
72,72,Iowa,13,17,12,70.6,1.3,0.9
73,72,North Carolina State,13,17,12,70.6,1.3,0.9
74,75,Florida Atlantic,12,20,14,70.0,1.7,1.2
75,76,Houston,13,23,16,69.6,1.8,1.2
76,77,Baylor,13,26,18,69.2,2.0,1.4
77,77,Miami (Ohio),12,13,9,69.2,1.1,0.8
78,79,LSU,13,19,13,68.4,1.5,1.0
79,80,Nebraska,13,22,15,68.2,1.7,1.2
80,80,Stanford,13,22,15,68.2,1.7,1.2
81,82,Texas,13,21,14,66.7,1.6,1.1
82,82,Tulsa,12,18,12,66.7,1.5,1.0
83,82,Minnesota,13,18,12,66.7,1.4,0.9
84,82,Vanderbilt,12,12,8,66.7,1.0,0.7
85,82,Eastern Michigan,12,12,8,66.7,1.0,0.7
86,87,Memphis,13,32,21,65.6,2.5,1.6
87,88,Ohio,12,26,17,65.4,2.2,1.4
88,89,Rice,13,20,13,65.0,1.5,1.0
89,89,Ohio State,15,20,13,65.0,1.3,0.9
90,91,Washington State,12,17,11,64.7,1.4,0.9
91,91,California,12,17,11,64.7,1.4,0.9
92,93,Connecticut,12,14,9,64.3,1.2,0.8
93,93,Navy,13,14,9,64.3,1.1,0.7
94,93,Arkansas,13,14,9,64.3,1.1,0.7
95,93,Fresno State,14,14,9,64.3,1.0,0.6
96,97,Indiana,12,22,14,63.6,1.8,1.2
97,97,Michigan State,13,22,14,63.6,1.7,1.1
98,97,Alabama,14,22,14,63.6,1.6,1.0
99,100,Texas State,12,19,12,63.2,1.6,1.0
100,100,Boston College,13,19,12,63.2,1.5,0.9
101,102,Louisiana Tech,14,27,17,63.0,1.9,1.2
102,103,Temple,12,24,15,62.5,2.0,1.3
103,103,UNLV,13,24,15,62.5,1.8,1.2
104,103,New Mexico,12,8,5,62.5,0.7,0.4
105,106,Arkansas State,13,18,11,61.1,1.4,0.8
106,106,Georgia Tech,14,18,11,61.1,1.3,0.8
107,108,Northern Illinois,14,28,17,60.7,2.0,1.2
108,109,Colorado State,13,20,12,60.0,1.5,0.9
109,109,Kansas,12,15,9,60.0,1.3,0.8
110,109,Middle Tennessee,12,15,9,60.0,1.3,0.8
111,109,Old Dominion,12,10,6,60.0,0.8,0.5
112,113,East Carolina,13,24,14,58.3,1.8,1.1
113,113,Notre Dame,13,24,14,58.3,1.8,1.1
114,113,New Mexico State,12,12,7,58.3,1.0,0.6
