,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
39,17,Toledo,13,1,1,0,0,0,0,0,0
40,17,UAB,12,1,1,1,1,1,1,0,0
41,17,UCF,13,1,0,0,0,0,0,0,0
42,17,UCLA,13,1,1,1,0,0,0,0,0
43,17,UNLV,13,1,0,0,0,0,0,0,0
44,17,UTSA,12,1,0,0,0,0,0,0,0
45,46,Akron,12,2,1,1,1,0,0,0,0
46,46,Arkansas State,13,2,0,0,0,0,0,0,0
47,46,Ball State,12,2,2,0,0,0,0,0,0
48,46,Boise State,14,2,1,0,0,0,0,0,0
49,46,Cincinnati,13,2,1,0,0,0,0,0,0
50,46,Colorado,12,2,2,1,1,1,1,1,0
51,46,Connecticut,12,2,0,0,0,0,0,0,0
52,46,East Carolina,13,2,0,0,0,0,0,0,0
53,46,Fresno State,14,2,2,2,2,1,1,1,0
54,46,Houston,13,2,0,0,0,0,0,0,0
55,46,Illinois,13,2,0,0,0,0,0,0,0
56,46,Iowa,13,2,2,2,1,1,1,1,0
57,46,Iowa State,12,2,0,0,0,0,0,0,0
58,46,Kansas State,13,2,1,1,1,1,1,1,0
59,46,Louisiana Tech,14,2,1,1,1,1,1,0,0
60,46,Louisiana-Lafayette,13,2,2,1,1,0,0,0,0
61,46,Marshall,14,2,1,1,1,0,0,0,0
62,46,Miami (Florida),13,2,2,0,0,0,0,0,0
63,46,Minnesota,13,2,1,1,0,0,0,0,0
64,46,Missouri,14,2,1,0,0,0,0,0,0
65,46,Nebraska,13,2,0,0,0,0,0,0,0
66,46,Nevada,13,2,1,1,1,0,0,0,0
67,46,New Mexico,12,2,1,0,0,0,0,0,0
68,46,North Carolina,13,2,1,0,0,0,0,0,0
69,46,Northwestern,12,2,2,1,0,0,0,0,0
70,46,Ohio,12,2,0,0,0,0,0,0,0
71,46,Oklahoma,13,2,2,1,1,1,1,1,1
72,46,Oregon State,12,2,1,1,1,0,0,0,0
73,46,Penn State,13,2,1,1,0,0,0,0,0
74,46,San Diego State,13,2,1,1,0,0,0,0,0
75,46,Stanford,13,2,0,0,0,0,0,0,0
76,46,Tulane,12,2,1,1,0,0,0,0,0
77,46,Tulsa,12,2,2,0,0,0,0,0,0
78,46,Utah,13,2,2,1,1,0,0,0,0
79,46,Western Kentucky,13,2,0,0,0,0,0,0,0
80,81,Auburn,13,3,1,0,0,0,0,0,0
81,81,Bowling Green,14,3,2,1,0,0,0,0,0
82,81,Clemson,13,3,0,0,0,0,0,0,0
83,81,Florida Atlantic,12,3,2,1,1,1,1,0,0
84,81,Florida International,12,3,1,0,0,0,0,0,0
85,81,Idaho,11,3,1,1,0,0,0,0,0
86,81,Kent State,11,3,1,1,1,0,0,0,0
87,81,LSU,13,3,2,2,2,1,0,0,0
88,81,Louisville,13,3,2,2,2,2,1,0,0
89,81,Mississippi State,13,3,0,0,0,0,0,0,0
90,81,New Mexico State,12,3,1,1,1,0,0,0,0
91,81,North Carolina State,13,3,2,1,0,0,0,0,0
92,81,Old Dominion,12,3,2,2,2,2,2,0,0
93,81,Purdue,12,3,2,2,1,1,0,0,0
94,81,Rutgers,13,3,1,0,0,0,0,0,0
95,81,South Carolina,13,3,0,0,0,0,0,0,0
96,81,Southern Mississippi,12,3,0,0,0,0,0,0,0
97,81,Troy,12,3,2,2,2,0,0,0,0
98,81,Vanderbilt,12,3,1,1,1,1,1,0,0
99,81,Western Michigan,13,3,2,1,0,0,0,0,0
100,81,Wisconsin,14,3,1,0,0,0,0,0,0
101,102,Arizona State,13,4,2,2,2,1,0,0,0
102,102,BYU,13,4,2,0,0,0,0,0,0
103,102,Kansas,12,4,3,3,1,1,0,0,0
104,102,Kentucky,12,4,2,2,2,1,0,0,0
105,102,Louisiana-Monroe,12,4,2,0,0,0,0,0,0
106,102,Michigan State,13,4,2,1,1,1,0,0,0
107,102,SMU,12,4,2,2,0,0,0,0,0
108,102,San Jose State,12,4,1,1,1,0,0,0,0
109,102,Syracuse,12,4,3,2,2,1,0,0,0
110,102,Texas,13,4,2,2,1,0,0,0,0
111,102,USC,13,4,3,3,1,0,0,0,0
112,102,UTEP,13,4,2,2,2,0,0,0,0
113,102,Washington State,12,4,4,4,3,2,1,1,0
114,102,West Virginia,13,4,3,3,2,2,1,0,0
115,116,Appalachian State,12,5,4,1,1,1,0,0,0
116,116,Arizona,14,5,1,0,0,0,0,0,0
117,116,Central Michigan,13,5,2,0,0,0,0,0,0
118,116,Georgia State,12,5,3,1,0,0,0,0,0
119,116,Indiana,12,5,2,1,1,0,0,0,0
120,116,Maryland,13,5,2,0,0,0,0,0,0
121,116,North Texas,12,5,2,1,1,1,1,0,0
122,116,South Florida,12,5,3,2,0,0,0,0,0
123,116,Virginia,12,5,2,1,0,0,0,0,0
124,116,Wyoming,12,5,4,4,4,3,2,1,0
125,126,Eastern Michigan,12,6,4,4,2,0,0,0,0
126,126,Michigan,12,6,2,1,1,1,0,0,0
127,128,Rice,13,7,0,0,0,0,0,0,0
