,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Clemson,13,126,40,19,14,7,5,3,0,0
1,2,LSU,13,131,49,20,14,8,5,3,0,0
2,3,Wisconsin,14,132,53,24,12,8,6,3,2,0
3,4,Penn State,13,133,38,11,9,3,2,2,0,0
4,5,Michigan,12,134,43,15,6,5,3,2,1,0
5,6,Buffalo,11,137,68,30,15,8,6,4,2,0
6,6,Kent State,11,137,47,28,13,7,3,2,2,0
7,8,Iowa,13,138,52,23,13,9,6,3,2,0
8,8,Michigan State,13,138,52,34,22,12,6,4,0,0
9,8,San Diego State,13,138,41,23,11,4,2,2,1,1
10,8,San Jose State,12,138,40,21,11,6,2,0,0,0
11,12,Florida,12,140,50,17,7,4,4,2,1,0
12,13,Syracuse,12,141,37,12,8,3,2,2,1,1
13,14,Temple,12,142,39,16,6,3,1,1,0,0
14,15,North Texas,12,143,52,28,13,6,5,5,1,0
15,16,UCF,13,145,44,14,6,2,2,1,0,0
16,16,UTSA,12,145,49,25,16,7,5,3,1,0
17,18,Appalachian State,12,146,47,23,9,6,4,1,0,0
18,19,Stanford,13,147,37,10,3,2,0,0,0,0
19,20,Florida International,12,148,52,31,15,9,6,3,0,0
20,21,Louisville,13,151,57,27,15,6,2,1,1,0
21,21,Mississippi,13,151,49,17,7,3,0,0,0,0
22,21,Wake Forest,12,151,52,28,13,7,3,2,1,0
23,24,Virginia,12,152,49,23,11,7,2,0,0,0
24,25,Texas,13,154,50,21,3,2,1,0,0,0
25,26,Houston,13,157,37,16,6,6,4,2,0,0
26,26,TCU,13,157,48,26,20,14,8,5,0,0
27,28,Arkansas,13,158,44,21,13,5,3,1,1,0
28,28,Louisiana-Monroe,12,158,56,26,13,5,3,1,1,0
29,30,East Carolina,13,159,52,26,14,8,4,2,2,0
30,31,Georgia,13,160,50,12,4,2,1,0,0,0
31,31,Memphis,13,160,48,22,10,7,6,3,1,0
32,31,Miami (Florida),13,160,39,14,8,1,1,1,0,0
33,34,UTEP,13,161,76,38,17,10,5,1,0,0
34,35,Idaho,11,162,64,43,22,16,5,4,1,1
35,36,Baylor,13,163,64,40,22,9,2,0,0,0
36,36,Connecticut,12,163,45,18,5,2,1,1,0,0
37,36,Pittsburgh,13,163,53,27,17,8,3,1,0,0
38,39,Akron,12,164,52,16,8,3,2,2,1,0
39,39,Texas State,12,164,60,25,12,6,6,3,1,0
40,41,Boston College,13,165,46,19,9,4,3,2,0,0
41,42,Central Michigan,13,167,59,24,13,7,4,2,0,0
42,42,Northwestern,12,167,51,21,15,8,3,1,0,0
43,44,Louisiana-Lafayette,13,168,62,32,23,15,8,6,2,1
44,44,Nebraska,13,168,66,27,15,7,5,2,0,0
45,46,Missouri,14,169,51,19,11,4,1,1,0,0
46,46,Purdue,12,169,56,26,15,3,3,0,0,0
47,48,Georgia Southern,12,171,48,22,9,4,2,0,0,0
48,48,South Florida,12,171,42,23,11,1,1,0,0,0
49,48,Tennessee,13,171,56,29,9,5,4,4,2,0
50,51,Kentucky,12,174,56,23,8,4,1,1,0,0
51,51,North Carolina State,13,174,57,27,9,6,2,1,0,0
52,51,Ohio,12,174,52,23,11,8,4,2,0,0
53,51,Utah State,14,174,56,23,16,10,3,1,0,0
54,55,Minnesota,13,175,55,21,11,8,6,4,1,0
55,55,Oklahoma,13,175,58,27,13,6,3,0,0,0
56,55,Oregon State,12,175,57,25,13,7,3,1,0,0
57,58,Marshall,14,176,48,21,8,2,1,1,0,0
58,58,UAB,12,176,58,28,17,9,8,4,1,0
59,60,Alabama,14,177,54,24,13,7,3,1,1,0
60,60,Navy,13,177,39,21,9,4,3,3,2,0
61,60,Vanderbilt,12,177,53,19,8,5,2,1,0,0
62,60,Virginia Tech,13,177,79,30,16,6,1,0,0,0
63,64,BYU,13,178,44,18,12,5,4,2,0,0
64,64,Hawai'i,13,178,65,28,16,10,6,6,3,1
65,64,Rice,13,178,69,40,20,8,2,2,0,0
66,64,Western Michigan,13,178,60,23,9,6,5,2,0,0
