,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
95,96,Michigan State,13,51,1144,22.43,0,3.9,88.0
96,97,East Carolina,13,56,1258,22.46,0,4.3,96.8
97,98,USC,13,59,1326,22.47,1,4.5,102.0
98,99,South Carolina,13,32,720,22.50,2,2.5,55.4
99,100,Kentucky,12,39,878,22.51,2,3.3,73.2
100,101,Louisville,13,45,1017,22.60,0,3.5,78.2
101,102,Georgia Tech,14,33,747,22.64,0,2.4,53.4
102,102,Florida Atlantic,12,36,815,22.64,0,3.0,67.9
103,102,New Mexico State,12,36,815,22.64,1,3.0,67.9
104,105,Cincinnati,13,47,1069,22.74,0,3.6,82.2
105,106,Maryland,13,45,1029,22.87,0,3.5,79.2
106,107,Indiana,12,24,550,22.92,0,2.0,45.8
107,107,Old Dominion,12,49,1123,22.92,1,4.1,93.6
108,109,Ball State,12,41,946,23.07,1,3.4,78.8
109,110,Appalachian State,12,45,1046,23.24,1,3.8,87.2
110,111,Duke,13,51,1186,23.25,0,3.9,91.2
111,112,Arizona State,13,55,1280,23.27,1,4.2,98.5
112,113,Illinois,13,27,629,23.30,1,2.1,48.4
113,114,Notre Dame,13,26,609,23.42,1,2.0,46.8
114,115,Arkansas,13,50,1192,23.84,1,3.8,91.7
115,116,Wyoming,12,34,830,24.41,1,2.8,69.2
116,117,Miami (Florida),13,51,1253,24.57,1,3.9,96.4
117,118,Missouri,14,34,845,24.85,0,2.4,60.4
118,119,Troy,12,34,851,25.03,0,2.8,70.9
119,120,UAB,12,36,902,25.06,1,3.0,75.2
120,121,Eastern Michigan,12,16,405,25.31,1,1.3,33.8
121,122,Tulane,12,21,538,25.62,0,1.8,44.8
122,123,Penn State,13,36,940,26.11,1,2.8,72.3
123,124,Kansas,12,30,807,26.90,2,2.5,67.3
124,125,Rice,13,25,686,27.44,1,1.9,52.8
125,126,Hawai'i,13,28,770,27.50,0,2.2,59.2
126,127,Southern Mississippi,12,34,1011,29.74,2,2.8,84.3
127,128,Texas,13,15,451,30.07,1,1.2,34.7
