,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Arkansas State,13,13,3,1,0,0,0,0
1,2,Louisiana Tech,14,12,4,2,1,1,1,1
2,3,Marshall,14,11,5,2,1,1,1,1
3,3,Maryland,13,11,6,3,1,1,1,1
4,3,Texas A&M,13,11,4,4,2,2,0,0
5,6,Florida Atlantic,12,10,5,0,0,0,0,0
6,6,Georgia Southern,12,10,2,1,1,0,0,0
7,6,Rutgers,13,10,4,2,2,2,0,0
8,6,Virginia,12,10,4,1,1,1,1,0
9,6,Western Michigan,13,10,3,1,1,1,1,1
10,11,Bowling Green,14,9,4,2,2,1,1,1
11,11,Idaho,11,9,2,1,1,0,0,0
12,11,Oklahoma,13,9,3,3,3,3,3,2
13,11,Oklahoma State,13,9,4,2,2,2,2,2
14,11,Oregon State,12,9,3,1,1,1,1,1
15,11,West Virginia,13,9,5,3,2,2,2,2
16,17,Alabama,14,8,0,0,0,0,0,0
17,17,Baylor,13,8,0,0,0,0,0,0
18,17,Colorado,12,8,4,1,0,0,0,0
19,17,Colorado State,13,8,4,1,1,0,0,0
20,17,Florida,12,8,2,0,0,0,0,0
21,17,Massachusetts,12,8,5,2,2,2,1,1
22,17,Michigan State,13,8,3,3,1,1,1,1
23,17,Ohio,12,8,2,1,1,1,1,0
24,17,San Diego State,13,8,4,2,0,0,0,0
25,17,South Alabama,13,8,0,0,0,0,0,0
26,17,Texas Tech,12,8,1,1,0,0,0,0
27,17,Troy,12,8,4,3,2,2,2,1
28,17,UAB,12,8,6,4,4,4,4,4
29,17,UTEP,13,8,3,3,2,2,2,2
30,31,Arizona,14,7,3,0,0,0,0,0
31,31,Ball State,12,7,3,2,1,0,0,0
32,31,Boston College,13,7,3,3,2,2,1,1
33,31,Cincinnati,13,7,1,0,0,0,0,0
34,31,Iowa,13,7,3,2,0,0,0,0
35,31,Kansas State,13,7,3,2,2,1,1,0
36,31,Louisiana-Monroe,12,7,0,0,0,0,0,0
37,31,Middle Tennessee,12,7,4,3,0,0,0,0
38,31,Ohio State,15,7,1,0,0,0,0,0
39,31,Purdue,12,7,3,0,0,0,0,0
40,31,Stanford,13,7,2,1,1,0,0,0
41,31,Tennessee,13,7,2,2,1,0,0,0
42,31,UNLV,13,7,3,0,0,0,0,0
43,31,USC,13,7,3,3,2,2,2,2
44,31,Vanderbilt,12,7,2,2,2,2,2,2
45,31,Washington,14,7,5,3,2,2,2,2
46,47,Buffalo,11,6,4,3,1,0,0,0
47,47,East Carolina,13,6,2,0,0,0,0,0
48,47,Illinois,13,6,1,1,1,0,0,0
49,47,Kentucky,12,6,2,1,1,1,0,0
50,47,LSU,13,6,3,1,1,1,1,1
51,47,Nebraska,13,6,3,1,1,1,0,0
52,47,Notre Dame,13,6,1,0,0,0,0,0
53,47,Pittsburgh,13,6,2,2,1,0,0,0
54,47,SMU,12,6,4,4,1,0,0,0
55,47,South Florida,12,6,1,0,0,0,0,0
56,47,Southern Mississippi,12,6,2,1,1,1,1,1
57,47,Temple,12,6,0,0,0,0,0,0
58,47,Toledo,13,6,1,1,1,1,0,0
59,47,UCF,13,6,5,5,2,1,1,1
60,47,Utah,13,6,5,1,1,1,1,1
61,47,Utah State,14,6,1,0,0,0,0,0
62,47,Western Kentucky,13,6,1,1,1,1,1,1
63,64,Akron,12,5,1,0,0,0,0,0
64,64,Appalachian State,12,5,1,0,0,0,0,0
65,64,Arkansas,13,5,2,1,1,1,1,1
66,64,Auburn,13,5,1,0,0,0,0,0
67,64,California,12,5,3,2,2,2,2,2
68,64,Connecticut,12,5,1,0,0,0,0,0
69,64,Duke,13,5,4,3,3,1,1,1
70,64,Florida International,12,5,3,2,0,0,0,0
71,64,Georgia Tech,14,5,3,2,1,0,0,0
72,64,Hawai'i,13,5,1,0,0,0,0,0
73,64,Indiana,12,5,0,0,0,0,0,0
74,64,Kansas,12,5,0,0,0,0,0,0
