,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
75,64,Louisiana-Lafayette,13,5,0,0,0,0,0,0
76,64,Minnesota,13,5,3,3,1,1,1,1
77,64,Navy,13,5,2,0,0,0,0,0
78,64,Oregon,15,5,1,0,0,0,0,0
79,64,TCU,13,5,4,2,2,1,1,1
80,64,Texas,13,5,0,0,0,0,0,0
81,64,Wake Forest,12,5,1,1,0,0,0,0
82,83,Air Force,13,4,1,0,0,0,0,0
83,83,Arizona State,13,4,2,1,1,1,1,1
84,83,Central Michigan,13,4,1,1,0,0,0,0
85,83,Georgia,13,4,3,2,2,2,2,2
86,83,Kent State,11,4,1,0,0,0,0,0
87,83,Memphis,13,4,2,1,0,0,0,0
88,83,Miami (Ohio),12,4,3,2,1,1,0,0
89,83,Mississippi,13,4,2,1,0,0,0,0
90,83,Missouri,14,4,2,2,2,2,2,2
91,83,Nevada,13,4,2,1,0,0,0,0
92,83,New Mexico State,12,4,2,0,0,0,0,0
93,83,North Carolina State,13,4,1,1,0,0,0,0
94,83,North Texas,12,4,2,1,1,1,1,1
95,83,Rice,13,4,2,0,0,0,0,0
96,83,San Jose State,12,4,0,0,0,0,0,0
97,83,UCLA,13,4,3,2,2,1,1,1
98,83,Wisconsin,14,4,0,0,0,0,0,0
99,100,Army,12,3,0,0,0,0,0,0
100,100,BYU,13,3,1,1,1,1,1,1
101,100,Boise State,14,3,1,0,0,0,0,0
102,100,Florida State,14,3,0,0,0,0,0,0
103,100,Fresno State,14,3,0,0,0,0,0,0
104,100,Georgia State,12,3,0,0,0,0,0,0
105,100,Houston,13,3,1,0,0,0,0,0
106,100,Iowa State,12,3,1,0,0,0,0,0
107,100,Louisville,13,3,2,2,2,1,1,1
108,100,Miami (Florida),13,3,1,0,0,0,0,0
109,100,Michigan,12,3,1,0,0,0,0,0
110,100,New Mexico,12,3,2,2,2,2,2,2
111,100,North Carolina,13,3,1,1,1,1,0,0
112,100,Northern Illinois,14,3,1,1,1,0,0,0
113,100,Northwestern,12,3,1,1,1,1,1,0
114,100,Penn State,13,3,1,0,0,0,0,0
115,100,South Carolina,13,3,1,0,0,0,0,0
116,100,UTSA,12,3,1,1,1,1,1,0
117,100,Virginia Tech,13,3,3,1,0,0,0,0
118,100,Washington State,12,3,0,0,0,0,0,0
119,100,Wyoming,12,3,0,0,0,0,0,0
120,121,Eastern Michigan,12,2,0,0,0,0,0,0
121,121,Old Dominion,12,2,1,0,0,0,0,0
122,121,Syracuse,12,2,0,0,0,0,0,0
123,121,Texas State,12,2,1,1,0,0,0,0
124,121,Tulsa,12,2,1,1,0,0,0,0
125,126,Clemson,13,1,0,0,0,0,0,0
126,126,Mississippi State,13,1,1,1,1,0,0,0
127,128,Tulane,12,0,0,0,0,0,0,0
