,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
0,1,Mississippi State,13,44,28,63.64,19,43.18,9,20.45
1,2,Tulane,12,54,37,68.52,26,48.15,11,20.37
2,3,Memphis,13,32,22,68.75,16,50.00,6,18.75
3,4,Florida International,12,39,27,69.23,18,46.15,9,23.08
4,5,Arkansas,13,33,23,69.70,20,60.61,3,9.09
5,6,Virginia Tech,13,42,30,71.43,18,42.86,12,28.57
6,6,UCF,13,42,30,71.43,19,45.24,11,26.19
7,8,Temple,12,33,24,72.73,13,39.39,11,33.33
8,9,Cincinnati,13,52,38,73.08,23,44.23,15,28.85
9,10,Louisiana-Lafayette,13,45,33,73.33,23,51.11,10,22.22
10,11,Mississippi,13,34,25,73.53,14,41.18,11,32.35
11,12,Western Michigan,13,46,34,73.91,25,54.35,9,19.57
12,13,Clemson,13,27,20,74.07,15,55.56,5,18.52
13,13,USC,13,54,40,74.07,29,53.70,11,20.37
14,13,Auburn,13,54,40,74.07,30,55.56,10,18.52
15,16,Washington,14,58,43,74.14,26,44.83,17,29.31
16,17,Western Kentucky,13,66,49,74.24,42,63.64,7,10.61
17,18,Ball State,12,55,41,74.55,32,58.18,9,16.36
18,19,Texas,13,44,33,75.00,24,54.55,9,20.45
19,19,Kansas,12,48,36,75.00,22,45.83,14,29.17
20,19,Florida State,14,52,39,75.00,28,53.85,11,21.15
21,22,Akron,12,41,31,75.61,22,53.66,9,21.95
22,23,Arizona State,13,46,35,76.09,26,56.52,9,19.57
23,24,Eastern Michigan,12,59,45,76.27,32,54.24,13,22.03
24,25,Marshall,14,51,39,76.47,26,50.98,13,25.49
25,26,Louisville,13,39,30,76.92,16,41.03,14,35.90
26,27,Northwestern,12,48,37,77.08,28,58.33,9,18.75
27,28,Southern Mississippi,12,53,41,77.36,31,58.49,10,18.87
28,29,Syracuse,12,40,31,77.50,18,45.00,13,32.50
29,29,Georgia,13,40,31,77.50,27,67.50,4,10.00
30,31,South Alabama,13,49,38,77.55,29,59.18,9,18.37
31,32,Bowling Green,14,67,52,77.61,41,61.19,11,16.42
32,33,Rutgers,13,54,42,77.78,33,61.11,9,16.67
33,34,LSU,13,32,25,78.13,16,50.00,9,28.13
34,35,Florida,12,37,29,78.38,18,48.65,11,29.73
35,35,Georgia Southern,12,37,29,78.38,24,64.86,5,13.51
36,37,Hawai'i,13,51,40,78.43,34,66.67,6,11.76
37,38,Texas State,12,47,37,78.72,27,57.45,10,21.28
38,39,Navy,13,52,41,78.85,30,57.69,11,21.15
39,40,Purdue,12,57,45,78.95,34,59.65,11,19.30
40,41,Georgia Tech,14,53,42,79.25,28,52.83,14,26.42
41,42,Kansas State,13,39,31,79.49,23,58.97,8,20.51
42,43,Arkansas State,13,44,35,79.55,29,65.91,6,13.64
43,44,Boise State,14,45,36,80.00,26,57.78,10,22.22
44,44,North Carolina State,13,45,36,80.00,27,60.00,9,20.00
45,46,UAB,12,41,33,80.49,27,65.85,6,14.63
46,47,Ohio,12,36,29,80.56,22,61.11,7,19.44
47,48,Nevada,13,47,38,80.85,27,57.45,11,23.40
48,48,Central Michigan,13,47,38,80.85,28,59.57,10,21.28
49,50,Air Force,13,42,34,80.95,22,52.38,12,28.57
50,51,Stanford,13,33,27,81.82,19,57.58,8,24.24
51,51,Wake Forest,12,44,36,81.82,23,52.27,13,29.55
52,51,Nebraska,13,44,36,81.82,27,61.36,9,20.45
53,54,Penn State,13,39,32,82.05,18,46.15,14,35.90
54,54,Oklahoma,13,39,32,82.05,20,51.28,12,30.77
55,54,Virginia,12,39,32,82.05,22,56.41,10,25.64
56,57,New Mexico,12,56,46,82.14,37,66.07,9,16.07
57,58,California,12,62,51,82.26,40,64.52,11,17.74
58,59,Wyoming,12,51,42,82.35,31,60.78,11,21.57
59,59,Florida Atlantic,12,51,42,82.35,33,64.71,9,17.65
60,61,Old Dominion,12,57,47,82.46,41,71.93,6,10.53
61,62,Miami (Florida),13,46,38,82.61,29,63.04,9,19.57
62,63,Tulsa,12,52,43,82.69,37,71.15,6,11.54
63,64,UTSA,12,41,34,82.93,19,46.34,15,36.59
64,64,Michigan,12,41,34,82.93,21,51.22,13,31.71
65,66,San Jose State,12,53,44,83.02,34,64.15,10,18.87
66,67,SMU,12,65,54,83.08,40,61.54,14,21.54
67,68,Louisiana-Monroe,12,42,35,83.33,26,61.90,9,21.43
68,68,Rice,13,42,35,83.33,27,64.29,8,19.05
69,68,Boston College,13,42,35,83.33,27,64.29,8,19.05
70,68,Maryland,13,60,50,83.33,34,56.67,16,26.67
71,72,BYU,13,50,42,84.00,32,64.00,10,20.00
72,72,Notre Dame,13,50,42,84.00,35,70.00,7,14.00
73,74,Alabama,14,44,37,84.09,17,38.64,20,45.45
74,75,Pittsburgh,13,38,32,84.21,27,71.05,5,13.16
75,75,Miami (Ohio),12,57,48,84.21,37,64.91,11,19.30
76,77,Middle Tennessee,12,51,43,84.31,29,56.86,14,27.45
77,78,TCU,13,32,27,84.38,13,40.63,14,43.75
78,79,UCLA,13,45,38,84.44,27,60.00,11,24.44
79,79,Ohio State,15,45,38,84.44,31,68.89,7,15.56
80,81,East Carolina,13,39,33,84.62,23,58.97,10,25.64
81,81,Utah,13,39,33,84.62,25,64.10,8,20.51
82,83,Oregon,15,59,50,84.75,37,62.71,13,22.03
83,84,Kent State,11,46,39,84.78,29,63.04,10,21.74
84,84,Connecticut,12,46,39,84.78,29,63.04,10,21.74
85,86,Idaho,11,40,34,85.00,25,62.50,9,22.50
86,87,Appalachian State,12,47,40,85.11,30,63.83,10,21.28
87,88,West Virginia,13,41,35,85.37,24,58.54,11,26.83
88,89,Louisiana Tech,14,48,41,85.42,27,56.25,14,29.17
89,89,Oklahoma State,13,48,41,85.42,28,58.33,13,27.08
90,89,Massachusetts,12,48,41,85.42,31,64.58,10,20.83
91,92,Oregon State,12,42,36,85.71,25,59.52,11,26.19
92,93,Colorado State,13,50,43,86.00,32,64.00,11,22.00
93,94,Texas A&M,13,43,37,86.05,23,53.49,14,32.56
94,94,Buffalo,11,43,37,86.05,29,67.44,8,18.60
95,94,UTEP,13,43,37,86.05,31,72.09,6,13.95
96,97,Houston,13,44,38,86.36,29,65.91,9,20.45
97,98,Michigan State,13,30,26,86.67,21,70.00,5,16.67
98,99,Fresno State,14,53,46,86.79,32,60.38,14,26.42
99,99,Washington State,12,53,46,86.79,33,62.26,13,24.53
100,101,Utah State,14,38,33,86.84,23,60.53,10,26.32
101,101,Missouri,14,38,33,86.84,24,63.16,9,23.68
102,101,Baylor,13,38,33,86.84,26,68.42,7,18.42
103,104,Duke,13,51,45,88.24,30,58.82,15,29.41
104,105,South Carolina,13,60,53,88.33,36,60.00,17,28.33
105,105,Iowa State,12,60,53,88.33,39,65.00,14,23.33
106,107,UNLV,13,61,54,88.52,42,68.85,12,19.67
107,108,North Texas,12,35,31,88.57,26,74.29,5,14.29
108,109,South Florida,12,44,39,88.64,28,63.64,11,25.00
109,110,Arizona,14,53,47,88.68,32,60.38,15,28.30
110,111,Toledo,13,54,48,88.89,35,64.81,13,24.07
111,111,North Carolina,13,54,48,88.89,39,72.22,9,16.67
112,113,Iowa,13,37,33,89.19,20,54.05,13,35.14
113,114,Colorado,12,56,50,89.29,36,64.29,14,25.00
114,114,Army,12,56,50,89.29,39,69.64,11,19.64
115,116,Northern Illinois,14,48,43,89.58,32,66.67,11,22.92
116,117,Illinois,13,50,45,90.00,35,70.00,10,20.00
117,118,Minnesota,13,41,37,90.24,26,63.41,11,26.83
118,119,Wisconsin,14,32,29,90.63,19,59.38,10,31.25
119,120,Georgia State,12,68,62,91.18,48,70.59,14,20.59
120,121,Texas Tech,12,57,52,91.23,44,77.19,8,14.04
121,122,San Diego State,13,36,33,91.67,24,66.67,9,25.00
122,122,New Mexico State,12,60,55,91.67,43,71.67,12,20.00
123,124,Vanderbilt,12,52,48,92.31,34,65.38,14,26.92
124,125,Troy,12,54,50,92.59,39,72.22,11,20.37
125,126,Kentucky,12,44,41,93.18,30,68.18,11,25.00
126,127,Tennessee,13,34,32,94.12,23,67.65,9,26.47
127,128,Indiana,12,45,43,95.56,27,60.00,16,35.56
