,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Clemson,13,197,54,27.41
1,2,TCU,13,219,61,27.85
2,3,Wisconsin,14,190,54,28.42
3,4,Virginia Tech,13,198,57,28.79
4,5,Nebraska,13,194,58,29.90
5,6,Penn State,13,203,61,30.05
6,7,Marshall,14,220,68,30.91
7,8,West Virginia,13,208,65,31.25
8,9,Michigan State,13,182,57,31.32
9,10,Louisville,13,195,62,31.79
10,11,Louisiana-Monroe,12,178,58,32.58
11,12,Mississippi,13,197,65,32.99
12,13,Ohio State,15,215,73,33.95
13,14,Appalachian State,12,164,56,34.15
14,15,East Carolina,13,202,69,34.16
15,16,Tennessee,13,190,65,34.21
16,17,Duke,13,186,64,34.41
17,18,Boise State,14,225,78,34.67
18,19,Louisiana Tech,14,219,76,34.70
19,20,Temple,12,184,64,34.78
20,21,Mississippi State,13,206,72,34.95
21,22,USC,13,200,70,35.00
22,23,Texas,13,215,76,35.35
23,23,Memphis,13,215,76,35.35
24,25,Utah State,14,234,83,35.47
25,26,Auburn,13,179,64,35.75
26,26,UAB,12,179,64,35.75
27,28,Stanford,13,201,72,35.82
28,29,Arkansas State,13,198,71,35.86
29,30,Florida International,12,170,61,35.88
30,31,LSU,13,197,71,36.04
31,32,Indiana,12,183,66,36.07
32,33,Akron,12,174,63,36.21
33,34,Air Force,13,194,71,36.60
34,35,UTEP,13,161,59,36.65
35,36,Iowa,13,190,70,36.84
36,37,Missouri,14,219,81,36.99
37,38,UCF,13,194,72,37.11
38,39,Utah,13,199,74,37.19
39,40,Pittsburgh,13,173,65,37.57
40,41,Alabama,14,218,82,37.61
41,42,Tulane,12,162,61,37.65
42,43,Buffalo,11,154,58,37.66
43,44,Arizona State,13,209,79,37.80
44,45,Washington,14,219,83,37.90
45,46,BYU,13,224,85,37.95
46,47,Michigan,12,179,68,37.99
47,48,Oklahoma,13,215,82,38.14
48,49,North Texas,12,173,66,38.15
49,50,Northwestern,12,183,70,38.25
50,51,Baylor,13,210,81,38.57
51,52,Florida,12,197,76,38.58
52,53,Houston,13,194,75,38.66
53,54,Boston College,13,186,72,38.71
54,55,Virginia,12,173,67,38.73
55,56,Louisiana-Lafayette,13,196,76,38.78
56,57,Hawai'i,13,207,81,39.13
57,58,Georgia,13,191,75,39.27
58,59,Washington State,12,173,68,39.31
59,60,Oregon State,12,172,68,39.53
60,61,Arkansas,13,182,72,39.56
61,62,Connecticut,12,187,74,39.57
62,63,Syracuse,12,179,71,39.66
63,64,UCLA,13,209,83,39.71
64,65,Fresno State,14,224,89,39.73
65,66,Western Michigan,13,196,78,39.80
66,67,Colorado,12,175,70,40.00
67,67,Texas State,12,200,80,40.00
68,67,Texas A&M,13,205,82,40.00
69,70,Central Michigan,13,177,71,40.11
70,71,Maryland,13,224,90,40.18
71,72,Miami (Florida),13,191,77,40.31
72,73,Georgia Southern,12,166,67,40.36
73,74,Arizona,14,232,94,40.52
74,75,Minnesota,13,184,75,40.76
75,76,Oklahoma State,13,206,84,40.78
76,77,Wake Forest,12,191,78,40.84
77,78,San Diego State,13,193,79,40.93
78,79,South Alabama,13,200,82,41.00
79,80,Nevada,13,195,80,41.03
80,81,Notre Dame,13,192,79,41.15
81,82,Rice,13,187,77,41.18
82,83,Kansas,12,183,76,41.53
83,84,Massachusetts,12,185,77,41.62
84,85,Tulsa,12,180,75,41.67
85,86,South Carolina,13,170,71,41.76
86,87,Illinois,13,203,85,41.87
87,88,California,12,186,78,41.94
88,89,Colorado State,13,200,84,42.00
89,90,Oregon,15,242,102,42.15
90,91,Vanderbilt,12,166,70,42.17
91,92,Rutgers,13,182,77,42.31
92,93,Miami (Ohio),12,151,64,42.38
93,94,Ohio,12,179,76,42.46
94,95,UTSA,12,193,82,42.49
95,96,Kansas State,13,178,76,42.70
96,97,Bowling Green,14,222,95,42.79
97,98,Wyoming,12,161,69,42.86
98,98,UNLV,13,203,87,42.86
99,100,Navy,13,177,76,42.94
100,101,Toledo,13,190,82,43.16
101,102,Northern Illinois,14,214,93,43.46
102,103,Ball State,12,184,80,43.48
103,104,Kentucky,12,181,79,43.65
104,105,SMU,12,162,71,43.83
105,106,Florida State,14,212,93,43.87
106,107,Cincinnati,13,195,86,44.10
107,108,Middle Tennessee,12,188,83,44.15
108,109,New Mexico State,12,158,70,44.30
109,110,San Jose State,12,169,75,44.38
110,111,Southern Mississippi,12,162,72,44.44
111,112,Idaho,11,148,67,45.27
112,113,South Florida,12,172,78,45.35
113,114,Kent State,11,169,77,45.56
114,114,Georgia Tech,14,169,77,45.56
115,116,Army,12,149,68,45.64
116,117,Iowa State,12,182,84,46.15
117,117,Purdue,12,182,84,46.15
118,119,Florida Atlantic,12,174,81,46.55
119,120,Texas Tech,12,194,91,46.91
120,121,Eastern Michigan,12,186,88,47.31
121,122,Western Kentucky,13,177,84,47.46
122,123,North Carolina State,13,198,96,48.48
123,124,North Carolina,13,194,95,48.97
124,125,Troy,12,166,84,50.60
125,126,New Mexico,12,180,92,51.11
126,127,Georgia State,12,161,83,51.55
127,128,Old Dominion,12,165,87,52.73
