,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,San Jose State,12,241,134,55.6,1414,5.9,6,6,108.12,20.1,117.8
1,2,Clemson,13,388,194,50.0,2046,5.3,12,12,98.31,29.8,157.4
2,3,LSU,13,385,199,51.7,2134,5.5,10,10,101.63,29.6,164.2
3,4,Wisconsin,14,347,170,49.0,2352,6.8,15,6,116.74,24.8,168.0
4,5,Georgia,13,379,204,53.8,2215,5.8,13,16,105.80,29.2,170.4
5,6,New Mexico State,12,299,187,62.5,2094,7.0,16,11,131.67,24.9,174.5
6,7,Iowa,13,352,189,53.7,2287,6.5,18,13,117.75,27.1,175.9
7,8,Stanford,13,430,245,57.0,2313,5.4,12,12,105.79,33.1,177.9
8,9,Penn State,13,406,215,53.0,2317,5.7,10,16,101.15,31.2,178.2
9,10,San Diego State,13,355,198,55.8,2321,6.5,10,14,112.11,27.3,178.5
10,11,Texas,13,419,247,58.9,2395,5.7,13,15,110.04,32.2,184.2
11,12,Wake Forest,12,348,211,60.6,2239,6.4,12,6,122.61,29.0,186.6
12,13,Temple,12,367,216,58.9,2243,6.1,9,11,112.30,30.6,186.9
13,14,Louisiana-Monroe,12,337,196,58.2,2279,6.8,16,11,124.11,28.1,189.9
14,15,UTEP,13,321,166,51.7,2486,7.7,19,11,129.45,24.7,191.2
15,16,Mississippi,13,402,240,59.7,2497,6.2,12,22,110.77,30.9,192.1
16,17,Miami (Florida),13,397,229,57.7,2503,6.3,14,10,117.24,30.5,192.5
17,18,Minnesota,13,406,233,57.4,2515,6.2,20,15,118.30,31.2,193.5
18,19,Michigan,12,343,205,59.8,2324,6.8,14,5,127.24,28.6,193.7
19,19,Georgia State,12,326,222,68.1,2324,7.1,23,3,149.42,27.2,193.7
20,21,UCF,13,441,243,55.1,2525,5.7,17,18,107.76,33.9,194.2
21,22,Appalachian State,12,356,210,59.0,2342,6.6,17,12,123.27,29.7,195.2
22,23,Tennessee,13,377,201,53.3,2551,6.8,16,16,115.68,29.0,196.2
23,24,Marshall,14,466,254,54.5,2756,5.9,21,13,113.48,33.3,196.9
24,25,Pittsburgh,13,372,199,53.5,2586,7.0,17,10,121.60,28.6,198.9
25,26,Virginia Tech,13,384,183,47.7,2587,6.7,13,12,109.17,29.5,199.0
26,27,Louisville,13,410,221,53.9,2595,6.3,14,26,105.65,31.5,199.6
27,28,Houston,13,412,230,55.8,2601,6.3,15,19,111.66,31.7,200.1
28,29,Ohio State,15,495,276,55.8,3016,6.1,17,25,108.17,33.0,201.1
29,30,Florida International,12,338,181,53.6,2440,7.2,17,14,122.51,28.2,203.3
30,31,North Carolina State,13,405,226,55.8,2661,6.6,19,10,121.53,31.2,204.7
31,32,Navy,13,379,247,65.2,2668,7.0,22,13,136.61,29.2,205.2
32,33,Nebraska,13,441,214,48.5,2676,6.1,15,13,104.82,33.9,205.8
33,34,Duke,13,421,235,55.8,2688,6.4,14,11,115.19,32.4,206.8
34,35,North Texas,12,362,216,59.7,2492,6.9,19,12,128.19,30.2,207.7
35,36,Troy,12,333,205,61.6,2495,7.5,19,11,136.71,27.8,207.9
36,37,Arkansas,13,392,217,55.4,2714,6.9,19,12,123.39,30.2,208.8
37,37,Connecticut,12,389,229,58.9,2505,6.4,21,8,126.67,32.4,208.8
38,39,Syracuse,12,345,225,65.2,2519,7.3,19,8,140.08,28.8,209.9
39,40,Missouri,14,474,288,60.8,2978,6.3,18,12,121.01,33.9,212.7
40,41,South Alabama,13,386,216,56.0,2767,7.2,19,6,129.30,29.7,212.8
41,42,Florida,12,429,228,53.1,2563,6.0,15,16,107.41,35.8,213.6
42,43,Northwestern,12,397,220,55.4,2572,6.5,17,15,116.41,33.1,214.3
43,44,Kentucky,12,377,217,57.6,2589,6.9,22,15,126.54,31.4,215.8
44,45,Arkansas State,13,410,238,58.0,2808,6.8,18,16,122.27,31.5,216.0
45,46,Kent State,11,331,188,56.8,2379,7.2,18,8,130.29,30.1,216.3
46,47,Idaho,11,252,159,63.1,2382,9.5,18,8,159.72,22.9,216.5
47,48,Illinois,13,370,214,57.8,2824,7.6,20,7,136.01,28.5,217.2
48,49,Western Michigan,13,412,222,53.9,2829,6.9,18,13,119.67,31.7,217.6
49,50,Vanderbilt,12,346,215,62.1,2620,7.6,19,6,140.39,28.8,218.3
50,51,UNLV,13,337,194,57.6,2855,8.5,25,7,149.06,25.9,219.6
51,52,South Florida,12,362,249,68.8,2638,7.3,16,6,141.28,30.2,219.8
52,53,South Carolina,13,390,242,62.1,2866,7.3,16,11,131.68,30.0,220.5
53,54,Akron,12,402,225,56.0,2670,6.6,20,13,121.71,33.5,222.5
54,54,Buffalo,11,295,149,50.5,2448,8.3,17,2,137.87,26.8,222.5
