,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
55,56,Purdue,12,390,223,57.2,2687,6.9,18,10,125.16,32.5,223.9
56,57,Colorado State,13,433,238,55.0,2915,6.7,14,13,116.19,33.3,224.2
57,58,Utah State,14,489,265,54.2,3155,6.5,16,19,111.42,34.9,225.4
58,59,Alabama,14,493,268,54.4,3164,6.4,19,11,116.53,35.2,226.0
59,60,Florida State,14,435,248,57.0,3175,7.3,22,14,128.57,31.1,226.8
60,61,Michigan State,13,444,234,52.7,2955,6.7,17,18,113.13,34.2,227.3
61,62,Wyoming,12,325,214,65.8,2733,8.4,22,3,156.98,27.1,227.8
62,63,Memphis,13,494,264,53.4,2964,6.0,14,17,106.31,38.0,228.0
63,64,Northern Illinois,14,456,265,58.1,3199,7.0,18,14,123.93,32.6,228.5
64,65,Kansas State,13,439,273,62.2,2977,6.8,20,15,127.35,33.8,229.0
65,66,UTSA,12,377,217,57.6,2754,7.3,18,9,129.91,31.4,229.5
66,67,Old Dominion,12,334,229,68.6,2756,8.3,26,5,160.57,27.8,229.7
67,68,Boston College,13,423,264,62.4,2987,7.1,20,9,133.06,32.5,229.8
68,69,Tulane,12,377,220,58.4,2759,7.3,18,17,126.57,31.4,229.9
69,70,Auburn,13,421,243,57.7,2991,7.1,22,22,124.20,32.4,230.1
70,71,Rutgers,13,402,241,60.0,2996,7.5,18,7,133.86,30.9,230.5
71,72,UAB,12,384,204,53.1,2772,7.2,24,9,129.71,32.0,231.0
72,73,West Virginia,13,455,241,53.0,3006,6.6,18,12,116.25,35.0,231.2
73,74,Virginia,12,394,218,55.3,2790,7.1,19,15,123.11,32.8,232.5
74,74,Central Michigan,13,423,249,58.9,3023,7.1,24,14,131.00,32.5,232.5
75,76,Boise State,14,488,280,57.4,3260,6.7,18,22,116.64,34.9,232.9
76,77,TCU,13,445,216,48.5,3029,6.8,17,26,106.64,34.2,233.0
77,77,Notre Dame,13,413,249,60.3,3029,7.3,23,16,132.53,31.8,233.0
78,79,Rice,13,414,226,54.6,3034,7.3,27,9,133.32,31.8,233.4
79,80,Maryland,13,456,253,55.5,3046,6.7,19,9,121.39,35.1,234.3
80,80,Miami (Ohio),12,392,242,61.7,2812,7.2,23,11,135.74,32.7,234.3
81,82,Georgia Southern,12,417,244,58.5,2813,6.7,18,13,123.19,34.8,234.4
82,83,Texas A&M,13,431,242,56.1,3052,7.1,19,5,127.86,33.2,234.8
83,84,Southern Mississippi,12,363,231,63.6,2821,7.8,23,7,145.97,30.3,235.1
84,85,Ball State,12,402,250,62.2,2853,7.1,16,10,129.95,33.5,237.8
85,85,Army,12,362,244,67.4,2854,7.9,31,11,155.81,30.2,237.8
86,87,Florida Atlantic,12,404,238,58.9,2864,7.1,18,8,129.20,33.7,238.7
87,88,Texas State,12,416,262,63.0,2919,7.0,18,13,129.95,34.7,243.3
88,89,Kansas,12,399,233,58.4,2922,7.3,22,9,133.60,33.3,243.5
89,90,Georgia Tech,14,448,282,62.9,3412,7.6,19,18,132.88,32.0,243.7
90,91,Louisiana Tech,14,528,314,59.5,3420,6.5,19,26,115.90,37.7,244.3
91,92,Hawai'i,13,421,243,57.7,3196,7.6,26,11,136.63,32.4,245.8
92,93,Utah,13,450,267,59.3,3206,7.1,23,12,130.71,34.6,246.6
93,94,Oregon State,12,435,256,58.9,2977,6.8,20,11,126.45,36.3,248.1
94,95,New Mexico,12,359,217,60.4,3000,8.4,18,11,141.07,29.9,250.0
95,96,UCLA,13,497,306,61.6,3258,6.6,22,11,126.81,38.2,250.6
96,97,Indiana,12,440,271,61.6,3013,6.8,24,13,131.20,36.7,251.1
97,98,Texas Tech,12,386,228,59.1,3038,7.9,27,6,145.15,32.2,253.2
98,99,Fresno State,14,403,243,60.3,3557,8.8,32,9,156.17,28.8,254.1
99,100,Cincinnati,13,454,276,60.8,3320,7.3,22,8,134.69,34.9,255.4
100,101,East Carolina,13,500,284,56.8,3322,6.6,20,14,120.21,38.5,255.5
101,102,Massachusetts,12,442,269,60.9,3069,6.9,26,12,133.16,36.8,255.8
102,103,Colorado,12,408,244,59.8,3074,7.5,35,3,149.93,34.0,256.2
103,104,North Carolina,13,392,230,58.7,3346,8.5,31,12,150.35,30.2,257.4
104,105,Air Force,13,434,239,55.1,3368,7.8,20,10,130.85,33.4,259.1
105,106,Arizona State,13,453,269,59.4,3376,7.5,22,14,131.84,34.8,259.7
106,107,Ohio,12,434,255,58.8,3137,7.2,22,12,130.68,36.2,261.4
107,108,Louisiana-Lafayette,13,443,288,65.0,3427,7.7,19,7,140.98,34.1,263.6
108,109,SMU,12,364,230,63.2,3164,8.7,27,6,157.38,30.3,263.7
109,110,Baylor,13,456,249,54.6,3434,7.5,24,13,129.54,35.1,264.2
110,111,Oregon,15,581,351,60.4,3964,6.8,21,13,125.17,38.7,264.3
111,112,Nevada,13,503,332,66.0,3479,6.9,26,13,135.99,38.7,267.6
112,113,Oklahoma State,13,453,275,60.7,3499,7.7,23,12,137.04,34.8,269.2
113,114,BYU,13,549,318,57.9,3506,6.4,25,14,121.49,42.2,269.7
114,114,Middle Tennessee,12,422,259,61.4,3236,7.7,26,13,139.95,35.2,269.7
115,116,Tulsa,12,374,232,62.0,3265,8.7,29,8,156.67,31.2,272.1
116,117,Mississippi State,13,506,264,52.2,3547,7.0,17,16,115.82,38.9,272.8
117,118,USC,13,548,322,58.8,3569,6.5,20,14,120.41,42.2,274.5
118,119,Eastern Michigan,12,374,247,66.0,3298,8.8,27,6,160.72,31.2,274.8
119,120,Oklahoma,13,510,287,56.3,3591,7.0,23,12,125.59,39.2,276.2
120,121,Arizona,14,534,349,65.4,3937,7.4,28,13,139.72,38.1,281.2
121,122,Iowa State,12,451,280,62.1,3392,7.5,20,10,135.47,37.6,282.7
122,123,Washington,14,539,343,63.6,4012,7.4,26,13,137.26,38.5,286.6
123,124,Western Kentucky,13,420,267,63.6,3759,9.0,33,13,158.49,32.3,289.2
124,125,Bowling Green,14,588,353,60.0,4080,6.9,25,16,126.91,42.0,291.4
125,126,Toledo,13,481,293,60.9,3792,7.9,37,10,148.37,37.0,291.7
126,127,Washington State,12,429,276,64.3,3559,8.3,33,3,158.01,35.8,296.6
127,128,California,12,544,356,65.4,4406,8.1,42,12,154.54,45.3,367.2
