,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,San Jose State,12,52,15,8,4,2,0,0,0,0
1,2,Clemson,13,72,25,11,8,5,4,3,0,0
2,3,New Mexico State,12,74,26,12,6,3,2,0,0,0
3,4,LSU,13,80,29,10,7,3,2,2,0,0
4,5,Idaho,11,81,37,28,13,9,1,0,0,0
5,5,Kent State,11,81,33,20,8,6,2,1,1,0
6,5,Wake Forest,12,81,27,16,9,4,1,0,0,0
7,8,Iowa,13,82,34,16,7,5,3,1,0,0
8,8,Wisconsin,14,82,40,19,8,5,3,2,1,0
9,10,San Diego State,13,83,28,18,9,4,2,2,1,1
10,11,Florida International,12,86,36,21,10,6,4,2,0,0
11,11,Temple,12,86,28,9,3,2,1,1,0,0
12,13,Penn State,13,87,28,8,6,3,2,2,0,0
13,14,Buffalo,11,88,49,20,8,3,3,2,2,0
14,14,Louisiana-Monroe,12,88,33,16,5,1,1,1,1,0
15,14,Michigan,12,88,30,10,5,5,3,2,1,0
16,17,Arkansas State,13,90,38,21,13,10,5,3,1,0
17,17,North Texas,12,90,32,17,7,4,4,4,1,0
18,17,UCF,13,90,32,13,5,1,1,1,0,0
19,20,Georgia State,12,91,25,11,6,1,1,0,0,0
20,20,Troy,12,91,34,20,10,6,4,0,0,0
21,20,UTEP,13,91,48,25,9,5,1,0,0,0
22,23,Georgia,13,92,34,8,0,0,0,0,0,0
23,24,Appalachian State,12,94,30,15,3,2,2,1,0,0
24,24,Mississippi,13,94,36,16,7,3,0,0,0,0
25,26,Florida,12,95,36,15,6,4,4,2,1,0
26,26,Stanford,13,95,26,7,2,1,0,0,0,0
27,28,Connecticut,12,96,35,15,4,2,1,1,0,0
28,28,Navy,13,96,27,16,7,3,2,2,1,0
29,28,North Carolina State,13,96,39,17,4,3,1,1,0,0
30,28,Texas,13,96,35,13,1,0,0,0,0,0
31,32,Houston,13,97,27,14,6,6,4,2,0,0
32,32,South Alabama,13,97,46,23,15,4,2,2,0,0
33,32,Syracuse,12,97,29,11,7,3,2,2,1,1
34,35,Louisville,13,98,40,20,12,5,1,0,0,0
35,35,UTSA,12,98,39,21,13,4,3,2,1,0
36,37,Pittsburgh,13,99,34,18,12,6,3,1,0,0
37,37,Tennessee,13,99,34,20,6,3,3,3,2,0
38,39,Michigan State,13,101,40,24,15,7,4,3,0,0
39,39,Minnesota,13,101,28,10,5,4,2,2,0,0
40,41,Arkansas,13,102,33,18,12,5,3,1,1,0
41,41,Purdue,12,102,40,17,10,1,1,0,0,0
42,41,Virginia Tech,13,102,48,21,11,4,0,0,0,0
43,44,Rice,13,103,47,30,15,6,2,2,0,0
44,44,UNLV,13,103,44,19,13,9,4,2,1,1
45,46,Duke,13,104,32,15,7,1,1,0,0,0
46,46,Illinois,13,104,40,18,12,9,6,4,2,0
47,46,Old Dominion,12,104,39,18,7,4,1,1,0,0
48,46,Texas State,12,104,40,15,6,4,4,2,1,0
49,46,UAB,12,104,40,22,13,5,4,2,1,0
50,51,Kentucky,12,105,36,15,5,2,0,0,0,0
51,51,Miami (Florida),13,105,32,12,6,1,1,1,0,0
52,51,Nebraska,13,105,45,14,6,4,2,2,0,0
53,51,Northwestern,12,105,36,14,10,4,1,1,0,0
54,51,TCU,13,105,40,24,18,13,8,5,0,0
55,56,Marshall,14,106,35,15,7,2,1,1,0,0
56,56,South Florida,12,106,26,16,7,0,0,0,0,0
57,58,Missouri,14,107,37,14,7,3,0,0,0,0
58,58,Tulane,12,107,38,18,9,4,3,3,2,1
59,58,Virginia,12,107,36,17,10,6,2,0,0,0
60,61,Vanderbilt,12,108,39,14,7,4,1,0,0,0
61,62,Florida Atlantic,12,109,38,18,10,6,3,2,1,0
62,62,Hawai'i,13,109,46,22,14,10,6,6,3,1
63,64,Colorado,12,110,42,22,14,4,3,3,1,1
64,65,Akron,12,111,40,11,5,1,1,1,0,0
65,65,Georgia Southern,12,111,35,18,8,3,1,0,0,0
66,65,Tulsa,12,111,46,26,15,11,8,4,1,0
67,68,Texas Tech,12,112,43,25,16,9,2,1,1,1
68,68,Utah,13,112,42,23,15,9,4,3,2,1
69,68,Wyoming,12,112,34,14,8,5,4,3,0,0
70,71,Colorado State,13,113,38,21,10,4,2,0,0,0
71,71,Kansas,12,113,42,20,9,3,3,1,0,0
72,71,Memphis,13,113,34,15,7,4,3,1,1,0
73,74,Ball State,12,114,35,13,7,5,2,1,0,0
74,74,Maryland,13,114,44,20,11,5,1,0,0,0
75,74,New Mexico,12,114,59,20,9,4,2,1,0,0
76,74,Oregon State,12,114,41,15,9,4,2,1,0,0
77,74,Western Michigan,13,114,41,13,5,5,5,2,0,0
78,79,Central Michigan,13,115,44,18,9,5,3,1,0,0
79,79,Notre Dame,13,115,43,16,9,4,2,1,0,0
80,79,Texas A&M,13,115,44,21,14,4,1,0,0,0
81,82,Army,12,118,41,15,7,4,2,0,0,0
82,82,Louisiana-Lafayette,13,118,44,22,16,8,3,2,1,0
83,82,South Carolina,13,118,42,17,8,2,1,1,0,0
84,82,Utah State,14,118,45,20,14,8,1,0,0,0
85,86,Auburn,13,119,44,17,9,6,3,2,0,0
86,86,Baylor,13,119,56,34,17,6,1,0,0,0
87,86,East Carolina,13,119,39,22,12,8,4,2,2,0
88,86,Eastern Michigan,12,119,49,26,18,9,4,4,1,0
89,86,Massachusetts,12,119,36,20,6,3,2,1,0,0
90,91,Cincinnati,13,120,40,21,8,5,4,3,1,0
91,91,Southern Mississippi,12,120,47,15,4,2,1,1,1,0
92,93,Florida State,14,121,51,23,11,6,2,1,0,0
93,93,Fresno State,14,121,54,31,18,10,6,3,1,0
94,93,Rutgers,13,121,44,14,10,5,2,1,0,0
95,96,Boston College,13,122,36,14,8,4,3,2,0,0
96,96,West Virginia,13,122,38,20,11,4,3,2,0,0
97,98,Indiana,12,124,36,18,7,4,2,1,0,0
98,98,Miami (Ohio),12,124,35,11,5,1,1,0,0,0
99,98,Middle Tennessee,12,124,43,22,10,6,4,1,0,0
100,98,Ohio,12,124,41,18,9,7,4,2,0,0
101,102,Air Force,13,125,58,27,14,6,4,3,0,0
102,102,North Carolina,13,125,61,30,13,7,1,1,0,0
103,102,Ohio State,15,125,24,14,12,8,5,3,1,0
104,105,Kansas State,13,126,28,11,5,3,1,0,0,0
105,106,Mississippi State,13,127,47,25,14,9,5,4,3,0
106,106,SMU,12,127,43,21,10,5,2,1,0,0
107,108,Washington State,12,128,58,24,15,7,4,3,2,0
108,109,Iowa State,12,130,45,24,16,5,1,1,1,0
109,110,Georgia Tech,14,132,48,17,8,3,3,0,0,0
110,111,Alabama,14,133,43,19,10,5,2,0,0,0
111,111,Arizona State,13,133,51,27,12,7,4,2,2,0
112,111,Boise State,14,133,39,20,7,5,2,2,1,0
113,114,Oklahoma,13,135,50,24,11,5,3,0,0,0
114,115,BYU,13,138,38,15,11,4,3,2,0,0
115,115,Oklahoma State,13,138,40,21,14,11,6,3,1,0
116,115,UCLA,13,138,41,15,3,0,0,0,0,0
117,118,Northern Illinois,14,140,43,13,7,3,1,0,0,0
118,119,Nevada,13,142,42,13,4,2,0,0,0,0
119,120,USC,13,143,36,12,8,4,3,2,0,0
120,121,Toledo,13,144,52,29,15,6,4,1,0,0
121,122,Louisiana Tech,14,147,45,14,5,2,0,0,0,0
122,123,Western Kentucky,13,151,52,28,15,7,5,2,0,0
123,124,Arizona,14,155,49,18,10,7,4,4,1,0
124,124,Oregon,15,155,49,18,10,6,2,1,0,0
125,126,Washington,14,162,55,19,10,6,4,1,0,0
126,127,Bowling Green,14,165,56,22,8,5,4,1,1,0
127,128,California,12,178,52,21,11,6,4,4,4,1
