,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Georgia Tech,14,171,99,57.89
1,2,Auburn,13,179,94,52.51
2,3,Ohio State,15,198,103,52.02
3,4,Marshall,14,184,95,51.63
4,5,Alabama,14,199,102,51.26
5,6,Western Kentucky,13,180,92,51.11
6,7,Michigan State,13,195,97,49.74
7,8,Oregon,15,198,98,49.49
8,9,Georgia,13,164,81,49.39
9,10,Georgia Southern,12,149,73,48.99
10,11,Colorado State,13,174,85,48.85
11,12,Appalachian State,12,172,84,48.84
12,13,Western Michigan,13,177,85,48.02
13,14,Navy,13,159,76,47.80
14,15,Notre Dame,13,191,91,47.64
15,16,Northern Illinois,14,227,108,47.58
16,17,Air Force,13,213,100,46.95
17,18,East Carolina,13,194,91,46.91
18,19,Arkansas,13,188,88,46.81
19,20,Baylor,13,214,100,46.73
20,21,USC,13,208,97,46.63
21,22,Georgia State,12,172,80,46.51
22,23,Pittsburgh,13,170,79,46.47
23,24,California,12,191,88,46.07
24,25,Toledo,13,187,86,45.99
25,26,Mississippi State,13,198,91,45.96
26,27,Kansas State,13,172,79,45.93
27,28,North Carolina State,13,177,81,45.76
28,29,Buffalo,11,164,75,45.73
29,30,Florida State,14,176,80,45.45
30,31,Iowa,13,201,90,44.78
31,32,Rice,13,202,90,44.55
32,33,Boise State,14,205,91,44.39
33,34,Middle Tennessee,12,169,75,44.38
34,35,Central Michigan,13,162,71,43.83
35,36,Texas Tech,12,174,76,43.68
36,37,BYU,13,206,89,43.20
37,38,South Carolina,13,176,76,43.18
38,39,San Jose State,12,197,85,43.15
39,40,UCLA,13,202,87,43.07
40,41,UAB,12,193,83,43.01
41,42,TCU,13,198,85,42.93
42,43,Missouri,14,217,93,42.86
43,44,North Carolina,13,198,84,42.42
44,44,Stanford,13,165,70,42.42
45,46,West Virginia,13,229,97,42.36
46,47,Iowa State,12,201,85,42.29
47,48,San Diego State,13,180,76,42.22
48,48,Louisiana-Lafayette,13,180,76,42.22
49,50,UTEP,13,192,81,42.19
50,51,Virginia,12,196,82,41.84
51,52,Duke,13,201,84,41.79
52,53,Clemson,13,223,93,41.70
53,54,Idaho,11,180,75,41.67
54,55,Old Dominion,12,149,62,41.61
55,56,Washington State,12,188,78,41.49
56,57,UCF,13,205,85,41.46
57,58,New Mexico State,12,203,84,41.38
58,59,Nebraska,13,184,76,41.30
59,60,Cincinnati,13,177,73,41.24
60,61,Nevada,13,209,86,41.15
61,62,Army,12,154,63,40.91
62,63,Utah,13,218,89,40.83
63,64,Texas A&M,13,179,73,40.78
64,65,Washington,14,216,88,40.74
65,66,Houston,13,195,79,40.51
66,67,Oklahoma,13,178,72,40.45
67,68,Minnesota,13,177,71,40.11
68,69,Colorado,12,202,81,40.10
69,70,Louisiana Tech,14,198,79,39.90
70,71,LSU,13,178,71,39.89
71,72,Wyoming,12,191,76,39.79
72,73,Northwestern,12,212,84,39.62
73,74,Penn State,13,215,85,39.53
74,75,Mississippi,13,183,72,39.34
75,76,Louisville,13,199,78,39.20
76,77,Michigan,12,156,61,39.10
77,78,Ohio,12,177,69,38.98
78,79,Tennessee,13,208,81,38.94
79,80,Virginia Tech,13,214,83,38.79
80,81,Troy,12,181,70,38.67
81,81,North Texas,12,181,70,38.67
82,83,Texas State,12,179,69,38.55
83,84,Florida Atlantic,12,182,70,38.46
84,85,Tulsa,12,203,78,38.42
85,86,Wisconsin,14,178,68,38.20
86,87,Arizona State,13,199,76,38.19
87,88,Ball State,12,186,71,38.17
88,89,Arizona,14,234,89,38.03
89,90,Arkansas State,13,207,78,37.68
90,91,Bowling Green,14,231,87,37.66
91,92,Fresno State,14,243,91,37.45
92,93,South Florida,12,174,65,37.36
93,94,New Mexico,12,152,56,36.84
94,95,Miami (Florida),13,163,60,36.81
95,96,Memphis,13,208,76,36.54
96,97,Florida,12,192,70,36.46
97,98,Purdue,12,190,69,36.32
98,99,South Alabama,13,191,69,36.13
99,100,Boston College,13,178,64,35.96
100,101,Illinois,13,187,67,35.83
101,102,Massachusetts,12,176,63,35.80
102,103,Rutgers,13,171,61,35.67
103,104,Eastern Michigan,12,179,63,35.20
104,105,UNLV,13,216,76,35.19
105,106,Louisiana-Monroe,12,200,69,34.50
106,107,Kansas,12,201,69,34.33
107,107,Texas,13,201,69,34.33
108,109,Southern Mississippi,12,184,63,34.24
109,110,Syracuse,12,179,61,34.08
110,110,Akron,12,179,61,34.08
111,112,Kentucky,12,183,62,33.88
112,113,Miami (Ohio),12,166,56,33.73
113,114,Hawai'i,13,231,77,33.33
114,115,Tulane,12,187,62,33.16
115,116,Utah State,14,191,63,32.98
116,117,Oklahoma State,13,195,64,32.82
117,118,SMU,12,188,61,32.45
118,119,Maryland,13,185,60,32.43
119,120,Florida International,12,185,59,31.89
120,121,Oregon State,12,167,53,31.74
121,122,Connecticut,12,164,50,30.49
122,123,Kent State,11,152,46,30.26
123,124,Indiana,12,182,55,30.22
124,125,Vanderbilt,12,155,46,29.68
125,126,Wake Forest,12,184,52,28.26
126,127,UTSA,12,177,50,28.25
127,128,Temple,12,166,39,23.49
