,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
37,38,Appalachian State,12,204,60,29,14,10,6,2,1,0
38,38,Northern Illinois,14,204,65,27,15,7,5,1,0,0
39,40,Fresno State,14,203,63,31,18,6,3,2,1,0
40,41,Miami (Ohio),12,201,63,21,9,3,3,1,0,0
41,42,Kansas State,13,200,65,28,14,8,4,2,0,0
42,42,Miami (Florida),13,200,83,31,15,10,7,3,2,1
43,42,Old Dominion,12,200,63,32,18,6,4,1,0,0
44,45,Memphis,13,198,61,29,13,3,0,0,0,0
45,46,Massachusetts,12,197,55,28,18,11,7,5,1,0
46,47,Central Michigan,13,196,67,21,10,4,2,1,0,0
47,47,Texas State,12,196,53,20,11,8,6,5,1,1
48,49,Houston,13,195,66,29,14,9,3,1,1,0
49,50,Louisiana Tech,14,194,75,31,12,9,7,6,3,1
50,50,Stanford,13,194,64,23,8,1,0,0,0,0
51,52,Missouri,14,193,55,22,15,5,5,2,0,0
52,52,Western Michigan,13,193,73,36,24,17,7,2,0,0
53,54,Louisville,13,191,72,25,12,6,4,3,0,0
54,55,Arkansas,13,189,52,19,12,7,3,3,3,1
55,55,Mississippi,13,189,69,37,20,14,9,5,2,1
56,57,Virginia Tech,13,187,49,21,6,1,0,0,0,0
57,58,North Carolina State,13,184,56,26,15,6,4,1,0,0
58,59,Tennessee,13,183,55,17,7,2,0,0,0,0
59,60,Georgia Southern,12,182,68,40,22,12,8,3,2,0
60,60,Nevada,13,182,49,20,10,8,2,0,0,0
61,62,UNLV,13,181,64,26,13,6,2,1,1,0
62,63,Louisiana-Lafayette,13,180,56,26,10,6,3,2,0,0
63,64,Duke,13,179,46,23,13,5,2,0,0,0
64,65,Illinois,13,177,62,26,15,6,3,1,0,0
65,65,Oklahoma State,13,177,63,33,16,6,2,1,1,0
66,65,Washington,14,177,52,24,16,13,7,3,2,1
67,68,Akron,12,176,37,15,8,3,1,1,1,0
68,68,Colorado,12,176,48,24,11,7,4,3,0,0
69,70,Iowa,13,175,58,27,12,6,3,1,0,0
70,71,Clemson,13,174,59,33,9,8,5,2,0,0
71,72,San Diego State,13,173,55,31,13,7,3,2,1,1
72,73,Iowa State,12,172,42,16,9,4,0,0,0,0
73,73,Middle Tennessee,12,172,54,32,14,9,4,1,0,0
74,73,Navy,13,172,60,33,19,10,5,0,0,0
75,73,Rutgers,13,172,65,31,14,8,5,4,2,1
76,73,Southern Mississippi,12,172,59,26,7,2,1,0,0,0
77,78,Hawai'i,13,170,54,25,13,6,0,0,0,0
78,78,Oregon State,12,170,59,26,14,8,5,3,0,0
79,80,Idaho,11,169,47,21,13,6,4,1,0,0
80,80,Maryland,13,169,51,22,12,7,5,4,1,1
81,80,Tulsa,12,169,51,24,10,5,5,1,1,0
82,80,UCF,13,169,45,23,13,8,3,2,0,0
83,84,Buffalo,11,167,57,26,12,5,3,2,1,1
84,84,Rice,13,167,58,35,16,12,5,2,2,0
85,86,Utah State,14,166,64,40,23,15,10,5,1,0
86,87,South Alabama,13,165,45,26,20,7,2,0,0,0
87,87,Texas,13,165,47,21,8,2,2,1,0,0
88,89,UAB,12,164,51,29,17,11,7,7,2,0
89,89,Utah,13,164,49,28,16,9,6,2,0,0
90,91,Wyoming,12,163,53,32,23,8,4,2,2,0
91,92,Kentucky,12,160,57,30,20,12,5,3,1,0
92,92,Virginia,12,160,54,17,8,2,0,0,0,0
93,94,Air Force,13,159,55,28,18,10,2,1,0,0
94,94,Michigan,12,159,43,11,6,4,2,0,0,0
95,94,New Mexico State,12,159,56,27,12,9,6,5,2,0
96,94,San Jose State,12,159,45,17,9,7,4,4,3,0
97,98,Boston College,13,158,60,31,22,9,3,1,0,0
98,98,Minnesota,13,158,53,27,13,5,1,0,0,0
99,100,Georgia State,12,157,56,27,10,8,4,2,0,0
100,100,LSU,13,157,63,28,15,5,4,4,3,1
101,102,Ball State,12,153,44,22,6,3,1,0,0,0
102,102,Indiana,12,153,49,32,23,13,11,6,2,1
103,104,Penn State,13,152,48,22,11,5,3,3,1,1
104,104,Tulane,12,152,37,16,12,8,7,4,2,1
105,106,Florida Atlantic,12,149,38,25,12,7,4,2,1,0
106,106,Troy,12,149,46,25,12,3,0,0,0,0
107,108,Northwestern,12,147,34,11,7,4,2,0,0,0
108,109,Ohio,12,144,50,23,11,5,2,0,0,0
109,110,New Mexico,12,142,65,37,24,16,11,5,0,0
110,111,Syracuse,12,139,46,22,9,4,2,1,1,0
111,112,Florida,12,138,42,27,18,9,7,5,1,0
112,113,North Texas,12,137,50,18,12,5,1,0,0,0
113,114,Kansas,12,135,41,23,8,6,5,2,0,0
114,115,Kent State,11,134,43,14,6,2,1,0,0,0
115,116,UTEP,13,133,53,23,11,8,5,3,0,0
116,117,Louisiana-Monroe,12,129,46,25,11,5,2,0,0,0
117,117,UTSA,12,129,44,17,7,4,1,1,0,0
118,119,Purdue,12,128,51,25,13,9,5,3,2,0
119,119,Vanderbilt,12,128,37,14,4,2,1,0,0,0
120,121,Army,12,124,52,28,14,7,1,1,0,0
121,122,South Florida,12,122,45,21,11,10,6,3,1,0
122,123,Connecticut,12,121,36,15,7,3,3,2,1,0
123,123,Florida International,12,121,32,16,12,6,3,2,1,0
124,125,Eastern Michigan,12,117,39,18,7,3,3,3,0,0
125,125,Temple,12,117,43,23,8,7,7,5,0,0
126,127,Wake Forest,12,109,27,6,2,0,0,0,0,0
127,128,SMU,12,108,28,14,8,4,2,0,0,0
