,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,UAB,12,47,1323,28.15,4,3.9,110.3
1,2,LSU,13,26,695,26.73,1,2.0,53.5
2,3,UCF,13,36,957,26.58,1,2.8,73.6
3,4,Boston College,13,35,910,26.00,1,2.7,70.0
4,5,Arkansas,13,24,617,25.71,1,1.8,47.5
5,6,Maryland,13,42,1073,25.55,1,3.2,82.5
6,7,Virginia,12,35,885,25.29,0,2.9,73.8
7,8,Duke,13,36,909,25.25,1,2.8,69.9
8,9,Missouri,14,26,641,24.65,2,1.9,45.8
9,10,Marshall,14,44,1083,24.61,1,3.1,77.4
10,11,Western Michigan,13,39,949,24.33,1,3.0,73.0
11,12,Louisiana Tech,14,44,1067,24.25,1,3.1,76.2
12,13,Arizona State,13,23,555,24.13,0,1.8,42.7
13,14,Michigan State,13,36,865,24.03,1,2.8,66.5
14,15,West Virginia,13,46,1101,23.93,2,3.5,84.7
15,16,Georgia Southern,12,33,786,23.82,0,2.8,65.5
16,17,Utah,13,31,736,23.74,1,2.4,56.6
17,18,Colorado,12,41,972,23.71,0,3.4,81.0
18,19,Rutgers,13,47,1107,23.55,0,3.6,85.2
19,20,North Texas,12,33,767,23.24,1,2.8,63.9
20,21,Ball State,12,44,1022,23.23,0,3.7,85.2
21,22,Texas A&M,13,51,1179,23.12,0,3.9,90.7
22,23,Florida International,12,33,759,23.00,0,2.8,63.3
23,24,Minnesota,13,36,825,22.92,1,2.8,63.5
24,25,Kentucky,12,37,845,22.84,0,3.1,70.4
25,26,Memphis,13,38,866,22.79,0,2.9,66.6
26,27,Oregon State,12,53,1205,22.74,1,4.4,100.4
27,28,Ohio State,15,39,886,22.72,0,2.6,59.1
28,29,Oklahoma,13,37,840,22.70,2,2.8,64.6
29,30,Tennessee,13,36,817,22.69,0,2.8,62.8
30,31,California,12,52,1170,22.50,2,4.3,97.5
31,32,Arkansas State,13,47,1057,22.49,0,3.6,81.3
32,33,Stanford,13,29,651,22.45,0,2.2,50.1
33,34,Massachusetts,12,50,1122,22.44,1,4.2,93.5
34,34,Middle Tennessee,12,36,808,22.44,0,3.0,67.3
35,36,New Mexico,12,44,985,22.39,2,3.7,82.1
36,37,Georgia,13,29,649,22.38,2,2.2,49.9
37,38,Pittsburgh,13,41,909,22.17,0,3.2,69.9
38,39,USC,13,44,974,22.14,2,3.4,74.9
39,39,South Alabama,13,36,797,22.14,0,2.8,61.3
40,41,UTEP,13,42,926,22.05,2,3.2,71.2
41,42,UNLV,13,53,1166,22.00,0,4.1,89.7
42,43,Kansas State,13,35,769,21.97,1,2.7,59.2
43,44,Florida Atlantic,12,55,1203,21.87,0,4.6,100.3
44,45,Washington,14,45,983,21.84,2,3.2,70.2
45,45,Ohio,12,38,830,21.84,1,3.2,69.2
46,47,Southern Mississippi,12,45,979,21.76,1,3.8,81.6
47,47,Georgia Tech,14,41,892,21.76,0,2.9,63.7
48,49,Wisconsin,14,31,671,21.65,0,2.2,47.9
49,50,Idaho,11,47,1016,21.62,0,4.3,92.4
50,50,Colorado State,13,39,843,21.62,0,3.0,64.8
51,50,TCU,13,34,735,21.62,1,2.6,56.5
52,53,Nevada,13,18,389,21.61,0,1.4,29.9
53,54,Western Kentucky,13,54,1166,21.59,1,4.2,89.7
54,55,Arizona,14,38,817,21.50,1,2.7,58.4
55,56,Troy,12,54,1157,21.43,2,4.5,96.4
56,57,North Carolina,13,49,1046,21.35,0,3.8,80.5
57,58,UTSA,12,41,875,21.34,0,3.4,72.9
58,59,San Diego State,13,36,764,21.22,0,2.8,58.8
59,60,Kent State,11,41,865,21.10,0,3.7,78.6
60,61,Louisville,13,36,758,21.06,1,2.8,58.3
61,62,Penn State,13,35,731,20.89,0,2.7,56.2
62,63,Air Force,13,34,709,20.85,0,2.6,54.5
63,64,Toledo,13,46,957,20.80,0,3.5,73.6
64,65,Nebraska,13,43,894,20.79,0,3.3,68.8
65,66,Bowling Green,14,62,1288,20.77,1,4.4,92.0
66,67,Iowa,13,42,869,20.69,0,3.2,66.8
67,68,South Florida,12,42,868,20.67,0,3.5,72.3
68,69,Louisiana-Monroe,12,42,867,20.64,0,3.5,72.3
69,69,San Jose State,12,39,805,20.64,0,3.3,67.1
70,71,Iowa State,12,30,619,20.63,0,2.5,51.6
71,72,Alabama,14,49,1006,20.53,0,3.5,71.9
72,73,Utah State,14,32,656,20.50,0,2.3,46.9
73,74,Oklahoma State,13,50,1024,20.48,2,3.8,78.8
74,75,Notre Dame,13,45,921,20.47,0,3.5,70.8
75,76,Tulsa,12,43,876,20.37,0,3.6,73.0
76,76,Navy,13,41,835,20.37,0,3.2,64.2
77,78,Vanderbilt,12,55,1113,20.24,2,4.6,92.8
78,79,Northwestern,12,40,808,20.20,1,3.3,67.3
79,80,Florida,12,41,826,20.15,0,3.4,68.8
