,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
80,81,Miami (Florida),13,35,704,20.11,0,2.7,54.2
81,82,Baylor,13,40,801,20.03,0,3.1,61.6
82,82,Auburn,13,35,701,20.03,0,2.7,53.9
83,82,Wyoming,12,29,581,20.03,0,2.4,48.4
84,85,Mississippi State,13,27,538,19.93,1,2.1,41.4
85,86,Kansas,12,44,876,19.91,0,3.7,73.0
86,87,Michigan,12,23,457,19.87,0,1.9,38.1
87,88,Florida State,14,49,971,19.82,0,3.5,69.4
88,89,Connecticut,12,48,949,19.77,0,4.0,79.1
89,90,Temple,12,33,652,19.76,0,2.8,54.3
90,91,Northern Illinois,14,48,946,19.71,0,3.4,67.6
91,92,Oregon,15,45,886,19.69,0,3.0,59.1
92,93,BYU,13,49,964,19.67,1,3.8,74.2
93,94,Mississippi,13,32,629,19.66,0,2.5,48.4
94,95,Rice,13,34,667,19.62,0,2.6,51.3
95,96,Cincinnati,13,49,961,19.61,0,3.8,73.9
96,97,Central Michigan,13,42,823,19.60,0,3.2,63.3
97,98,Purdue,12,49,959,19.57,0,4.1,79.9
98,99,Texas,13,39,763,19.56,0,3.0,58.7
99,99,Akron,12,32,626,19.56,0,2.7,52.2
100,101,Virginia Tech,13,36,702,19.50,0,2.8,54.0
101,102,Miami (Ohio),12,44,857,19.48,0,3.7,71.4
102,103,Illinois,13,40,778,19.45,0,3.1,59.8
103,104,Washington State,12,50,970,19.40,0,4.2,80.8
104,105,Hawai'i,13,41,789,19.24,0,3.2,60.7
105,106,South Carolina,13,39,746,19.13,0,3.0,57.4
106,107,Buffalo,11,46,879,19.11,0,4.2,79.9
107,108,UCLA,13,48,916,19.08,1,3.7,70.5
108,109,East Carolina,13,46,877,19.07,0,3.5,67.5
109,110,Louisiana-Lafayette,13,33,628,19.03,0,2.5,48.3
110,111,Fresno State,14,46,871,18.93,0,3.3,62.2
111,112,Indiana,12,48,903,18.81,0,4.0,75.3
112,113,SMU,12,58,1090,18.79,0,4.8,90.8
113,114,Boise State,14,60,1126,18.77,0,4.3,80.4
114,115,Clemson,13,29,544,18.76,0,2.2,41.8
115,116,New Mexico State,12,33,617,18.70,0,2.8,51.4
116,117,Texas Tech,12,45,840,18.67,0,3.8,70.0
117,118,Wake Forest,12,36,664,18.44,0,3.0,55.3
118,119,North Carolina State,13,36,658,18.28,0,2.8,50.6
119,120,Syracuse,12,35,637,18.20,0,2.9,53.1
120,121,Texas State,12,34,618,18.18,0,2.8,51.5
121,122,Georgia State,12,55,990,18.00,0,4.6,82.5
122,123,Eastern Michigan,12,51,892,17.49,0,4.3,74.3
123,124,Army,12,38,659,17.34,0,3.2,54.9
124,125,Appalachian State,12,32,551,17.22,0,2.7,45.9
125,126,Tulane,12,38,637,16.76,0,3.2,53.1
126,127,Houston,13,44,728,16.55,0,3.4,56.0
127,128,Old Dominion,12,42,690,16.43,0,3.5,57.5
