,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,TCU,13,8,-9,-1.13,0,0.6,-0.7
1,2,Hawai'i,13,18,29,1.61,0,1.4,2.2
2,3,Duke,13,16,33,2.06,0,1.2,2.5
3,4,Memphis,13,13,36,2.77,0,1.0,2.8
4,5,Temple,12,22,65,2.95,0,1.8,5.4
5,6,Army,12,5,15,3.00,0,0.4,1.3
6,7,Arkansas,13,16,49,3.06,0,1.2,3.8
7,8,Virginia Tech,13,29,89,3.07,0,2.2,6.8
8,9,Arkansas State,13,10,31,3.10,0,0.8,2.4
9,10,Oklahoma State,13,25,79,3.16,0,1.9,6.1
10,11,Tennessee,13,22,71,3.23,0,1.7,5.5
11,12,Utah State,14,22,76,3.45,0,1.6,5.4
12,13,Mississippi,13,19,66,3.47,0,1.5,5.1
13,14,Buffalo,11,9,32,3.56,0,0.8,2.9
14,15,Texas Tech,12,14,50,3.57,0,1.2,4.2
15,16,Iowa State,12,18,67,3.72,0,1.5,5.6
16,17,Northern Illinois,14,18,69,3.83,0,1.3,4.9
17,18,North Carolina,13,14,58,4.14,0,1.1,4.5
18,19,Washington,14,12,50,4.17,0,0.9,3.6
19,20,San Diego State,13,18,78,4.33,0,1.4,6.0
20,21,Penn State,13,21,94,4.48,0,1.6,7.2
21,22,Houston,13,22,99,4.50,0,1.7,7.6
22,23,Pittsburgh,13,14,64,4.57,0,1.1,4.9
23,24,Connecticut,12,23,106,4.61,0,1.9,8.8
24,25,Georgia,13,10,47,4.70,0,0.8,3.6
25,26,UTSA,12,24,115,4.79,0,2.0,9.6
26,27,UCLA,13,15,72,4.80,0,1.2,5.5
27,28,Texas State,12,17,82,4.82,0,1.4,6.8
28,29,Miami (Ohio),12,23,112,4.87,0,1.9,9.3
29,30,Cincinnati,13,13,64,4.92,0,1.0,4.9
30,31,UNLV,13,21,106,5.05,0,1.6,8.2
31,32,Baylor,13,11,56,5.09,0,0.8,4.3
32,33,Notre Dame,13,9,48,5.33,0,0.7,3.7
33,33,South Alabama,13,24,128,5.33,0,1.8,9.8
34,35,Minnesota,13,22,119,5.41,0,1.7,9.2
35,36,New Mexico,12,24,139,5.79,0,2.0,11.6
36,37,Ohio State,15,10,58,5.80,0,0.7,3.9
37,38,Ohio,12,21,123,5.86,0,1.8,10.3
38,39,Wake Forest,12,15,89,5.93,0,1.3,7.4
39,40,Navy,13,16,97,6.06,1,1.2,7.5
40,41,Massachusetts,12,16,99,6.19,1,1.3,8.3
41,42,Oregon,15,11,69,6.27,0,0.7,4.6
42,43,Miami (Florida),13,16,101,6.31,0,1.2,7.8
43,44,Middle Tennessee,12,19,122,6.42,0,1.6,10.2
44,45,Western Kentucky,13,14,90,6.43,0,1.1,6.9
45,46,Clemson,13,27,174,6.44,0,2.1,13.4
46,47,Boston College,13,28,181,6.46,0,2.2,13.9
47,48,Georgia Tech,14,16,105,6.56,0,1.1,7.5
48,49,UCF,13,20,133,6.65,1,1.5,10.2
49,50,Utah,13,18,121,6.72,0,1.4,9.3
50,50,Southern Mississippi,12,18,121,6.72,0,1.5,10.1
51,52,South Carolina,13,13,89,6.85,0,1.0,6.8
52,53,Stanford,13,23,159,6.91,0,1.8,12.2
53,54,Alabama,14,12,83,6.92,0,0.9,5.9
54,54,Oregon State,12,24,166,6.92,1,2.0,13.8
55,56,Tulsa,12,19,133,7.00,0,1.6,11.1
56,56,Colorado State,13,25,175,7.00,0,1.9,13.5
57,58,Rutgers,13,27,191,7.07,0,2.1,14.7
58,59,Florida State,14,13,92,7.08,0,0.9,6.6
59,60,Bowling Green,14,29,208,7.17,0,2.1,14.9
60,61,Mississippi State,13,14,101,7.21,0,1.1,7.8
61,62,Akron,12,17,123,7.24,0,1.4,10.3
62,63,Tulane,12,23,168,7.30,0,1.9,14.0
63,63,Florida International,12,33,241,7.30,0,2.8,20.1
64,65,Air Force,13,13,95,7.31,0,1.0,7.3
65,66,Toledo,13,8,59,7.38,0,0.6,4.5
66,67,Texas A&M,13,13,97,7.46,0,1.0,7.5
67,68,Northwestern,12,27,202,7.48,1,2.3,16.8
68,69,East Carolina,13,22,165,7.50,1,1.7,12.7
69,70,Vanderbilt,12,23,178,7.74,2,1.9,14.8
70,71,North Carolina State,13,28,217,7.75,0,2.2,16.7
71,72,Auburn,13,19,148,7.79,0,1.5,11.4
72,73,Nevada,13,25,195,7.80,0,1.9,15.0
73,74,Illinois,13,22,174,7.91,0,1.7,13.4
74,75,Wisconsin,14,18,145,8.06,0,1.3,10.4
75,76,Fresno State,14,23,186,8.09,1,1.6,13.3
76,77,Ball State,12,14,114,8.14,0,1.2,9.5
77,78,Kansas,12,32,261,8.16,1,2.7,21.8
78,79,Rice,13,29,237,8.17,0,2.2,18.2
79,80,UAB,12,23,189,8.22,1,1.9,15.8
80,81,Missouri,14,22,182,8.27,0,1.6,13.0
81,82,Arizona,14,32,268,8.38,0,2.3,19.1
82,83,Western Michigan,13,21,179,8.52,0,1.6,13.8
83,84,Idaho,11,15,129,8.60,0,1.4,11.7
84,84,Troy,12,20,172,8.60,1,1.7,14.3
85,86,Florida,12,25,219,8.76,1,2.1,18.3
86,87,South Florida,12,28,246,8.79,1,2.3,20.5
87,88,Kent State,11,21,185,8.81,0,1.9,16.8
88,89,Louisiana-Monroe,12,30,266,8.87,1,2.5,22.2
89,90,Florida Atlantic,12,25,222,8.88,0,2.1,18.5
90,91,Nebraska,13,16,143,8.94,1,1.2,11.0
91,92,SMU,12,33,297,9.00,0,2.8,24.8
92,93,Boise State,14,18,163,9.06,0,1.3,11.6
93,94,LSU,13,21,192,9.14,1,1.6,14.8
94,95,BYU,13,24,224,9.33,0,1.8,17.2
95,96,Louisiana-Lafayette,13,15,143,9.53,1,1.2,11.0
96,97,Louisville,13,31,301,9.71,1,2.4,23.2
97,98,Texas,13,33,336,10.18,0,2.5,25.8
98,99,UTEP,13,36,374,10.39,1,2.8,28.8
99,100,Louisiana Tech,14,20,208,10.40,1,1.4,14.9
100,101,Maryland,13,31,325,10.48,0,2.4,25.0
101,102,Virginia,12,24,252,10.50,2,2.0,21.0
102,103,Michigan State,13,18,190,10.56,1,1.4,14.6
103,104,Oklahoma,13,17,181,10.65,1,1.3,13.9
104,104,Colorado,12,23,245,10.65,1,1.9,20.4
105,106,North Texas,12,33,353,10.70,1,2.8,29.4
106,107,Marshall,14,12,129,10.75,0,0.9,9.2
107,108,Indiana,12,18,195,10.83,1,1.5,16.3
108,109,Kansas State,13,11,122,11.09,1,0.8,9.4
109,110,Purdue,12,16,182,11.38,1,1.3,15.2
110,111,California,12,7,80,11.43,1,0.6,6.7
111,112,Georgia Southern,12,6,73,12.17,0,0.5,6.1
112,113,New Mexico State,12,23,283,12.30,2,1.9,23.6
113,114,Kentucky,12,20,253,12.65,2,1.7,21.1
114,115,Michigan,12,21,266,12.67,1,1.8,22.2
115,116,Arizona State,13,15,196,13.07,2,1.2,15.1
116,117,Central Michigan,13,12,158,13.17,0,0.9,12.2
117,117,Eastern Michigan,12,24,316,13.17,1,2.0,26.3
118,119,Georgia State,12,16,216,13.50,0,1.3,18.0
119,120,West Virginia,13,17,232,13.65,3,1.3,17.8
120,121,Appalachian State,12,19,261,13.74,2,1.6,21.8
121,122,Syracuse,12,23,329,14.30,2,1.9,27.4
122,123,Iowa,13,15,227,15.13,1,1.2,17.5
123,124,USC,13,12,195,16.25,0,0.9,15.0
124,125,Washington State,12,19,329,17.32,3,1.6,27.4
125,126,Wyoming,12,17,311,18.29,2,1.4,25.9
126,127,San Jose State,12,12,223,18.58,2,1.0,18.6
127,128,Old Dominion,12,11,243,22.09,3,0.9,20.3
