,Rank,Name,G,Sacks,Sack Yards,Sacks/G
117,113,Florida International,12,40.0,290,3.33
118,113,Louisville,13,40.0,307,3.08
119,120,UCLA,13,41.0,228,3.15
120,120,Hawai'i,13,41.0,264,3.15
121,122,Miami (Ohio),12,43.0,287,3.58
122,122,Tennessee,13,43.0,305,3.31
123,124,Louisiana-Monroe,12,44.0,238,3.67
124,124,Penn State,13,44.0,277,3.39
125,124,Wyoming,12,44.0,277,3.67
126,127,SMU,12,48.0,256,4.00
127,127,Wake Forest,12,48.0,352,4.00
