,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
101,86,Michigan,12,1,1,0,0,0,0,0,0
102,86,Michigan State,13,1,1,1,0,0,0,0,0
103,86,Northern Illinois,14,1,1,0,0,0,0,0,0
104,86,Ohio,12,1,0,0,0,0,0,0,0
105,86,Oregon State,12,1,0,0,0,0,0,0,0
106,86,Rutgers,13,1,0,0,0,0,0,0,0
107,86,SMU,12,1,0,0,0,0,0,0,0
108,86,South Alabama,13,1,1,1,0,0,0,0,0
109,86,South Carolina,13,1,0,0,0,0,0,0,0
110,86,Tulsa,12,1,0,0,0,0,0,0,0
111,86,UTEP,13,1,1,0,0,0,0,0,0
112,86,Virginia,12,1,0,0,0,0,0,0,0
113,86,Washington State,12,1,1,1,0,0,0,0,0
114,86,West Virginia,13,1,1,0,0,0,0,0,0
115,86,Western Kentucky,13,1,0,0,0,0,0,0,0
116,117,Air Force,13,0,0,0,0,0,0,0,0
117,117,Arizona State,13,0,0,0,0,0,0,0,0
118,117,Army,12,0,0,0,0,0,0,0,0
119,117,Navy,13,0,0,0,0,0,0,0,0
120,117,New Mexico,12,0,0,0,0,0,0,0,0
121,117,North Carolina State,13,0,0,0,0,0,0,0,0
122,117,Oklahoma,13,0,0,0,0,0,0,0,0
123,117,Texas Tech,12,0,0,0,0,0,0,0,0
124,117,Troy,12,0,0,0,0,0,0,0,0
125,117,Tulane,12,0,0,0,0,0,0,0,0
126,117,Vanderbilt,12,0,0,0,0,0,0,0,0
127,117,Western Michigan,13,0,0,0,0,0,0,0,0
