,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Kansas State,13,9,5,4,2,0,0,0,0
1,1,Nebraska,13,9,7,6,4,3,2,2,0
2,3,Ohio State,15,8,3,2,2,0,0,0,0
3,4,Florida Atlantic,12,7,4,2,2,2,1,0,0
4,4,Stanford,13,7,6,5,2,1,0,0,0
5,6,Florida,12,6,5,3,3,1,0,0,0
6,6,Florida International,12,6,5,2,2,2,2,0,0
7,6,Missouri,14,6,2,1,1,1,1,1,0
8,6,Oregon,15,6,4,3,3,0,0,0,0
9,6,Purdue,12,6,2,0,0,0,0,0,0
10,11,Duke,13,5,4,3,2,1,0,0,0
11,11,Georgia,13,5,3,3,3,0,0,0,0
12,11,Louisiana Tech,14,5,0,0,0,0,0,0,0
13,11,Maryland,13,5,4,2,1,1,0,0,0
14,11,Oklahoma State,13,5,2,1,1,1,1,1,1
15,11,Texas A&M,13,5,3,1,1,1,0,0,0
16,11,Toledo,13,5,4,2,1,0,0,0,0
17,11,UAB,12,5,2,0,0,0,0,0,0
18,11,Utah,13,5,4,4,3,1,0,0,0
19,11,Virginia Tech,13,5,4,0,0,0,0,0,0
20,11,Washington,14,5,3,1,1,1,1,1,0
21,11,Wisconsin,14,5,2,1,0,0,0,0,0
22,23,Alabama,14,4,2,2,1,1,1,0,0
23,23,Arkansas,13,4,2,1,1,1,0,0,0
24,23,Auburn,13,4,2,2,2,1,1,0,0
25,23,Eastern Michigan,12,4,1,1,1,0,0,0,0
26,23,LSU,13,4,2,1,1,1,0,0,0
27,23,Marshall,14,4,1,0,0,0,0,0,0
28,23,Middle Tennessee,12,4,2,2,2,2,1,0,0
29,23,Mississippi,13,4,1,0,0,0,0,0,0
30,23,Nevada,13,4,0,0,0,0,0,0,0
31,23,North Carolina,13,4,2,0,0,0,0,0,0
32,23,North Texas,12,4,2,1,1,1,1,0,0
33,23,Pittsburgh,13,4,2,1,0,0,0,0,0
34,23,South Florida,12,4,0,0,0,0,0,0,0
35,23,TCU,13,4,4,4,2,1,0,0,0
36,23,Temple,12,4,1,1,1,1,1,1,0
37,23,UCF,13,4,1,0,0,0,0,0,0
38,39,Arkansas State,13,3,2,1,1,1,0,0,0
39,39,BYU,13,3,0,0,0,0,0,0,0
40,39,Boise State,14,3,3,1,1,1,1,0,0
41,39,Boston College,13,3,1,0,0,0,0,0,0
42,39,Clemson,13,3,1,1,1,1,1,0,0
43,39,Florida State,14,3,1,0,0,0,0,0,0
44,39,Fresno State,14,3,1,1,1,0,0,0,0
45,39,Hawai'i,13,3,0,0,0,0,0,0,0
46,39,Iowa State,12,3,1,1,1,1,1,1,0
47,39,Kansas,12,3,2,1,1,1,1,0,0
48,39,Louisiana-Monroe,12,3,1,1,1,0,0,0,0
49,39,Louisville,13,3,1,1,0,0,0,0,0
50,39,Memphis,13,3,1,1,1,0,0,0,0
51,39,Minnesota,13,3,1,0,0,0,0,0,0
52,39,Mississippi State,13,3,1,0,0,0,0,0,0
53,39,Notre Dame,13,3,1,1,1,1,0,0,0
54,39,Old Dominion,12,3,1,1,0,0,0,0,0
55,39,Rice,13,3,0,0,0,0,0,0,0
56,39,San Diego State,13,3,2,2,2,1,0,0,0
57,39,Tennessee,13,3,2,2,1,1,1,0,0
58,39,USC,13,3,2,2,2,1,0,0,0
59,39,Utah State,14,3,2,2,2,1,1,1,0
60,39,Wyoming,12,3,1,0,0,0,0,0,0
61,62,Appalachian State,12,2,2,0,0,0,0,0,0
62,62,Arizona,14,2,2,2,1,1,1,1,0
63,62,Bowling Green,14,2,1,1,1,1,1,0,0
64,62,California,12,2,0,0,0,0,0,0,0
65,62,East Carolina,13,2,0,0,0,0,0,0,0
66,62,Georgia State,12,2,2,0,0,0,0,0,0
67,62,Georgia Tech,14,2,1,1,0,0,0,0,0
68,62,Idaho,11,2,0,0,0,0,0,0,0
69,62,Illinois,13,2,2,1,0,0,0,0,0
70,62,Iowa,13,2,0,0,0,0,0,0,0
71,62,Kentucky,12,2,0,0,0,0,0,0,0
72,62,Miami (Ohio),12,2,2,1,1,0,0,0,0
73,62,New Mexico State,12,2,1,1,1,0,0,0,0
74,62,Northwestern,12,2,2,2,1,1,0,0,0
75,62,Penn State,13,2,1,1,0,0,0,0,0
76,62,San Jose State,12,2,2,1,0,0,0,0,0
77,62,Southern Mississippi,12,2,0,0,0,0,0,0,0
78,62,Syracuse,12,2,0,0,0,0,0,0,0
79,62,Texas,13,2,2,1,0,0,0,0,0
80,62,Texas State,12,2,2,1,0,0,0,0,0
81,62,UCLA,13,2,2,1,0,0,0,0,0
82,62,UNLV,13,2,2,1,0,0,0,0,0
83,62,UTSA,12,2,2,0,0,0,0,0,0
84,62,Wake Forest,12,2,2,0,0,0,0,0,0
85,86,Akron,12,1,1,0,0,0,0,0,0
86,86,Ball State,12,1,0,0,0,0,0,0,0
87,86,Baylor,13,1,1,1,0,0,0,0,0
88,86,Buffalo,11,1,0,0,0,0,0,0,0
89,86,Central Michigan,13,1,1,1,1,1,0,0,0
90,86,Cincinnati,13,1,1,1,0,0,0,0,0
91,86,Colorado,12,1,0,0,0,0,0,0,0
92,86,Colorado State,13,1,0,0,0,0,0,0,0
93,86,Connecticut,12,1,1,1,1,1,1,0,0
94,86,Georgia Southern,12,1,0,0,0,0,0,0,0
95,86,Houston,13,1,1,0,0,0,0,0,0
96,86,Indiana,12,1,0,0,0,0,0,0,0
97,86,Kent State,11,1,0,0,0,0,0,0,0
98,86,Louisiana-Lafayette,13,1,0,0,0,0,0,0,0
99,86,Massachusetts,12,1,1,0,0,0,0,0,0
100,86,Miami (Florida),13,1,0,0,0,0,0,0,0
