,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Michigan State,13,37,12,10,7,5,2,1,0,0
1,2,BYU,13,40,6,3,1,1,1,0,0,0
2,2,East Carolina,13,40,13,4,2,0,0,0,0,0
3,2,Oklahoma,13,40,8,3,2,1,0,0,0,0
4,5,Boston College,13,43,10,5,1,0,0,0,0,0
5,6,Alabama,14,44,11,5,3,2,1,1,1,0
6,6,Baylor,13,44,8,6,5,3,1,0,0,0
7,6,Syracuse,12,44,8,1,1,0,0,0,0,0
8,9,California,12,45,10,5,2,1,1,1,0,0
9,9,Florida,12,45,14,2,1,0,0,0,0,0
10,9,Virginia,12,45,13,6,1,1,0,0,0,0
11,12,Michigan,12,46,13,5,1,0,0,0,0,0
12,12,Penn State,13,46,10,3,3,0,0,0,0,0
13,14,Memphis,13,47,14,7,3,3,3,2,0,0
14,14,UTSA,12,47,10,4,3,3,2,1,0,0
15,16,Toledo,13,48,9,6,3,3,2,0,0,0
16,17,Buffalo,11,49,19,10,7,5,3,2,0,0
17,18,Louisiana-Lafayette,13,50,18,10,7,7,5,4,1,1
18,18,Ohio,12,50,11,5,2,1,0,0,0,0
19,18,Wisconsin,14,50,13,5,4,3,3,1,1,0
20,21,LSU,13,51,20,10,7,5,3,1,0,0
21,21,USC,13,51,15,4,3,3,1,0,0,0
22,21,Washington,14,51,7,2,1,0,0,0,0,0
23,21,Washington State,12,51,13,7,6,5,2,1,0,0
24,25,Appalachian State,12,52,17,8,6,4,2,0,0,0
25,25,Boise State,14,52,18,14,10,8,4,3,0,0
26,25,Central Michigan,13,52,15,6,4,2,1,1,0,0
27,25,Stanford,13,52,11,3,1,1,0,0,0,0
28,25,TCU,13,52,8,2,2,1,0,0,0,0
29,30,Akron,12,53,12,5,3,2,1,1,1,0
30,30,Louisville,13,53,17,7,3,1,1,1,1,0
31,30,North Texas,12,53,20,11,6,2,1,1,0,0
32,33,Clemson,13,54,15,8,6,2,1,0,0,0
