,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Utah,13,55.0,325,4.23
1,2,Washington,14,52.0,297,3.71
2,3,Utah State,14,50.0,346,3.57
3,4,Virginia Tech,13,48.0,352,3.69
4,5,Boise State,14,47.0,275,3.36
5,6,Stanford,13,46.0,338,3.54
6,7,Clemson,13,45.0,356,3.46
7,7,Ohio State,15,45.0,307,3.00
8,9,Missouri,14,44.0,294,3.14
9,10,Michigan State,13,42.0,308,3.23
10,11,Louisville,13,41.0,316,3.15
11,12,Texas,13,40.0,250,3.08
12,13,Arizona State,13,39.0,298,3.00
13,13,Rice,13,39.0,273,3.00
14,13,TCU,13,39.0,237,3.00
15,16,Louisiana Tech,14,38.0,273,2.71
16,16,Louisiana-Monroe,12,38.0,254,3.17
17,16,Marshall,14,38.0,254,2.71
18,16,Arizona,14,38.0,223,2.71
19,20,Oregon,15,37.0,292,2.47
20,20,Baylor,13,37.0,276,2.85
21,20,Wisconsin,14,37.0,252,2.64
22,20,Mississippi State,13,37.0,225,2.85
23,20,Air Force,13,37.0,205,2.85
24,25,UCF,13,36.0,248,2.77
25,25,Texas A&M,13,36.0,180,2.77
26,25,Arkansas State,13,36.0,180,2.77
27,28,Cincinnati,13,35.0,263,2.69
28,28,Tennessee,13,35.0,188,2.69
29,30,UAB,12,34.0,247,2.83
30,30,Virginia,12,34.0,227,2.83
31,32,Rutgers,13,33.0,240,2.54
32,32,USC,13,33.0,219,2.54
33,32,Oklahoma State,13,33.0,203,2.54
34,35,Maryland,13,32.0,232,2.46
35,35,Northern Illinois,14,32.0,227,2.29
36,35,Louisiana-Lafayette,13,32.0,226,2.46
37,35,Boston College,13,32.0,224,2.46
38,35,Oklahoma,13,32.0,204,2.46
39,35,North Texas,12,32.0,188,2.67
40,41,Penn State,13,31.0,206,2.39
41,41,Alabama,14,31.0,205,2.21
42,41,Florida International,12,31.0,181,2.58
43,44,North Carolina State,13,30.0,236,2.31
44,44,Florida,12,30.0,232,2.50
45,44,Duke,13,30.0,228,2.31
46,44,Memphis,13,30.0,194,2.31
47,44,Fresno State,14,30.0,153,2.14
48,49,Michigan,12,29.0,248,2.42
49,49,Nebraska,13,29.0,240,2.23
50,49,Washington State,12,29.0,209,2.42
51,49,UCLA,13,29.0,200,2.23
52,49,Toledo,13,29.0,175,2.23
53,49,Oregon State,12,29.0,170,2.42
54,55,Georgia,13,28.0,231,2.15
55,55,Mississippi,13,28.0,216,2.15
56,55,Western Michigan,13,28.0,190,2.15
57,55,Appalachian State,12,28.0,186,2.33
58,55,Wake Forest,12,28.0,178,2.33
59,55,Bowling Green,14,28.0,168,2.00
60,55,Nevada,13,28.0,154,2.15
61,55,Texas State,12,28.0,143,2.33
62,63,South Alabama,13,27.0,214,2.08
63,63,Miami (Florida),13,27.0,195,2.08
64,63,Syracuse,12,27.0,181,2.25
65,63,Houston,13,27.0,175,2.08
66,63,Minnesota,13,27.0,175,2.08
67,63,Kentucky,12,27.0,173,2.25
68,63,Temple,12,27.0,170,2.25
69,63,Iowa,13,27.0,163,2.08
70,71,Notre Dame,13,26.0,200,2.00
71,71,Western Kentucky,13,26.0,184,2.00
72,71,Kansas State,13,26.0,170,2.00
73,71,Akron,12,26.0,167,2.17
74,71,San Diego State,13,26.0,165,2.00
75,71,BYU,13,26.0,153,2.00
76,77,Buffalo,11,25.0,182,2.27
77,77,UTEP,13,25.0,159,1.92
78,77,Middle Tennessee,12,25.0,158,2.08
79,80,Arkansas,13,24.0,215,1.85
80,80,Georgia Southern,12,24.0,180,2.00
81,80,Hawai'i,13,24.0,179,1.85
82,80,New Mexico,12,24.0,171,2.00
83,80,Ohio,12,24.0,146,2.00
84,80,Texas Tech,12,24.0,144,2.00
85,86,Florida Atlantic,12,23.0,168,1.92
86,86,Illinois,13,23.0,149,1.77
87,86,UNLV,13,23.0,134,1.77
88,86,Indiana,12,23.0,132,1.92
89,90,Tulane,12,22.0,154,1.83
90,90,Tulsa,12,22.0,153,1.83
91,90,Colorado,12,22.0,140,1.83
92,90,North Carolina,13,22.0,128,1.69
93,94,Auburn,13,21.0,136,1.62
94,94,East Carolina,13,21.0,129,1.62
95,94,UTSA,12,21.0,103,1.75
96,97,West Virginia,13,20.0,140,1.54
97,97,Purdue,12,20.0,134,1.67
98,97,Vanderbilt,12,20.0,132,1.67
99,97,South Florida,12,20.0,128,1.67
100,97,Central Michigan,13,20.0,127,1.54
101,97,Georgia Tech,14,20.0,127,1.43
102,103,Pittsburgh,13,19.0,133,1.46
103,103,Kansas,12,19.0,127,1.58
104,103,LSU,13,19.0,115,1.46
105,103,Colorado State,13,19.0,105,1.46
106,107,Old Dominion,12,18.0,117,1.50
107,108,Florida State,14,17.0,136,1.21
108,108,Northwestern,12,17.0,110,1.42
109,108,Troy,12,17.0,108,1.42
110,108,Idaho,11,17.0,103,1.55
111,108,Miami (Ohio),12,17.0,97,1.42
112,113,California,12,16.0,127,1.33
113,113,Ball State,12,16.0,109,1.33
114,113,SMU,12,16.0,106,1.33
115,116,Southern Mississippi,12,15.0,118,1.25
116,116,Massachusetts,12,15.0,75,1.25
117,116,Iowa State,12,15.0,73,1.25
118,119,South Carolina,13,14.0,120,1.08
119,119,Wyoming,12,14.0,93,1.17
120,121,Connecticut,12,13.0,83,1.08
121,122,Eastern Michigan,12,12.0,104,1.00
122,122,San Jose State,12,12.0,79,1.00
123,122,Georgia State,12,12.0,76,1.00
124,125,Army,12,10.0,63,0.83
125,126,Kent State,11,9.0,56,0.82
126,127,Navy,13,8.0,60,0.62
127,128,New Mexico State,12,5.0,43,0.42
