,Rank,Name,G,Att,Yards,Avg.,TD,Att/G,Yards/G
0,1,Georgia Southern,12,641,4559,7.11,55,53.42,379.92
1,2,Georgia Tech,14,790,4789,6.06,47,56.43,342.07
2,3,Navy,13,727,4395,6.05,45,55.92,338.08
3,4,Wisconsin,14,648,4482,6.92,46,46.29,320.14
4,5,New Mexico,12,586,3725,6.36,34,48.83,310.42
5,6,Army,12,665,3558,5.35,33,55.42,296.50
6,7,Air Force,13,796,3550,4.46,34,61.23,273.08
7,8,Marshall,14,559,3807,6.81,40,39.93,271.93
8,9,Ohio State,15,690,3967,5.75,41,46.00,264.47
9,10,Indiana,12,539,3163,5.87,29,44.92,263.58
10,11,Oklahoma,13,557,3395,6.10,40,42.85,261.15
11,12,Georgia,13,555,3352,6.04,38,42.69,257.85
12,13,Toledo,13,576,3333,5.79,35,44.31,256.38
13,14,Auburn,13,607,3321,5.47,32,46.69,255.46
14,15,Boston College,13,635,3311,5.21,31,48.85,254.69
15,16,Pittsburgh,13,610,3243,5.32,35,46.92,249.46
16,17,Northern Illinois,14,688,3488,5.07,36,49.14,249.14
17,18,Appalachian State,12,537,2901,5.40,33,44.75,241.75
18,19,Nebraska,13,587,3123,5.32,35,45.15,240.23
19,20,Texas State,12,538,2862,5.32,29,44.83,238.50
20,21,Michigan State,13,594,3057,5.15,44,45.69,235.15
21,22,Oregon,15,644,3518,5.46,42,42.93,234.53
22,23,Mississippi State,13,578,3030,5.24,29,44.46,233.08
23,24,Louisiana-Lafayette,13,548,2937,5.36,31,42.15,225.92
24,25,LSU,13,621,2919,4.70,25,47.77,224.54
25,26,Arkansas,13,557,2834,5.09,31,42.85,218.00
26,27,Arkansas State,13,576,2813,4.88,35,44.31,216.38
27,28,San Diego State,13,517,2809,5.43,26,39.77,216.08
28,29,Baylor,13,619,2802,4.53,43,47.62,215.54
29,30,Minnesota,13,599,2801,4.68,32,46.08,215.46
30,31,Boise State,14,609,2994,4.92,39,43.50,213.86
31,32,Middle Tennessee,12,530,2566,4.84,31,44.17,213.83
32,33,UAB,12,613,2545,4.15,27,51.08,212.08
33,34,UCLA,13,557,2724,4.89,26,42.85,209.54
34,35,UTEP,13,573,2701,4.71,27,44.08,207.77
35,36,TCU,13,509,2689,5.28,32,39.15,206.85
36,37,Alabama,14,567,2893,5.10,35,40.50,206.64
37,38,Nevada,13,560,2671,4.77,27,43.08,205.46
38,39,North Carolina State,13,508,2659,5.23,26,39.08,204.54
39,40,Memphis,13,594,2476,4.17,31,45.69,190.46
40,41,Utah,13,565,2475,4.38,21,43.46,190.38
41,42,Washington,14,607,2640,4.35,23,43.36,188.57
42,43,Florida,12,517,2252,4.36,22,43.08,187.67
43,44,Houston,13,495,2390,4.83,28,38.08,183.85
44,45,West Virginia,13,563,2376,4.22,18,43.31,182.77
45,46,Fresno State,14,566,2553,4.51,22,40.43,182.36
46,47,Arizona,14,575,2546,4.43,26,41.07,181.86
47,48,Duke,13,492,2364,4.80,24,37.85,181.85
48,49,BYU,13,567,2363,4.17,28,43.62,181.77
49,50,Miami (Florida),13,446,2345,5.26,19,34.31,180.38
50,51,Utah State,14,512,2521,4.92,22,36.57,180.07
51,52,New Mexico State,12,469,2152,4.59,19,39.08,179.33
52,53,South Alabama,13,537,2327,4.33,16,41.31,179.00
53,54,Buffalo,11,443,1965,4.44,16,40.27,178.64
54,55,Missouri,14,539,2490,4.62,17,38.50,177.86
55,56,Bowling Green,14,556,2422,4.36,30,39.71,173.00
56,57,Western Michigan,13,503,2221,4.42,29,38.69,170.85
57,58,Arizona State,13,508,2194,4.32,20,39.08,168.77
58,59,Rice,13,571,2181,3.82,22,43.92,167.77
59,60,Troy,12,460,1974,4.29,18,38.33,164.50
60,61,Ohio,12,470,1969,4.19,16,39.17,164.08
61,62,Florida Atlantic,12,443,1963,4.43,14,36.92,163.58
62,63,Iowa,13,514,2120,4.12,22,39.54,163.08
63,64,Michigan,12,425,1954,4.60,17,35.42,162.83
64,65,Rutgers,13,489,2114,4.32,21,37.62,162.62
65,66,East Carolina,13,433,2094,4.84,28,33.31,161.08
66,67,South Carolina,13,479,2093,4.37,23,36.85,161.00
67,68,USC,13,524,2092,3.99,18,40.31,160.92
68,69,Western Kentucky,13,429,2084,4.86,21,33.00,160.31
69,70,Notre Dame,13,484,2073,4.28,24,37.23,159.46
70,71,Colorado State,13,435,2071,4.76,24,33.46,159.31
71,72,Stanford,13,477,2064,4.33,22,36.69,158.77
