,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Penn State,13,27,24,88.9,2.1,1.8
1,2,Appalachian State,12,38,34,89.5,3.2,2.8
2,3,Tennessee,13,40,36,90.0,3.1,2.8
3,4,Louisiana-Lafayette,13,41,37,90.2,3.2,2.8
4,5,Akron,12,31,28,90.3,2.6,2.3
5,6,Florida State,14,42,38,90.5,3.0,2.7
6,7,Buffalo,11,45,41,91.1,4.1,3.7
7,8,Toledo,13,47,43,91.5,3.6,3.3
8,9,Clemson,13,24,22,91.7,1.8,1.7
9,9,Miami (Ohio),12,48,44,91.7,4.0,3.7
10,11,Kansas State,13,37,34,91.9,2.8,2.6
11,12,Alabama,14,25,23,92.0,1.8,1.6
12,13,Northwestern,12,38,35,92.1,3.2,2.9
13,13,Wake Forest,12,38,35,92.1,3.2,2.9
14,15,Western Michigan,13,39,36,92.3,3.0,2.8
15,16,Oklahoma,13,40,37,92.5,3.1,2.8
16,17,New Mexico,12,55,51,92.7,4.6,4.3
17,18,TCU,13,28,26,92.9,2.2,2.0
18,18,Louisville,13,28,26,92.9,2.2,2.0
19,20,UCF,13,29,27,93.1,2.2,2.1
20,21,UAB,12,44,41,93.2,3.7,3.4
21,22,Duke,13,30,28,93.3,2.3,2.2
22,22,Virginia Tech,13,30,28,93.3,2.3,2.2
23,22,New Mexico State,12,60,56,93.3,5.0,4.7
24,25,Bowling Green,14,62,58,93.5,4.4,4.1
25,26,Purdue,12,47,44,93.6,3.9,3.7
26,27,Georgia,13,32,30,93.8,2.5,2.3
27,28,Utah State,14,33,31,93.9,2.4,2.2
28,28,Marshall,14,33,31,93.9,2.4,2.2
29,28,Georgia Southern,12,33,31,93.9,2.8,2.6
30,31,Idaho,11,53,50,94.3,4.8,4.5
31,32,Arkansas State,13,54,51,94.4,4.2,3.9
32,33,Pittsburgh,13,38,36,94.7,2.9,2.8
33,33,USC,13,38,36,94.7,2.9,2.8
34,33,Central Michigan,13,38,36,94.7,2.9,2.8
35,36,Fresno State,14,58,55,94.8,4.1,3.9
36,37,Iowa,13,39,37,94.9,3.0,2.8
37,37,Miami (Florida),13,39,37,94.9,3.0,2.8
38,37,Louisiana-Monroe,12,39,37,94.9,3.3,3.1
39,40,Georgia Tech,14,40,38,95.0,2.9,2.7
40,41,Colorado State,13,41,39,95.1,3.2,3.0
41,42,Nevada,13,43,41,95.3,3.3,3.2
42,42,BYU,13,43,41,95.3,3.3,3.2
43,44,Eastern Michigan,12,65,62,95.4,5.4,5.2
44,45,Georgia State,12,67,64,95.5,5.6,5.3
45,46,Notre Dame,13,45,43,95.6,3.5,3.3
46,46,Middle Tennessee,12,45,43,95.6,3.8,3.6
47,48,Kansas,12,47,45,95.7,3.9,3.8
48,49,Arizona,14,48,46,95.8,3.4,3.3
49,49,Rice,13,48,46,95.8,3.7,3.5
50,49,Massachusetts,12,48,46,95.8,4.0,3.8
51,52,Rutgers,13,49,47,95.9,3.8,3.6
52,52,Oklahoma State,13,49,47,95.9,3.8,3.6
53,52,Wyoming,12,49,47,95.9,4.1,3.9
54,55,Stanford,13,25,24,96.0,1.9,1.8
55,55,Vanderbilt,12,50,48,96.0,4.2,4.0
56,57,Florida,12,27,26,96.3,2.3,2.2
57,58,Washington State,12,57,55,96.5,4.8,4.6
58,59,Memphis,13,30,29,96.7,2.3,2.2
59,59,Michigan,12,30,29,96.7,2.5,2.4
60,59,SMU,12,60,58,96.7,5.0,4.8
61,62,UNLV,13,62,60,96.8,4.8,4.6
62,63,Mississippi State,13,32,31,96.9,2.5,2.4
63,64,Missouri,14,34,33,97.1,2.4,2.4
64,64,UTSA,12,34,33,97.1,2.8,2.8
65,66,Florida International,12,37,36,97.3,3.1,3.0
66,67,Louisiana Tech,14,38,37,97.4,2.7,2.6
67,67,Texas,13,38,37,97.4,2.9,2.8
68,67,Air Force,13,39,38,97.4,3.0,2.9
69,67,Texas State,12,38,37,97.4,3.2,3.1
70,67,Kent State,11,39,38,97.4,3.5,3.5
71,72,Ball State,12,40,39,97.5,3.3,3.3
72,73,Northern Illinois,14,41,40,97.6,2.9,2.9
73,73,Boise State,14,42,41,97.6,3.0,2.9
74,73,UCLA,13,41,40,97.6,3.2,3.1
75,73,Navy,13,41,40,97.6,3.2,3.1
76,73,South Florida,12,41,40,97.6,3.4,3.3
77,78,North Carolina State,13,43,42,97.7,3.3,3.2
78,78,Auburn,13,43,42,97.7,3.3,3.2
79,78,Connecticut,12,44,43,97.7,3.7,3.6
80,81,Texas A&M,13,45,44,97.8,3.5,3.4
81,81,San Jose State,12,45,44,97.8,3.8,3.7
82,81,Kentucky,12,46,45,97.8,3.8,3.8
83,84,Hawai'i,13,47,46,97.9,3.6,3.5
84,84,UTEP,13,48,47,97.9,3.7,3.6
85,84,Army,12,47,46,97.9,3.9,3.8
86,84,Indiana,12,47,46,97.9,3.9,3.8
87,84,North Texas,12,47,46,97.9,3.9,3.8
88,89,Southern Mississippi,12,54,53,98.1,4.5,4.4
89,90,Colorado,12,55,54,98.2,4.6,4.5
90,90,Troy,12,55,54,98.2,4.6,4.5
91,90,Iowa State,12,56,55,98.2,4.7,4.6
92,93,North Carolina,13,62,61,98.4,4.8,4.7
93,93,Texas Tech,12,62,61,98.4,5.2,5.1
94,95,Western Kentucky,13,67,66,98.5,5.2,5.1
95,96,Mississippi,13,23,23,100.0,1.8,1.8
96,96,Temple,12,24,24,100.0,2.0,2.0
97,96,LSU,13,27,27,100.0,2.1,2.1
98,96,Wisconsin,14,32,32,100.0,2.3,2.3
99,96,Michigan State,13,31,31,100.0,2.4,2.4
100,96,Arkansas,13,32,32,100.0,2.5,2.5
101,96,San Diego State,13,33,33,100.0,2.5,2.5
102,96,Houston,13,33,33,100.0,2.5,2.5
103,96,Oregon,15,38,38,100.0,2.5,2.5
104,96,Syracuse,12,31,31,100.0,2.6,2.6
105,96,Boston College,13,34,34,100.0,2.6,2.6
106,96,Virginia,12,34,34,100.0,2.8,2.8
107,96,East Carolina,13,37,37,100.0,2.8,2.8
108,96,Washington,14,39,39,100.0,2.8,2.8
109,96,Ohio State,15,42,42,100.0,2.8,2.8
110,96,Minnesota,13,38,38,100.0,2.9,2.9
111,96,Utah,13,39,39,100.0,3.0,3.0
112,96,Ohio,12,37,37,100.0,3.1,3.1
