,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Stanford,13,22,403,18.32,2,1.7,31.0
1,2,Florida International,12,21,382,18.19,1,1.8,31.8
2,3,Kansas State,13,24,432,18.00,2,1.8,33.2
3,4,Auburn,13,17,303,17.82,2,1.3,23.3
4,5,Nebraska,13,39,620,15.90,3,3.0,47.7
5,6,Purdue,12,16,237,14.81,0,1.3,19.8
6,7,Florida Atlantic,12,23,332,14.43,1,1.9,27.7
7,8,Utah,13,28,386,13.79,3,2.2,29.7
8,9,Northwestern,12,10,136,13.60,1,0.8,11.3
9,10,Duke,13,24,325,13.54,2,1.8,25.0
10,11,Middle Tennessee,12,21,272,12.95,2,1.8,22.7
11,12,Oregon,15,27,348,12.89,2,1.8,23.2
12,13,Maryland,13,22,274,12.45,2,1.7,21.1
13,13,Texas A&M,13,22,274,12.45,0,1.7,21.1
14,15,Kansas,12,14,174,12.43,1,1.2,14.5
15,16,Temple,12,18,221,12.28,3,1.5,18.4
16,17,Florida,12,27,325,12.04,1,2.3,27.1
17,18,Ohio State,15,40,451,11.28,1,2.7,30.1
18,19,Iowa State,12,14,156,11.14,1,1.2,13.0
19,20,Wisconsin,14,25,277,11.08,0,1.8,19.8
20,21,Georgia State,12,7,77,11.00,0,0.6,6.4
21,22,LSU,13,26,280,10.77,1,2.0,21.5
22,23,Florida State,14,17,179,10.53,0,1.2,12.8
23,24,Georgia,13,31,325,10.48,2,2.4,25.0
24,25,Missouri,14,27,281,10.41,1,1.9,20.1
25,26,San Diego State,13,20,207,10.35,1,1.5,15.9
26,27,Texas State,12,15,155,10.33,1,1.3,12.9
27,28,Arizona,14,17,174,10.24,1,1.2,12.4
28,29,Wyoming,12,16,163,10.19,0,1.3,13.6
29,29,Bowling Green,14,16,163,10.19,2,1.1,11.6
30,31,Louisiana-Monroe,12,15,151,10.07,1,1.3,12.6
31,32,TCU,13,35,345,9.86,1,2.7,26.5
32,32,Boise State,14,29,286,9.86,1,2.1,20.4
33,34,Fresno State,14,22,216,9.82,1,1.6,15.4
34,35,Oklahoma State,13,30,293,9.77,1,2.3,22.5
35,36,USC,13,22,214,9.73,2,1.7,16.5
36,37,Tennessee,13,22,213,9.68,1,1.7,16.4
37,38,UAB,12,32,305,9.53,0,2.7,25.4
38,39,Washington,14,32,302,9.44,1,2.3,21.6
39,40,Alabama,14,25,234,9.36,0,1.8,16.7
40,40,Arkansas,13,22,206,9.36,0,1.7,15.8
41,42,Old Dominion,12,12,112,9.33,1,1.0,9.3
42,43,New Mexico State,12,17,158,9.29,0,1.4,13.2
43,44,Illinois,13,21,191,9.10,0,1.6,14.7
44,45,Nevada,13,18,163,9.06,0,1.4,12.5
45,46,UCLA,13,22,199,9.05,0,1.7,15.3
46,47,Utah State,14,33,296,8.97,2,2.4,21.1
47,48,Southern Mississippi,12,17,152,8.94,0,1.4,12.7
48,49,Memphis,13,42,371,8.83,0,3.2,28.5
49,50,Hawai'i,13,26,229,8.81,0,2.0,17.6
50,51,UCF,13,28,245,8.75,0,2.2,18.8
51,51,Minnesota,13,24,210,8.75,1,1.8,16.2
52,51,Ohio,12,16,140,8.75,0,1.3,11.7
53,54,Wake Forest,12,19,165,8.68,1,1.6,13.8
54,55,Notre Dame,13,23,195,8.48,0,1.8,15.0
55,56,Syracuse,12,20,167,8.35,0,1.7,13.9
56,57,Louisiana Tech,14,24,199,8.29,0,1.7,14.2
57,57,Rutgers,13,7,58,8.29,0,0.5,4.5
58,59,Marshall,14,32,264,8.25,1,2.3,18.9
59,60,Georgia Tech,14,12,97,8.08,0,0.9,6.9
60,61,Texas,13,22,177,8.05,0,1.7,13.6
61,62,Western Kentucky,13,10,80,8.00,0,0.8,6.2
62,63,North Texas,12,38,298,7.84,1,3.2,24.8
63,64,Boston College,13,16,125,7.81,0,1.2,9.6
64,65,Rice,13,13,99,7.62,0,1.0,7.6
65,66,California,12,23,175,7.61,0,1.9,14.6
66,67,BYU,13,30,224,7.47,0,2.3,17.2
67,67,Tulsa,12,17,127,7.47,1,1.4,10.6
68,69,Buffalo,11,12,89,7.42,0,1.1,8.1
69,70,Louisville,13,37,274,7.41,0,2.8,21.1
70,71,Miami (Ohio),12,15,111,7.40,0,1.3,9.3
71,72,Pittsburgh,13,23,169,7.35,0,1.8,13.0
72,73,Washington State,12,23,165,7.17,0,1.9,13.8
73,74,Arkansas State,13,35,250,7.14,1,2.7,19.2
74,75,Northern Illinois,14,25,178,7.12,0,1.8,12.7
75,76,South Alabama,13,12,85,7.08,0,0.9,6.5
76,77,South Florida,12,19,134,7.05,0,1.6,11.2
77,78,Virginia Tech,13,45,315,7.00,1,3.5,24.2
78,78,Eastern Michigan,12,15,105,7.00,1,1.3,8.8
79,80,Louisiana-Lafayette,13,18,125,6.94,0,1.4,9.6
80,81,San Jose State,12,10,69,6.90,1,0.8,5.8
81,82,Kentucky,12,27,185,6.85,0,2.3,15.4
82,83,Penn State,13,19,130,6.84,0,1.5,10.0
83,84,Toledo,13,25,169,6.76,0,1.9,13.0
84,85,Connecticut,12,12,81,6.75,1,1.0,6.8
85,86,Ball State,12,9,60,6.67,0,0.8,5.0
86,87,Troy,12,9,59,6.56,0,0.8,4.9
87,88,Vanderbilt,12,17,111,6.53,1,1.4,9.3
88,89,Miami (Florida),13,22,143,6.50,1,1.7,11.0
89,89,Colorado,12,18,117,6.50,0,1.5,9.8
90,91,Mississippi,13,22,140,6.36,0,1.7,10.8
91,92,Michigan,12,14,88,6.29,1,1.2,7.3
92,93,UNLV,13,20,124,6.20,0,1.5,9.5
93,93,Kent State,11,15,93,6.20,0,1.4,8.5
94,95,Idaho,11,13,80,6.15,0,1.2,7.3
95,96,Oregon State,12,18,109,6.06,0,1.5,9.1
96,97,Mississippi State,13,25,149,5.96,0,1.9,11.5
97,98,Oklahoma,13,15,87,5.80,0,1.2,6.7
98,99,Michigan State,13,22,127,5.77,0,1.7,9.8
99,100,Clemson,13,35,199,5.69,1,2.7,15.3
100,101,Houston,13,15,85,5.67,0,1.2,6.5
101,102,Cincinnati,13,14,79,5.64,0,1.1,6.1
102,103,Massachusetts,12,6,33,5.50,0,0.5,2.8
103,104,Appalachian State,12,12,65,5.42,1,1.0,5.4
104,105,Indiana,12,17,88,5.18,0,1.4,7.3
105,106,Iowa,13,24,123,5.13,2,1.8,9.5
106,107,Georgia Southern,12,25,128,5.12,0,2.1,10.7
107,108,UTEP,13,28,142,5.07,0,2.2,10.9
108,108,Air Force,13,14,71,5.07,0,1.1,5.5
109,110,South Carolina,13,20,100,5.00,0,1.5,7.7
110,110,New Mexico,12,12,60,5.00,0,1.0,5.0
111,112,Baylor,13,20,93,4.65,0,1.5,7.2
112,113,East Carolina,13,26,120,4.62,0,2.0,9.2
113,114,Tulane,12,9,41,4.56,0,0.8,3.4
114,115,North Carolina,13,38,173,4.55,0,2.9,13.3
115,116,UTSA,12,33,149,4.52,0,2.8,12.4
116,117,Virginia,12,26,115,4.42,0,2.2,9.6
117,118,SMU,12,14,60,4.29,0,1.2,5.0
118,119,Central Michigan,13,18,75,4.17,0,1.4,5.8
119,120,Army,12,16,65,4.06,2,1.3,5.4
120,121,Colorado State,13,23,90,3.91,0,1.8,6.9
121,122,Akron,12,20,75,3.75,0,1.7,6.3
122,123,Arizona State,13,15,55,3.67,0,1.2,4.2
123,124,North Carolina State,13,17,62,3.65,0,1.3,4.8
124,125,Texas Tech,12,18,65,3.61,0,1.5,5.4
125,126,Navy,13,10,34,3.40,0,0.8,2.6
126,127,West Virginia,13,25,78,3.12,0,1.9,6.0
127,128,Western Michigan,13,15,26,1.73,0,1.2,2.0
