,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
62,63,Navy,2,1,21,21.00,0,0.5,10.5
63,64,Old Dominion,3,7,146,20.86,0,2.3,48.7
64,64,Tulsa,4,7,146,20.86,0,1.8,36.5
65,66,Iowa State,3,5,104,20.80,0,1.7,34.7
66,67,New Mexico,3,7,145,20.71,0,2.3,48.3
67,68,Washington State,4,6,124,20.67,0,1.5,31.0
68,68,Ohio State,4,6,124,20.67,0,1.5,31.0
69,70,Duke,3,8,163,20.38,0,2.7,54.3
70,71,Cincinnati,3,7,142,20.29,0,2.3,47.3
71,72,Boston College,4,15,304,20.27,0,3.8,76.0
72,73,West Virginia,4,9,181,20.11,0,2.3,45.3
73,74,Charlotte,4,12,241,20.08,0,3.0,60.3
74,75,Fresno State,3,7,140,20.00,0,2.3,46.7
75,75,Rice,4,7,140,20.00,0,1.8,35.0
76,77,Marshall,3,7,139,19.86,0,2.3,46.3
77,77,Kentucky,4,7,139,19.86,0,1.8,34.8
78,79,Bowling Green,4,17,337,19.82,0,4.3,84.3
79,80,Texas State,4,13,256,19.69,0,3.3,64.0
80,81,Michigan State,4,8,157,19.63,0,2.0,39.3
81,82,North Carolina State,4,7,136,19.43,0,1.8,34.0
82,83,Memphis,3,9,173,19.22,0,3.0,57.7
83,83,South Carolina,4,9,173,19.22,0,2.3,43.3
84,85,Georgia Southern,3,5,96,19.20,0,1.7,32.0
85,86,Arizona State,4,4,76,19.00,0,1.0,19.0
86,87,Arkansas,4,10,189,18.90,0,2.5,47.3
87,88,Wake Forest,4,5,94,18.80,0,1.3,23.5
88,89,Indiana,4,14,263,18.79,0,3.5,65.8
89,90,Baylor,3,7,131,18.71,0,2.3,43.7
90,91,Louisiana-Monroe,3,14,261,18.64,0,4.7,87.0
91,92,Nevada,4,5,93,18.60,0,1.3,23.3
92,93,Vanderbilt,3,3,55,18.33,0,1.0,18.3
93,93,Texas A&M,4,3,55,18.33,0,0.8,13.8
94,95,South Florida,3,8,146,18.25,0,2.7,48.7
95,96,Oklahoma State,4,7,127,18.14,0,1.8,31.8
96,97,Iowa,3,3,54,18.00,0,1.0,18.0
97,97,UTEP,3,3,54,18.00,0,1.0,18.0
98,99,Mississippi State,4,7,125,17.86,0,1.8,31.3
99,100,Western Kentucky,3,11,196,17.82,0,3.7,65.3
100,101,Kansas,4,11,194,17.64,0,2.8,48.5
101,102,Syracuse,4,12,211,17.58,0,3.0,52.8
102,103,Louisville,4,7,123,17.57,0,1.8,30.8
103,103,Florida Atlantic,4,7,123,17.57,0,1.8,30.8
104,105,Georgia State,4,6,105,17.50,0,1.5,26.3
105,105,Coastal Carolina,4,6,105,17.50,0,1.5,26.3
106,107,Florida International,4,12,205,17.08,0,3.0,51.3
107,108,East Carolina,4,10,170,17.00,0,2.5,42.5
108,108,San Diego State,4,6,102,17.00,0,1.5,25.5
109,108,Houston,4,6,102,17.00,0,1.5,25.5
110,108,Clemson,4,6,102,17.00,0,1.5,25.5
111,108,Buffalo,4,5,85,17.00,0,1.3,21.3
112,108,Wisconsin,3,2,34,17.00,0,0.7,11.3
113,114,South Alabama,4,10,165,16.50,0,2.5,41.3
114,115,Georgia,4,6,98,16.33,0,1.5,24.5
115,116,Arizona,3,7,113,16.14,0,2.3,37.7
116,117,Oklahoma,3,3,48,16.00,0,1.0,16.0
117,118,Purdue,3,9,142,15.78,0,3.0,47.3
118,119,UNLV,3,12,189,15.75,0,4.0,63.0
119,120,Auburn,4,5,77,15.40,0,1.3,19.3
120,121,Miami (Ohio),4,14,213,15.21,0,3.5,53.3
121,122,Northern Illinois,3,6,91,15.17,0,2.0,30.3
122,123,Penn State,3,6,86,14.33,0,2.0,28.7
123,124,Connecticut,3,3,42,14.00,0,1.0,14.0
124,124,Alabama,4,3,42,14.00,0,0.8,10.5
125,126,TCU,3,7,97,13.86,0,2.3,32.3
126,127,Army,4,5,61,12.20,0,1.3,15.3
127,128,Utah,4,5,58,11.60,0,1.3,14.5
