,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Washington State,4,77,31,15,5,3,1,0,0,0
1,2,LSU,4,65,28,12,8,4,3,0,0,0
2,3,Hawai'i,4,60,18,6,2,0,0,0,0,0
3,4,Alabama,4,59,25,10,5,2,2,2,1,0
4,5,Ball State,4,58,18,10,4,1,0,0,0,0
5,6,Texas A&M,4,55,14,4,2,0,0,0,0,0
6,7,Boise State,4,54,25,8,4,0,0,0,0,0
7,8,Indiana,4,52,15,5,4,2,2,1,0,0
8,9,Oregon,4,51,14,5,2,1,1,0,0,0
9,10,Colorado State,4,50,15,7,5,3,3,3,0,0
10,10,Florida State,4,50,13,7,6,4,2,1,0,0
11,10,North Carolina,4,50,16,6,2,2,1,0,0,0
12,10,Texas,4,50,17,6,4,3,1,1,0,0
13,14,Louisiana Tech,4,49,11,5,5,1,0,0,0,0
14,14,Miami (Florida),4,49,17,5,2,1,0,0,0,0
15,16,Washington,4,48,16,6,2,1,0,0,0,0
16,17,Florida Atlantic,4,46,16,6,3,2,0,0,0,0
17,17,South Carolina,4,46,10,3,2,2,2,1,0,0
18,17,Wake Forest,4,46,17,10,6,3,1,1,0,0
19,17,Western Michigan,4,46,22,12,5,2,2,0,0,0
20,21,BYU,4,45,13,4,1,1,1,0,0,0
21,21,Georgia,4,45,12,7,3,1,1,0,0,0
22,21,UCF,4,45,22,15,8,4,2,1,0,0
23,21,Utah State,3,45,16,6,3,1,0,0,0,0
24,25,Arkansas State,4,44,14,9,6,2,2,2,1,0
25,25,Colorado,4,44,17,6,3,2,1,1,1,1
26,25,Michigan State,4,44,17,5,2,0,0,0,0,0
27,25,Pittsburgh,4,44,15,4,3,2,1,1,0,0
28,29,Florida,4,43,15,8,4,3,3,0,0,0
29,30,Arkansas,4,42,18,9,5,2,2,0,0,0
30,30,Eastern Michigan,4,42,16,5,2,1,0,0,0,0
31,30,Iowa State,3,42,12,5,5,4,3,3,1,0
32,30,Mississippi,4,42,14,5,3,0,0,0,0,0
33,30,Nebraska,4,42,21,6,5,2,2,1,0,0
34,30,Nevada,4,42,17,3,1,0,0,0,0,0
35,36,Louisiana-Lafayette,4,41,12,6,2,2,0,0,0,0
36,36,Missouri,4,41,16,6,3,3,0,0,0,0
37,36,Ohio State,4,41,17,8,2,2,1,0,0,0
38,36,Texas Tech,3,41,8,7,3,1,1,0,0,0
39,36,Tulsa,4,41,16,7,2,1,0,0,0,0
40,36,USC,4,41,17,11,5,2,2,1,0,0
41,42,New Mexico State,4,40,8,6,3,1,0,0,0,0
42,42,North Carolina State,4,40,6,3,2,0,0,0,0,0
43,42,Texas State,4,40,10,3,1,1,0,0,0,0
44,45,California,4,39,13,6,2,1,1,0,0,0
45,45,Kentucky,4,39,17,7,2,1,0,0,0,0
46,45,San Jose State,3,39,10,5,2,1,0,0,0,0
47,45,Southern Mississippi,4,39,23,11,8,5,2,0,0,0
48,45,UCLA,4,39,15,8,3,3,3,2,1,1
49,50,Arizona State,4,38,15,10,7,4,2,2,0,0
50,50,Clemson,4,38,17,8,5,4,2,1,1,0
51,50,Kansas,4,38,14,4,2,1,1,1,0,0
52,50,Liberty,4,38,17,8,5,4,2,1,0,0
53,50,Oklahoma,3,38,18,13,7,1,0,0,0,0
54,50,Purdue,3,38,22,10,4,3,1,1,0,0
55,50,Stanford,4,38,9,0,0,0,0,0,0,0
56,50,Virginia,4,38,12,4,1,0,0,0,0,0
57,58,Troy,3,37,14,8,4,2,1,0,0,0
58,59,Central Michigan,4,36,16,5,1,0,0,0,0,0
59,59,Kent State,4,36,9,4,3,3,1,1,0,0
60,61,Arizona,3,35,11,6,5,2,1,1,0,0
61,61,North Texas,4,35,14,6,3,2,1,0,0,0
62,61,SMU,4,35,21,14,7,2,0,0,0,0
63,61,San Diego State,4,35,11,2,1,0,0,0,0,0
64,61,Temple,3,35,15,6,4,3,2,2,1,0
65,61,Virginia Tech,3,35,12,4,1,1,0,0,0,0
66,61,Wisconsin,3,35,7,3,1,0,0,0,0,0
67,68,Akron,4,34,16,8,5,1,1,0,0,0
68,68,Fresno State,3,34,15,5,3,1,0,0,0,0
69,68,Georgia State,4,34,10,3,3,0,0,0,0,0
70,68,Illinois,4,34,12,4,1,1,0,0,0,0
71,68,Mississippi State,4,34,9,2,0,0,0,0,0,0
72,73,Coastal Carolina,4,33,13,2,1,0,0,0,0,0
73,73,Florida International,4,33,10,6,3,0,0,0,0,0
74,73,Middle Tennessee,3,33,11,4,3,2,1,1,1,0
75,73,Syracuse,4,33,12,7,4,3,0,0,0,0
76,77,East Carolina,4,32,11,3,1,0,0,0,0,0
77,77,Northern Illinois,3,32,9,4,3,2,2,1,0,0
78,77,Ohio,4,32,18,7,2,0,0,0,0,0
79,77,Penn State,3,32,14,6,4,2,0,0,0,0
80,81,Maryland,3,31,11,5,3,1,1,0,0,0
81,81,Minnesota,3,31,11,5,2,1,1,1,0,0
82,81,Notre Dame,3,31,18,8,4,4,1,0,0,0
83,81,West Virginia,4,31,9,3,3,1,0,0,0,0
84,85,Baylor,3,30,9,4,2,1,0,0,0,0
85,85,Boston College,4,30,12,6,5,3,0,0,0,0
86,85,Oklahoma State,4,30,15,8,6,6,4,2,1,1
87,85,Tennessee,4,30,10,4,2,2,0,0,0,0
88,85,Utah,4,30,13,4,2,2,2,1,1,0
89,90,Louisville,4,29,13,7,5,3,2,1,0,0
90,90,Memphis,3,29,13,6,6,4,1,0,0,0
91,90,Michigan,3,29,13,4,1,1,1,0,0,0
92,90,Oregon State,3,29,9,3,3,1,1,1,0,0
93,90,Rice,4,29,7,4,3,0,0,0,0,0
94,90,Western Kentucky,3,29,11,3,3,1,1,1,0,0
95,96,Bowling Green,4,28,8,4,2,1,0,0,0,0
96,96,Charlotte,4,28,13,6,2,0,0,0,0,0
97,96,New Mexico,3,28,17,11,7,3,1,0,0,0
98,99,Houston,4,27,11,3,1,1,1,1,0,0
99,99,Rutgers,3,27,13,4,2,2,1,1,0,0
100,99,UAB,3,27,13,8,4,2,2,1,0,0
101,102,Duke,3,26,9,3,0,0,0,0,0,0
102,102,Louisiana-Monroe,3,26,6,3,0,0,0,0,0,0
103,102,Tulane,4,26,9,5,4,2,1,1,1,0
104,105,Kansas State,3,25,10,3,0,0,0,0,0,0
105,105,Marshall,3,25,8,4,3,1,0,0,0,0
106,105,Massachusetts,4,25,11,3,0,0,0,0,0,0
107,108,Auburn,4,24,11,4,2,0,0,0,0,0
108,108,South Alabama,4,24,8,3,1,1,1,1,0,0
109,108,TCU,3,24,7,4,1,0,0,0,0,0
110,111,Cincinnati,3,23,9,3,3,2,0,0,0,0
111,111,Vanderbilt,3,23,9,5,3,1,1,1,0,0
112,113,Miami (Ohio),4,22,11,3,1,0,0,0,0,0
113,114,Buffalo,4,21,8,4,3,0,0,0,0,0
114,114,Iowa,3,21,10,4,3,1,0,0,0,0
115,114,South Florida,3,21,8,4,3,2,0,0,0,0
116,117,UTSA,4,20,5,2,0,0,0,0,0,0
117,117,Wyoming,4,20,10,3,2,1,0,0,0,0
118,119,Appalachian State,3,19,7,5,2,1,1,1,0,0
119,119,Old Dominion,3,19,8,2,1,0,0,0,0,0
120,119,Toledo,3,19,11,7,4,3,1,0,0,0
121,122,Connecticut,3,17,7,2,1,0,0,0,0,0
122,123,UNLV,3,16,3,2,2,1,0,0,0,0
123,123,UTEP,3,16,8,5,2,1,1,1,1,0
124,125,Northwestern,3,13,4,1,1,1,0,0,0,0
125,126,Georgia Tech,3,12,7,3,1,1,0,0,0,0
126,127,Air Force,3,11,4,4,2,1,1,1,1,0
127,128,Georgia Southern,3,7,2,2,1,0,0,0,0,0
128,128,Navy,2,7,5,2,2,1,1,1,1,0
129,130,Army,4,6,2,2,1,1,1,1,1,0
