,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Georgia Southern,3,2,11,5.50,0,0.7,3.7
1,2,UAB,3,2,14,7.00,0,0.7,4.7
2,3,Clemson,4,6,64,10.67,0,1.5,16.0
3,4,Michigan,3,1,11,11.00,0,0.3,3.7
4,5,Georgia,4,5,63,12.60,0,1.3,15.8
5,6,South Carolina,4,3,38,12.67,0,0.8,9.5
6,7,Liberty,4,5,65,13.00,0,1.3,16.3
7,8,Nevada,4,8,111,13.88,0,2.0,27.8
8,9,South Florida,3,6,85,14.17,0,2.0,28.3
9,10,Akron,4,5,71,14.20,0,1.3,17.8
10,11,LSU,4,2,29,14.50,0,0.5,7.3
11,12,BYU,4,9,133,14.78,0,2.3,33.3
12,13,Wake Forest,4,7,105,15.00,0,1.8,26.3
13,14,Alabama,4,8,122,15.25,0,2.0,30.5
14,15,Kent State,4,11,169,15.36,0,2.8,42.3
15,15,Ohio State,4,14,215,15.36,0,3.5,53.8
16,17,Memphis,3,4,62,15.50,0,1.3,20.7
17,17,Navy,2,8,124,15.50,0,4.0,62.0
18,19,Notre Dame,3,7,109,15.57,0,2.3,36.3
19,20,SMU,4,23,365,15.87,0,5.8,91.3
20,21,Texas,4,6,96,16.00,0,1.5,24.0
21,21,Iowa,3,6,96,16.00,0,2.0,32.0
22,23,Western Michigan,4,16,259,16.19,0,4.0,64.8
23,24,Tulane,4,5,81,16.20,0,1.3,20.3
24,24,Western Kentucky,3,5,81,16.20,0,1.7,27.0
25,26,Cincinnati,3,8,130,16.25,0,2.7,43.3
26,27,Kansas State,3,11,182,16.55,0,3.7,60.7
27,28,Louisiana-Lafayette,4,11,184,16.73,0,2.8,46.0
28,29,Boise State,4,4,67,16.75,0,1.0,16.8
29,29,Indiana,4,4,67,16.75,0,1.0,16.8
30,31,Oklahoma,3,5,84,16.80,0,1.7,28.0
31,32,Maryland,3,18,307,17.06,0,6.0,102.3
32,33,New Mexico State,4,4,69,17.25,0,1.0,17.3
33,33,Ohio,4,8,138,17.25,0,2.0,34.5
34,35,TCU,3,9,157,17.44,0,3.0,52.3
35,36,UNLV,3,8,140,17.50,0,2.7,46.7
36,37,Texas Tech,3,3,53,17.67,0,1.0,17.7
37,38,Iowa State,3,14,249,17.79,0,4.7,83.0
38,39,Illinois,4,5,89,17.80,0,1.3,22.3
39,40,Duke,3,5,90,18.00,0,1.7,30.0
40,40,Wisconsin,3,6,108,18.00,0,2.0,36.0
41,42,Northern Illinois,3,7,128,18.29,0,2.3,42.7
42,43,Baylor,3,5,94,18.80,0,1.7,31.3
43,44,North Carolina State,4,9,172,19.11,0,2.3,43.0
44,45,Utah State,3,7,134,19.14,0,2.3,44.7
45,46,Bowling Green,4,11,211,19.18,0,2.8,52.8
46,47,Buffalo,4,6,116,19.33,0,1.5,29.0
47,48,UCF,4,9,175,19.44,0,2.3,43.8
48,49,Houston,4,12,234,19.50,0,3.0,58.5
49,50,Middle Tennessee,3,14,274,19.57,0,4.7,91.3
50,51,Minnesota,3,7,138,19.71,0,2.3,46.0
51,52,Ball State,4,19,380,20.00,0,4.8,95.0
52,53,Louisville,4,14,281,20.07,0,3.5,70.3
53,54,UTSA,4,6,121,20.17,0,1.5,30.3
54,55,Georgia Tech,3,5,101,20.20,0,1.7,33.7
55,56,West Virginia,4,7,142,20.29,0,1.8,35.5
56,57,Florida State,4,6,122,20.33,0,1.5,30.5
57,58,Tulsa,4,12,246,20.50,0,3.0,61.5
58,59,Virginia Tech,3,5,103,20.60,0,1.7,34.3
59,59,Air Force,3,5,103,20.60,0,1.7,34.3
60,61,UCLA,4,3,62,20.67,0,0.8,15.5
61,62,Syracuse,4,7,145,20.71,0,1.8,36.3
62,63,Louisiana Tech,4,18,374,20.78,0,4.5,93.5
63,64,Northwestern,3,10,208,20.80,0,3.3,69.3
64,65,Texas A&M,4,6,125,20.83,0,1.5,31.3
65,66,Utah,4,8,167,20.88,0,2.0,41.8
66,67,Auburn,4,4,84,21.00,0,1.0,21.0
67,68,Mississippi,4,14,296,21.14,0,3.5,74.0
68,69,Boston College,4,11,234,21.27,0,2.8,58.5
69,70,Appalachian State,3,14,298,21.29,0,4.7,99.3
70,71,UTEP,3,3,64,21.33,0,1.0,21.3
71,72,San Diego State,4,6,129,21.50,0,1.5,32.3
72,73,Stanford,4,7,151,21.57,0,1.8,37.8
73,74,Miami (Florida),4,10,217,21.70,0,2.5,54.3
74,75,Toledo,3,7,152,21.71,0,2.3,50.7
75,76,Washington,4,8,174,21.75,0,2.0,43.5
76,77,North Texas,4,10,218,21.80,0,2.5,54.5
77,77,Oregon,4,10,218,21.80,0,2.5,54.5
78,79,East Carolina,4,6,131,21.83,0,1.5,32.8
79,79,Pittsburgh,4,6,131,21.83,0,1.5,32.8
80,81,South Alabama,4,10,219,21.90,0,2.5,54.8
81,82,Temple,3,2,44,22.00,0,0.7,14.7
82,82,Purdue,3,2,44,22.00,0,0.7,14.7
83,82,Eastern Michigan,4,3,66,22.00,0,0.8,16.5
84,82,Florida,4,4,88,22.00,0,1.0,22.0
85,82,Kansas,4,12,264,22.00,0,3.0,66.0
86,87,Florida Atlantic,4,11,243,22.09,0,2.8,60.8
87,88,Michigan State,4,11,244,22.18,0,2.8,61.0
88,89,Oklahoma State,4,14,311,22.21,0,3.5,77.8
89,90,Massachusetts,4,9,201,22.33,0,2.3,50.3
90,91,Florida International,4,6,135,22.50,1,1.5,33.8
91,92,Rutgers,3,7,158,22.57,0,2.3,52.7
92,93,San Jose State,3,6,137,22.83,0,2.0,45.7
93,94,Georgia State,4,7,160,22.86,0,1.8,40.0
