,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
62,39,Louisville,4,1,0,0,0,0,0,0
63,39,Michigan State,4,1,0,0,0,0,0,0
64,39,Minnesota,3,1,0,0,0,0,0,0
65,39,Mississippi,4,1,1,1,1,1,1,1
66,39,Nebraska,4,1,0,0,0,0,0,0
67,39,New Mexico State,4,1,1,1,1,1,0,0
68,39,North Carolina,4,1,1,1,1,1,0,0
69,39,Notre Dame,3,1,1,0,0,0,0,0
70,39,Old Dominion,3,1,0,0,0,0,0,0
71,39,Oregon,4,1,0,0,0,0,0,0
72,39,Purdue,3,1,0,0,0,0,0,0
73,39,SMU,4,1,1,1,1,1,1,1
74,39,South Alabama,4,1,0,0,0,0,0,0
75,39,South Carolina,4,1,1,1,1,0,0,0
76,39,TCU,3,1,1,0,0,0,0,0
77,39,Temple,3,1,1,1,0,0,0,0
78,39,Texas State,4,1,0,0,0,0,0,0
79,39,Toledo,3,1,0,0,0,0,0,0
80,39,UAB,3,1,1,1,1,1,1,1
81,39,UCLA,4,1,1,1,1,1,1,1
82,39,UTSA,4,1,1,1,1,0,0,0
83,39,Utah State,3,1,1,0,0,0,0,0
84,39,Virginia Tech,3,1,1,1,1,1,0,0
85,39,Washington,4,1,1,0,0,0,0,0
86,39,Washington State,4,1,0,0,0,0,0,0
87,39,West Virginia,4,1,0,0,0,0,0,0
88,39,Western Kentucky,3,1,0,0,0,0,0,0
89,90,Air Force,3,0,0,0,0,0,0,0
90,90,Alabama,4,0,0,0,0,0,0,0
91,90,Arizona,3,0,0,0,0,0,0,0
92,90,Army,4,0,0,0,0,0,0,0
93,90,Baylor,3,0,0,0,0,0,0,0
94,90,Connecticut,3,0,0,0,0,0,0,0
95,90,Florida Atlantic,4,0,0,0,0,0,0,0
96,90,Georgia,4,0,0,0,0,0,0,0
97,90,Georgia State,4,0,0,0,0,0,0,0
98,90,Houston,4,0,0,0,0,0,0,0
99,90,Iowa,3,0,0,0,0,0,0,0
100,90,Marshall,3,0,0,0,0,0,0,0
101,90,Maryland,3,0,0,0,0,0,0,0
102,90,Miami (Ohio),4,0,0,0,0,0,0,0
103,90,Mississippi State,4,0,0,0,0,0,0,0
104,90,Missouri,4,0,0,0,0,0,0,0
105,90,Navy,2,0,0,0,0,0,0,0
106,90,Nevada,4,0,0,0,0,0,0,0
107,90,New Mexico,3,0,0,0,0,0,0,0
108,90,North Carolina State,4,0,0,0,0,0,0,0
109,90,Northern Illinois,3,0,0,0,0,0,0,0
110,90,Northwestern,3,0,0,0,0,0,0,0
111,90,Ohio State,4,0,0,0,0,0,0,0
112,90,Oklahoma,3,0,0,0,0,0,0,0
113,90,Oklahoma State,4,0,0,0,0,0,0,0
114,90,Penn State,3,0,0,0,0,0,0,0
115,90,Pittsburgh,4,0,0,0,0,0,0,0
116,90,Rice,4,0,0,0,0,0,0,0
117,90,Rutgers,3,0,0,0,0,0,0,0
118,90,San Diego State,4,0,0,0,0,0,0,0
119,90,South Florida,3,0,0,0,0,0,0,0
120,90,Syracuse,4,0,0,0,0,0,0,0
121,90,Texas A&M,4,0,0,0,0,0,0,0
122,90,Texas Tech,3,0,0,0,0,0,0,0
123,90,UCF,4,0,0,0,0,0,0,0
124,90,UNLV,3,0,0,0,0,0,0,0
125,90,UTEP,3,0,0,0,0,0,0,0
126,90,Utah,4,0,0,0,0,0,0,0
127,90,Vanderbilt,3,0,0,0,0,0,0,0
128,90,Wake Forest,4,0,0,0,0,0,0,0
129,90,Wisconsin,3,0,0,0,0,0,0,0
