,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Massachusetts,4,5,5,3,1,1,0,0
1,2,Colorado,4,4,1,1,0,0,0,0
2,2,Hawai'i,4,4,1,1,1,0,0,0
3,2,Kent State,4,4,1,0,0,0,0,0
4,2,Louisiana-Lafayette,4,4,2,1,0,0,0,0
5,2,Oregon State,3,4,2,1,1,0,0,0
6,2,Virginia,4,4,2,2,1,1,1,1
7,2,Western Michigan,4,4,3,2,1,0,0,0
8,9,Georgia Tech,3,3,2,1,0,0,0,0
9,9,Illinois,4,3,2,2,1,0,0,0
10,9,Liberty,4,3,1,0,0,0,0,0
11,9,Louisiana Tech,4,3,1,0,0,0,0,0
12,9,North Texas,4,3,2,2,2,1,1,1
13,14,Akron,4,2,2,0,0,0,0,0
14,14,Appalachian State,3,2,2,0,0,0,0,0
15,14,Arkansas,4,2,0,0,0,0,0,0
16,14,Arkansas State,4,2,1,1,0,0,0,0
17,14,Boise State,4,2,1,1,1,1,1,1
18,14,Boston College,4,2,1,0,0,0,0,0
19,14,Bowling Green,4,2,0,0,0,0,0,0
20,14,Charlotte,4,2,2,0,0,0,0,0
21,14,Kansas State,3,2,2,1,1,1,1,1
22,14,LSU,4,2,1,0,0,0,0,0
23,14,Memphis,3,2,0,0,0,0,0,0
24,14,Miami (Florida),4,2,0,0,0,0,0,0
25,14,Michigan,3,2,0,0,0,0,0,0
26,14,Middle Tennessee,3,2,0,0,0,0,0,0
27,14,Ohio,4,2,0,0,0,0,0,0
28,14,San Jose State,3,2,0,0,0,0,0,0
29,14,Southern Mississippi,4,2,2,2,2,2,2,1
30,14,Stanford,4,2,2,1,1,0,0,0
31,14,Tennessee,4,2,1,1,0,0,0,0
32,14,Texas,4,2,1,1,1,1,1,1
33,14,Troy,3,2,2,2,1,0,0,0
34,14,Tulane,4,2,2,1,1,0,0,0
35,14,Tulsa,4,2,0,0,0,0,0,0
36,14,USC,4,2,1,1,1,1,1,1
37,14,Wyoming,4,2,1,1,0,0,0,0
38,39,Arizona State,4,1,0,0,0,0,0,0
39,39,Auburn,4,1,0,0,0,0,0,0
40,39,BYU,4,1,1,0,0,0,0,0
41,39,Ball State,4,1,0,0,0,0,0,0
42,39,Buffalo,4,1,0,0,0,0,0,0
43,39,California,4,1,1,1,0,0,0,0
44,39,Central Michigan,4,1,1,0,0,0,0,0
45,39,Cincinnati,3,1,0,0,0,0,0,0
46,39,Clemson,4,1,0,0,0,0,0,0
47,39,Coastal Carolina,4,1,0,0,0,0,0,0
48,39,Colorado State,4,1,0,0,0,0,0,0
49,39,Duke,3,1,0,0,0,0,0,0
50,39,East Carolina,4,1,0,0,0,0,0,0
51,39,Eastern Michigan,4,1,0,0,0,0,0,0
52,39,Florida,4,1,0,0,0,0,0,0
53,39,Florida International,4,1,0,0,0,0,0,0
54,39,Florida State,4,1,1,0,0,0,0,0
55,39,Fresno State,3,1,0,0,0,0,0,0
56,39,Georgia Southern,3,1,0,0,0,0,0,0
57,39,Indiana,4,1,0,0,0,0,0,0
58,39,Iowa State,3,1,0,0,0,0,0,0
59,39,Kansas,4,1,0,0,0,0,0,0
60,39,Kentucky,4,1,0,0,0,0,0,0
61,39,Louisiana-Monroe,3,1,0,0,0,0,0,0
