,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
87,88,Washington State,4,120,75,62.5,995,8.3,6,3,143.65,30.0,248.8
88,88,Georgia State,4,112,74,66.1,995,8.9,7,2,157.76,28.0,248.8
89,90,USC,4,139,84,60.4,1002,7.2,5,2,129.98,34.8,250.5
90,91,Nevada,4,126,78,61.9,1004,8.0,12,6,150.75,31.5,251.0
91,92,Rice,4,97,72,74.2,1006,10.4,8,0,188.57,24.3,251.5
92,93,Arkansas,4,139,84,60.4,1008,7.3,7,4,132.21,34.8,252.0
93,94,Penn State,3,109,67,61.5,758,7.0,2,2,122.27,36.3,252.7
94,95,Florida Atlantic,4,123,75,61.0,1015,8.3,10,2,153.88,30.8,253.8
95,96,Miami (Ohio),4,124,80,64.5,1020,8.2,14,3,166.04,31.0,255.0
96,97,Ohio,4,137,85,62.0,1022,7.5,7,1,140.10,34.3,255.5
97,98,Boston College,4,134,91,67.9,1035,7.7,9,7,144.50,33.5,258.8
98,99,Appalachian State,3,100,64,64.0,780,7.8,8,3,149.92,33.3,260.0
99,100,UTEP,3,106,74,69.8,784,7.4,7,2,149.96,35.3,261.3
100,101,Illinois,4,129,78,60.5,1046,8.1,6,3,139.29,32.3,261.5
101,102,Purdue,3,124,69,55.6,790,6.4,6,2,121.91,41.3,263.3
102,103,Eastern Michigan,4,138,88,63.8,1054,7.6,7,5,137.42,34.5,263.5
103,104,Akron,4,120,80,66.7,1072,8.9,12,2,171.38,30.0,268.0
104,105,Troy,3,88,54,61.4,810,9.2,6,1,158.91,29.3,270.0
105,106,San Jose State,3,122,75,61.5,816,6.7,5,7,119.71,40.7,272.0
106,107,Ball State,4,151,96,63.6,1098,7.3,6,6,129.82,37.8,274.5
107,108,Stanford,4,114,81,71.1,1100,9.6,10,2,177.54,28.5,275.0
108,109,Louisiana Tech,4,162,104,64.2,1105,6.8,7,2,133.29,40.5,276.3
109,110,Massachusetts,4,101,78,77.2,1110,11.0,12,4,200.84,25.3,277.5
110,111,Utah State,3,126,73,57.9,837,6.6,6,2,126.28,42.0,279.0
111,112,Central Michigan,4,139,92,66.2,1131,8.1,9,1,154.47,34.8,282.8
112,113,Toledo,3,120,80,66.7,849,7.1,3,3,129.35,40.0,283.0
113,114,Mississippi,4,153,101,66.0,1154,7.5,7,5,137.92,38.3,288.5
114,115,Arkansas State,4,143,87,60.8,1157,8.1,6,3,138.45,35.8,289.3
115,116,South Carolina,4,142,91,64.1,1162,8.2,10,4,150.44,35.5,290.5
116,117,Colorado,4,124,78,62.9,1164,9.4,9,5,157.64,31.0,291.0
117,118,Southern Mississippi,4,121,83,68.6,1167,9.6,11,2,176.31,30.3,291.8
118,119,Louisiana-Monroe,3,104,71,68.3,890,8.6,8,4,157.85,34.7,296.7
119,120,Houston,4,130,78,60.0,1206,9.3,11,2,162.77,32.5,301.5
120,121,Florida State,4,157,99,63.1,1229,7.8,6,4,136.33,39.3,307.3
121,122,Texas,4,149,97,65.1,1258,8.4,8,5,147.03,37.3,314.5
122,123,Georgia Southern,3,118,73,61.9,946,8.0,10,2,153.78,39.3,315.3
123,124,New Mexico State,4,136,93,68.4,1263,9.3,14,2,177.42,34.0,315.8
124,125,Syracuse,4,168,88,52.4,1281,7.6,8,6,125.00,42.0,320.3
125,126,Wyoming,4,186,105,56.5,1381,7.4,5,3,124.46,46.5,345.3
126,127,UCLA,4,141,98,69.5,1407,10.0,15,3,184.17,35.3,351.8
127,128,Vanderbilt,3,113,75,66.4,1083,9.6,12,2,178.38,37.7,361.0
128,129,Arizona,3,151,92,60.9,1116,7.4,8,8,129.89,50.3,372.0
129,130,New Mexico,3,134,82,61.2,1212,9.0,11,1,162.77,44.7,404.0
