,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
95,96,Missouri,4,6,64,10.67,0,1.5,16.0
96,97,Louisiana Tech,4,1,11,11.00,0,0.3,2.8
97,97,Western Michigan,4,3,33,11.00,0,0.8,8.3
98,97,SMU,4,4,44,11.00,0,1.0,11.0
99,97,Mississippi,4,8,88,11.00,0,2.0,22.0
100,101,Louisiana-Monroe,3,4,45,11.25,0,1.3,15.0
101,102,North Carolina,4,6,69,11.50,0,1.5,17.3
102,103,UNLV,3,9,104,11.56,0,3.0,34.7
103,104,Mississippi State,4,6,71,11.83,0,1.5,17.8
104,105,Georgia State,4,3,37,12.33,0,0.8,9.3
105,106,Miami (Ohio),4,11,141,12.82,0,2.8,35.3
106,107,Texas A&M,4,5,65,13.00,0,1.3,16.3
107,108,Florida Atlantic,4,8,105,13.13,0,2.0,26.3
108,109,Wyoming,4,7,94,13.43,0,1.8,23.5
109,110,South Carolina,4,5,68,13.60,0,1.3,17.0
110,111,Georgia Southern,3,5,71,14.20,0,1.7,23.7
111,112,UCF,4,4,57,14.25,1,1.0,14.3
112,113,UCLA,4,6,86,14.33,0,1.5,21.5
113,114,Buffalo,4,2,29,14.50,0,0.5,7.3
114,115,Wake Forest,4,4,59,14.75,0,1.0,14.8
115,116,USC,4,1,15,15.00,0,0.3,3.8
116,116,Iowa State,3,1,15,15.00,0,0.3,5.0
117,118,Temple,3,4,63,15.75,0,1.3,21.0
118,119,Charlotte,4,8,135,16.88,2,2.0,33.8
119,120,BYU,4,7,132,18.86,1,1.8,33.0
120,121,Eastern Michigan,4,4,77,19.25,0,1.0,19.3
121,122,UTSA,4,5,102,20.40,1,1.3,25.5
122,123,Pittsburgh,4,6,128,21.33,1,1.5,32.0
123,124,Boise State,4,1,22,22.00,0,0.3,5.5
124,125,Auburn,4,8,179,22.38,0,2.0,44.8
125,126,Ball State,4,6,146,24.33,1,1.5,36.5
126,127,Southern Mississippi,4,2,49,24.50,0,0.5,12.3
127,128,Washington State,4,1,69,69.00,1,0.3,17.3
