,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Appalachian State,3,4,-9,-2.25,0,1.3,-3.0
1,1,Florida International,4,4,-9,-2.25,0,1.0,-2.3
2,3,Toledo,3,3,-3,-1.00,0,1.0,-1.0
3,4,Navy,2,2,-1,-0.50,0,1.0,-0.5
4,5,Florida,4,3,-1,-0.33,0,0.8,-0.3
5,5,Notre Dame,3,3,-1,-0.33,0,1.0,-0.3
6,7,Arkansas,4,1,0,0.00,0,0.3,0.0
7,7,San Jose State,3,1,0,0.00,0,0.3,0.0
8,7,Virginia,4,1,0,0.00,0,0.3,0.0
9,7,Clemson,4,1,0,0.00,0,0.3,0.0
10,11,Kent State,4,3,2,0.67,0,0.8,0.5
11,11,Oklahoma State,4,6,4,0.67,0,1.5,1.0
12,13,Kansas State,3,1,1,1.00,0,0.3,0.3
13,13,Ohio State,4,4,4,1.00,0,1.0,1.0
14,15,Syracuse,4,6,7,1.17,0,1.5,1.8
15,16,West Virginia,4,3,4,1.33,0,0.8,1.0
16,16,UTEP,3,3,4,1.33,0,1.0,1.3
17,18,Fresno State,3,2,3,1.50,0,0.7,1.0
18,18,Troy,3,2,3,1.50,0,0.7,1.0
19,20,Alabama,4,3,5,1.67,0,0.8,1.3
20,20,Memphis,3,3,5,1.67,0,1.0,1.7
21,22,Utah,4,1,2,2.00,0,0.3,0.5
22,22,Texas Tech,3,2,4,2.00,0,0.7,1.3
23,22,Kentucky,4,3,6,2.00,0,0.8,1.5
24,22,Coastal Carolina,4,3,6,2.00,0,0.8,1.5
25,22,Rice,4,6,12,2.00,0,1.5,3.0
26,27,Oregon State,3,6,14,2.33,0,2.0,4.7
27,28,Louisville,4,5,12,2.40,0,1.3,3.0
28,28,Florida State,4,5,12,2.40,0,1.3,3.0
29,30,Ohio,4,11,29,2.64,0,2.8,7.3
30,31,Nebraska,4,5,14,2.80,0,1.3,3.5
31,32,Duke,3,1,3,3.00,0,0.3,1.0
32,32,TCU,3,1,3,3.00,0,0.3,1.0
33,34,Iowa,3,3,10,3.33,0,1.0,3.3
34,35,Georgia Tech,3,5,17,3.40,0,1.7,5.7
35,36,Old Dominion,3,3,11,3.67,0,1.0,3.7
36,37,Akron,4,7,26,3.71,0,1.8,6.5
37,38,Air Force,3,1,4,4.00,0,0.3,1.3
38,38,Washington,4,2,8,4.00,0,0.5,2.0
39,38,Tennessee,4,3,12,4.00,0,0.8,3.0
40,41,Nevada,4,11,45,4.09,0,2.8,11.3
41,42,Illinois,4,9,37,4.11,0,2.3,9.3
42,43,Arizona,3,2,9,4.50,0,0.7,3.0
43,43,Bowling Green,4,6,27,4.50,0,1.5,6.8
44,45,Boston College,4,6,28,4.67,0,1.5,7.0
45,46,Colorado State,4,8,38,4.75,0,2.0,9.5
46,46,Northwestern,3,8,38,4.75,0,2.7,12.7
47,48,Miami (Florida),4,7,35,5.00,0,1.8,8.8
48,49,Army,4,4,21,5.25,0,1.0,5.3
49,50,Texas,4,2,11,5.50,0,0.5,2.8
50,50,Connecticut,3,8,44,5.50,0,2.7,14.7
51,52,Michigan State,4,8,45,5.63,0,2.0,11.3
52,52,Arizona State,4,8,45,5.63,0,2.0,11.3
53,54,Rutgers,3,3,17,5.67,0,1.0,5.7
54,54,Northern Illinois,3,6,34,5.67,0,2.0,11.3
55,56,Colorado,4,4,23,5.75,0,1.0,5.8
56,56,Virginia Tech,3,4,23,5.75,0,1.3,7.7
57,58,UAB,3,6,36,6.00,0,2.0,12.0
58,58,Cincinnati,3,7,42,6.00,0,2.3,14.0
59,60,Louisiana-Lafayette,4,6,37,6.17,0,1.5,9.3
60,61,Penn State,3,3,19,6.33,0,1.0,6.3
61,62,North Carolina State,4,7,45,6.43,0,1.8,11.3
62,63,LSU,4,2,13,6.50,0,0.5,3.3
63,63,Hawai'i,4,2,13,6.50,0,0.5,3.3
64,63,Maryland,3,2,13,6.50,0,0.7,4.3
65,63,New Mexico,3,4,26,6.50,0,1.3,8.7
66,67,Liberty,4,8,53,6.63,0,2.0,13.3
67,68,Middle Tennessee,3,6,40,6.67,0,2.0,13.3
68,69,Purdue,3,2,14,7.00,0,0.7,4.7
69,69,East Carolina,4,7,49,7.00,0,1.8,12.3
70,71,New Mexico State,4,5,37,7.40,0,1.3,9.3
71,72,Texas State,4,8,60,7.50,0,2.0,15.0
72,73,Stanford,4,5,38,7.60,0,1.3,9.5
73,74,Indiana,4,4,31,7.75,0,1.0,7.8
74,75,Massachusetts,4,3,24,8.00,0,0.8,6.0
75,75,Marshall,3,4,32,8.00,0,1.3,10.7
76,77,Utah State,3,4,33,8.25,0,1.3,11.0
77,78,Western Kentucky,3,7,58,8.29,0,2.3,19.3
78,79,Central Michigan,4,10,84,8.40,0,2.5,21.0
79,80,Georgia,4,2,17,8.50,0,0.5,4.3
80,81,Kansas,4,5,43,8.60,0,1.3,10.8
81,82,Tulsa,4,10,88,8.80,0,2.5,22.0
82,82,South Alabama,4,10,88,8.80,1,2.5,22.0
83,84,South Florida,3,12,107,8.92,0,4.0,35.7
84,85,Wisconsin,3,4,37,9.25,0,1.3,12.3
85,86,Houston,4,7,65,9.29,0,1.8,16.3
86,87,Vanderbilt,3,10,94,9.40,1,3.3,31.3
87,88,Baylor,3,2,19,9.50,0,0.7,6.3
88,89,California,4,9,86,9.56,0,2.3,21.5
89,90,Michigan,3,6,58,9.67,0,2.0,19.3
90,91,Tulane,4,6,61,10.17,0,1.5,15.3
91,92,North Texas,4,4,41,10.25,0,1.0,10.3
92,93,San Diego State,4,7,72,10.29,0,1.8,18.0
93,94,Oregon,4,7,73,10.43,0,1.8,18.3
94,95,Arkansas State,4,6,63,10.50,0,1.5,15.8
