,Rank,Name,G,TFL,TFL Yards,TFL/G
85,79,South Florida,3,24.0,95,8.00
86,79,Minnesota,3,24.0,111,8.00
87,88,Arizona State,4,25.0,67,6.25
88,88,Wake Forest,4,25.0,68,6.25
89,88,Oklahoma State,4,25.0,77,6.25
90,88,Auburn,4,25.0,84,6.25
91,88,Boise State,4,25.0,97,6.25
92,93,Memphis,3,26.0,69,8.67
93,93,Eastern Michigan,4,26.0,72,6.50
94,93,Kansas,4,26.0,84,6.50
95,93,Buffalo,4,26.0,88,6.50
96,93,Georgia State,4,26.0,93,6.50
97,93,Southern Mississippi,4,26.0,97,6.50
98,93,East Carolina,4,26.0,100,6.50
99,100,Houston,4,27.0,76,6.75
100,100,Stanford,4,27.0,77,6.75
101,100,UTSA,4,27.0,89,6.75
102,100,California,4,27.0,100,6.75
103,100,Old Dominion,3,27.0,103,9.00
104,100,Georgia Tech,3,27.0,107,9.00
105,100,Illinois,4,27.0,116,6.75
106,107,UCF,4,28.0,88,7.00
107,107,Pittsburgh,4,28.0,100,7.00
108,107,Ball State,4,28.0,115,7.00
109,107,North Texas,4,28.0,118,7.00
110,107,North Carolina,4,28.0,122,7.00
111,107,UCLA,4,28.0,139,7.00
112,107,Liberty,4,28.0,147,7.00
113,114,Miami (Ohio),4,29.0,109,7.25
114,114,Mississippi,4,29.0,109,7.25
115,114,South Alabama,4,29.0,119,7.25
116,114,Texas State,4,29.0,136,7.25
117,118,Syracuse,4,30.0,131,7.50
118,118,San Diego State,4,30.0,136,7.50
119,120,Nebraska,4,31.0,111,7.75
120,121,West Virginia,4,32.0,106,8.00
121,121,Nevada,4,32.0,118,8.00
122,121,Massachusetts,4,32.0,134,8.00
123,124,Florida State,4,34.0,123,8.50
124,125,Kent State,4,35.0,122,8.75
125,126,Louisville,4,36.0,123,9.00
126,126,Miami (Florida),4,36.0,139,9.00
127,128,Tulsa,4,40.0,175,10.00
128,129,Akron,4,42.0,156,10.50
129,129,Florida Atlantic,4,42.0,168,10.50
