,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Louisiana-Lafayette,4,46,16,7,2,2,2,1,0,0
1,2,Houston,4,42,11,4,0,0,0,0,0,0
2,3,Mississippi State,4,38,7,2,1,0,0,0,0,0
3,4,Tulane,4,37,10,4,3,3,0,0,0,0
4,5,Georgia,4,36,8,5,2,1,1,0,0,0
5,6,Army,4,35,6,4,1,0,0,0,0,0
6,6,Oklahoma,3,35,14,9,4,2,1,1,0,0
7,8,Auburn,4,32,8,5,1,1,0,0,0,0
8,8,Clemson,4,32,5,3,3,2,1,1,1,1
9,8,Oklahoma State,4,32,13,7,2,2,1,1,0,0
10,8,UCF,4,32,12,7,1,1,1,1,0,0
11,12,Charlotte,4,30,11,7,5,4,3,0,0,0
12,12,North Carolina State,4,30,9,1,0,0,0,0,0,0
13,12,Utah,4,30,7,3,0,0,0,0,0,0
14,15,Marshall,3,29,7,2,0,0,0,0,0,0
15,15,Nebraska,4,29,10,5,5,2,2,0,0,0
16,17,Air Force,3,27,3,1,1,0,0,0,0,0
17,17,Buffalo,4,27,7,1,0,0,0,0,0,0
18,17,Louisville,4,27,8,5,3,2,1,0,0,0
19,17,Maryland,3,27,12,6,3,2,1,0,0,0
20,17,Missouri,4,27,6,2,1,0,0,0,0,0
21,17,Ohio State,4,27,8,4,4,3,1,0,0,0
22,23,Coastal Carolina,4,26,8,3,1,0,0,0,0,0
23,24,Boston College,4,25,9,5,2,0,0,0,0,0
24,24,California,4,25,5,0,0,0,0,0,0,0
25,24,East Carolina,4,25,10,2,1,0,0,0,0,0
26,24,Illinois,4,25,7,4,2,2,1,0,0,0
27,24,North Texas,4,25,10,4,4,2,0,0,0,0
28,29,Kansas,4,24,8,4,2,1,1,1,1,0
29,29,Navy,2,24,6,3,1,0,0,0,0,0
30,29,San Diego State,4,24,2,0,0,0,0,0,0,0
31,29,Texas,4,24,2,0,0,0,0,0,0,0
32,29,Toledo,3,24,9,5,3,1,1,1,0,0
33,34,Appalachian State,3,23,8,4,3,3,2,1,1,0
34,34,Boise State,4,23,4,0,0,0,0,0,0,0
35,34,Colorado State,4,23,10,6,3,2,2,2,0,0
36,34,Florida State,4,23,4,3,0,0,0,0,0,0
37,34,Kansas State,3,23,4,2,2,2,0,0,0,0
38,34,Kentucky,4,23,8,3,1,0,0,0,0,0
39,40,Arizona,3,22,13,8,6,2,2,2,2,1
40,40,Florida International,4,22,5,1,1,1,1,1,0,0
41,40,Georgia Tech,3,22,5,2,0,0,0,0,0,0
42,40,Iowa State,3,22,2,0,0,0,0,0,0,0
43,40,Mississippi,4,22,11,4,2,1,0,0,0,0
44,40,South Alabama,4,22,8,2,1,0,0,0,0,0
45,40,UNLV,3,22,8,5,3,3,3,1,0,0
46,40,Wisconsin,3,22,9,4,2,1,1,1,0,0
47,48,Baylor,3,21,12,6,2,2,1,0,0,0
48,48,Georgia State,4,21,4,3,3,1,1,0,0,0
49,48,Kent State,4,21,10,5,3,2,1,1,0,0
50,48,Louisiana-Monroe,3,21,9,5,3,1,0,0,0,0
51,48,North Carolina,4,21,9,1,1,1,0,0,0,0
52,48,Northwestern,3,21,2,1,0,0,0,0,0,0
53,48,TCU,3,21,9,4,2,2,1,1,0,0
54,48,Western Michigan,4,21,9,7,5,3,3,1,0,0
55,56,Arkansas,4,20,4,1,1,1,0,0,0,0
56,56,Ball State,4,20,4,1,1,1,0,0,0,0
57,56,Miami (Florida),4,20,7,4,2,2,0,0,0,0
58,56,Middle Tennessee,3,20,5,1,0,0,0,0,0,0
