,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
0,1,Wisconsin,3,2,0,0,1,0,14,4.7
1,2,Navy,2,2,1,2,0,0,17,8.5
2,3,Ohio State,4,3,4,2,1,1,36,9.0
3,4,Penn State,3,3,3,3,0,0,30,10.0
4,4,Georgia,4,4,4,4,0,0,40,10.0
5,4,Clemson,4,4,4,4,0,0,40,10.0
6,7,Iowa,3,4,1,4,0,0,31,10.3
7,8,Oregon,4,3,7,3,0,0,42,10.5
8,9,Alabama,4,4,5,4,0,0,43,10.8
9,10,Michigan State,4,5,3,5,0,0,44,11.0
10,10,Florida,4,5,3,5,0,0,44,11.0
11,12,San Diego State,4,5,4,5,0,0,47,11.8
12,13,Kansas State,3,5,1,5,0,0,38,12.7
13,14,Memphis,3,5,2,4,0,0,40,13.3
14,14,Maryland,3,6,0,4,0,0,40,13.3
15,16,Texas Tech,3,5,2,3,1,0,41,13.7
16,17,Arizona State,4,7,2,7,0,0,55,13.8
17,18,UAB,3,6,1,3,0,0,42,14.0
18,19,Missouri,4,7,3,7,0,0,58,14.5
19,20,Baylor,3,5,3,5,0,0,44,14.7
20,21,Utah,4,7,3,6,0,1,59,14.8
21,22,Texas A&M,4,8,2,8,0,0,62,15.5
22,23,Auburn,4,7,5,6,0,0,63,15.8
23,24,Miami (Florida),4,7,4,6,1,1,64,16.0
24,25,Army,4,9,1,8,0,0,65,16.3
25,26,Boise State,4,8,4,7,0,0,67,16.8
26,27,California,4,6,9,6,0,0,69,17.3
27,28,Notre Dame,3,6,4,6,0,0,54,18.0
28,28,Virginia,4,9,3,9,0,0,72,18.0
29,28,Coastal Carolina,4,10,1,9,0,0,72,18.0
30,31,North Carolina State,4,8,6,7,0,0,73,18.3
31,31,Washington,4,9,4,7,0,0,73,18.3
32,33,Tulane,4,10,2,9,0,0,75,18.8
33,34,UCF,4,9,4,8,1,0,76,19.0
34,35,Indiana,4,10,2,10,0,1,78,19.5
35,36,Oklahoma,3,8,1,8,0,0,59,19.7
36,37,Air Force,3,8,2,6,0,0,60,20.0
37,38,TCU,3,7,4,5,1,0,61,20.3
38,38,Wake Forest,4,11,1,10,1,0,81,20.3
39,40,Kansas,4,10,5,7,0,0,82,20.5
40,41,Northwestern,3,8,2,8,0,0,62,20.7
41,41,Utah State,3,8,2,8,0,0,62,20.7
42,41,Marshall,3,8,2,8,0,0,62,20.7
43,44,Louisiana-Lafayette,4,10,5,8,0,0,83,20.8
44,45,Iowa State,3,6,8,4,0,0,64,21.3
45,45,Wyoming,4,10,5,10,0,0,85,21.3
46,47,Mississippi State,4,11,3,10,1,0,87,21.8
47,48,Temple,3,8,3,6,0,2,67,22.3
48,48,Mississippi,4,12,2,9,0,1,89,22.3
49,50,Troy,3,9,2,8,0,0,68,22.7
50,51,Pittsburgh,4,10,7,10,0,0,91,22.8
51,51,Louisville,4,13,0,13,0,0,91,22.8
52,53,Cincinnati,3,9,2,9,0,0,69,23.0
53,53,Virginia Tech,3,9,2,9,0,0,69,23.0
54,53,East Carolina,4,12,2,12,0,1,92,23.0
55,56,LSU,4,12,3,12,0,0,93,23.3
56,57,USC,4,9,11,9,0,0,96,24.0
57,58,Duke,3,9,3,8,1,0,73,24.3
58,58,Toledo,3,9,3,8,1,0,73,24.3
59,58,Louisiana Tech,4,13,2,13,0,0,97,24.3
60,61,Kentucky,4,13,3,11,0,0,98,24.5
61,62,San Jose State,3,8,6,8,0,1,76,25.3
62,62,Nebraska,4,12,5,12,0,1,101,25.3
63,62,Tennessee,4,12,6,11,0,0,101,25.3
64,65,Illinois,4,12,6,8,2,0,102,25.5
65,65,Texas,4,12,6,10,1,0,102,25.5
66,65,West Virginia,4,12,6,12,0,0,102,25.5
67,68,Michigan,3,11,0,11,0,0,77,25.7
68,69,North Carolina,4,12,7,10,0,0,103,25.8
69,69,Liberty,4,14,2,11,1,0,103,25.8
70,71,Appalachian State,3,11,1,8,1,0,79,26.3
71,71,South Florida,3,11,1,10,0,0,79,26.3
72,71,Tulsa,4,12,7,10,0,1,105,26.3
73,71,Boston College,4,12,7,12,0,0,105,26.3
74,75,North Texas,4,13,5,11,1,0,106,26.5
75,76,Old Dominion,3,11,1,9,1,0,80,26.7
76,77,Oklahoma State,4,15,1,12,1,0,107,26.8
77,78,Rutgers,3,10,4,9,0,0,81,27.0
78,79,Arkansas,4,13,6,13,0,0,109,27.3
79,80,SMU,4,14,4,14,0,1,112,28.0
80,80,Buffalo,4,15,3,13,0,0,112,28.0
81,82,South Carolina,4,13,8,11,1,0,115,28.8
82,82,Washington State,4,15,3,14,1,0,115,28.8
83,84,Western Kentucky,3,12,1,12,0,0,87,29.0
84,85,Minnesota,3,11,4,8,1,0,88,29.3
85,86,Ohio,4,14,7,13,0,0,118,29.5
86,86,Stanford,4,16,2,16,0,0,118,29.5
87,88,Georgia Tech,3,11,4,11,0,0,89,29.7
88,88,Fresno State,3,12,2,9,1,0,89,29.7
89,88,Northern Illinois,3,12,2,11,0,0,89,29.7
90,91,Oregon State,3,12,2,12,0,0,90,30.0
91,91,Connecticut,3,12,2,12,0,0,90,30.0
92,93,Eastern Michigan,4,15,5,14,1,0,121,30.3
93,94,Florida International,4,14,8,14,0,0,122,30.5
94,95,Purdue,3,11,5,9,1,0,92,30.7
95,96,Central Michigan,4,16,3,16,0,1,123,30.8
96,96,Colorado,4,16,4,15,0,0,123,30.8
97,98,Rice,4,16,4,16,0,0,124,31.0
98,99,Western Michigan,4,16,5,15,0,0,126,31.5
99,99,South Alabama,4,17,2,16,1,0,126,31.5
100,101,UNLV,3,11,6,10,0,1,96,32.0
101,101,Kent State,4,15,8,14,0,0,128,32.0
102,101,BYU,4,15,8,14,0,0,128,32.0
103,104,Florida Atlantic,4,18,2,17,0,0,131,32.8
104,105,Arizona,3,13,3,13,0,0,100,33.3
105,106,Hawai'i,4,18,3,17,0,0,134,33.5
106,107,Florida State,4,16,8,13,1,0,135,33.8
107,107,Houston,4,18,3,18,0,0,135,33.8
108,109,Arkansas State,4,17,6,15,1,0,137,34.3
109,109,Syracuse,4,19,2,17,0,0,137,34.3
110,111,Ball State,4,17,6,14,2,0,138,34.5
111,112,Southern Mississippi,4,19,2,19,0,0,139,34.8
112,113,Nevada,4,19,3,19,0,0,142,35.5
113,114,Middle Tennessee,3,14,4,11,0,0,107,35.7
114,115,Georgia Southern,3,14,3,13,1,0,108,36.0
115,116,UTEP,3,14,4,11,0,1,109,36.3
116,116,Texas State,4,18,7,16,0,0,145,36.3
117,118,UTSA,4,20,2,20,0,0,146,36.5
118,119,Bowling Green,4,20,4,20,0,0,152,38.0
119,120,Akron,4,20,4,19,1,0,153,38.3
120,120,Charlotte,4,21,2,21,0,0,153,38.3
121,122,UCLA,4,20,6,20,0,0,158,39.5
122,123,Colorado State,4,20,7,20,0,0,161,40.3
123,124,Georgia State,4,21,7,17,1,0,166,41.5
124,124,Miami (Ohio),4,23,2,22,0,0,166,41.5
125,126,Louisiana-Monroe,3,16,5,15,0,0,126,42.0
126,127,Vanderbilt,3,18,4,18,0,0,138,46.0
127,128,New Mexico,3,20,3,18,1,0,149,49.7
128,129,New Mexico State,4,26,8,26,0,0,206,51.5
129,130,Massachusetts,4,28,4,27,0,0,207,51.8
