,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Coastal Carolina,4,8,8,100.00
1,1,Alabama,4,6,6,100.00
2,1,Fresno State,3,4,4,100.00
3,1,Texas A&M,4,4,4,100.00
4,1,Wisconsin,3,4,4,100.00
5,1,Arizona,3,3,3,100.00
6,1,Virginia Tech,3,3,3,100.00
7,1,Oklahoma,3,2,2,100.00
8,1,LSU,4,2,2,100.00
9,1,Appalachian State,3,2,2,100.00
10,1,Rutgers,3,2,2,100.00
11,1,Southern Mississippi,4,2,2,100.00
12,1,Ohio,4,1,1,100.00
13,1,East Carolina,4,1,1,100.00
14,15,Hawai'i,4,10,9,90.00
15,16,Central Michigan,4,8,7,87.50
16,16,North Carolina,4,8,7,87.50
17,16,Army,4,8,7,87.50
18,19,Colorado,4,7,6,85.71
19,20,Navy,2,6,5,83.33
20,21,Miami (Ohio),4,5,4,80.00
21,21,Penn State,3,5,4,80.00
22,21,Nevada,4,5,4,80.00
23,21,New Mexico State,4,5,4,80.00
24,21,UTEP,3,5,4,80.00
25,26,Memphis,3,9,7,77.78
26,27,Eastern Michigan,4,8,6,75.00
27,27,USC,4,4,3,75.00
28,27,Washington State,4,4,3,75.00
29,27,Florida Atlantic,4,4,3,75.00
30,27,Minnesota,3,4,3,75.00
31,27,Toledo,3,4,3,75.00
32,33,Kentucky,4,7,5,71.43
33,33,Pittsburgh,4,7,5,71.43
34,35,Florida,4,10,7,70.00
35,36,Notre Dame,3,9,6,66.67
36,36,Nebraska,4,6,4,66.67
37,36,Colorado State,4,6,4,66.67
38,36,Troy,3,6,4,66.67
39,36,Tulane,4,6,4,66.67
40,36,Wyoming,4,3,2,66.67
41,36,Auburn,4,3,2,66.67
42,36,Ohio State,4,3,2,66.67
43,36,Virginia,4,3,2,66.67
44,36,Air Force,3,3,2,66.67
45,36,Purdue,3,3,2,66.67
46,36,Clemson,4,3,2,66.67
47,48,Old Dominion,3,11,7,63.64
48,49,South Carolina,4,8,5,62.50
49,49,Duke,3,8,5,62.50
50,51,Western Michigan,4,10,6,60.00
51,51,UCF,4,10,6,60.00
52,51,Cincinnati,3,5,3,60.00
53,51,California,4,5,3,60.00
54,51,Missouri,4,5,3,60.00
55,51,Iowa,3,5,3,60.00
56,57,Arkansas State,4,7,4,57.14
57,57,Oregon State,3,7,4,57.14
58,57,Washington,4,7,4,57.14
59,60,Louisville,4,9,5,55.56
60,60,Florida International,4,9,5,55.56
61,60,Wake Forest,4,9,5,55.56
62,60,Tulsa,4,9,5,55.56
63,64,Oregon,4,11,6,54.55
64,65,UTSA,4,15,8,53.33
65,66,Massachusetts,4,14,7,50.00
66,66,Michigan,3,8,4,50.00
67,66,Mississippi,4,8,4,50.00
68,66,Georgia State,4,6,3,50.00
69,66,Rice,4,6,3,50.00
70,66,South Florida,3,4,2,50.00
71,66,Oklahoma State,4,4,2,50.00
72,66,Arizona State,4,4,2,50.00
73,66,New Mexico,3,4,2,50.00
74,66,San Jose State,3,4,2,50.00
75,66,TCU,3,4,2,50.00
76,66,Kent State,4,4,2,50.00
77,66,Houston,4,4,2,50.00
78,66,Kansas State,3,4,2,50.00
79,66,Georgia,4,2,1,50.00
80,66,Baylor,3,2,1,50.00
81,82,North Texas,4,11,5,45.45
82,83,San Diego State,4,9,4,44.44
83,84,Arkansas,4,7,3,42.86
84,84,Michigan State,4,7,3,42.86
85,84,Utah,4,7,3,42.86
86,84,Texas,4,7,3,42.86
87,88,Temple,3,12,5,41.67
88,89,Middle Tennessee,3,5,2,40.00
89,89,Vanderbilt,3,5,2,40.00
90,89,Texas Tech,3,5,2,40.00
91,89,SMU,4,5,2,40.00
92,93,UCLA,4,8,3,37.50
93,93,Northwestern,3,8,3,37.50
94,93,Boston College,4,8,3,37.50
95,96,Akron,4,9,3,33.33
96,96,North Carolina State,4,9,3,33.33
97,96,Northern Illinois,3,9,3,33.33
98,96,UNLV,3,6,2,33.33
99,96,Buffalo,4,6,2,33.33
100,96,Charlotte,4,6,2,33.33
101,96,BYU,4,6,2,33.33
102,96,Ball State,4,6,2,33.33
103,96,West Virginia,4,3,1,33.33
104,96,Florida State,4,3,1,33.33
105,96,Iowa State,3,3,1,33.33
106,107,Miami (Florida),4,7,2,28.57
107,108,Bowling Green,4,11,3,27.27
108,108,Syracuse,4,11,3,27.27
109,110,Louisiana-Monroe,3,8,2,25.00
110,110,Tennessee,4,8,2,25.00
111,110,Maryland,3,8,2,25.00
112,110,Boise State,4,4,1,25.00
113,110,Connecticut,3,4,1,25.00
114,110,Illinois,4,4,1,25.00
115,110,Indiana,4,4,1,25.00
116,117,Louisiana Tech,4,5,1,20.00
117,117,Liberty,4,5,1,20.00
118,117,Louisiana-Lafayette,4,5,1,20.00
119,120,Stanford,4,6,1,16.67
120,121,Western Kentucky,3,7,1,14.29
121,122,South Alabama,4,6,0,0.00
122,122,Kansas,4,5,0,0.00
123,122,Georgia Tech,3,3,0,0.00
124,122,UAB,3,3,0,0.00
125,122,Mississippi State,4,2,0,0.00
126,122,Texas State,4,2,0,0.00
127,122,Utah State,3,1,0,0.00
