,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Akron,4,0,0,0,0,0,0,0
1,1,Alabama,4,0,0,0,0,0,0,0
2,1,BYU,4,0,0,0,0,0,0,0
3,1,Baylor,3,0,0,0,0,0,0,0
4,1,Boise State,4,0,0,0,0,0,0,0
5,1,Cincinnati,3,0,0,0,0,0,0,0
6,1,Clemson,4,0,0,0,0,0,0,0
7,1,East Carolina,4,0,0,0,0,0,0,0
8,1,Georgia,4,0,0,0,0,0,0,0
9,1,Georgia Southern,3,0,0,0,0,0,0,0
10,1,Illinois,4,0,0,0,0,0,0,0
11,1,Indiana,4,0,0,0,0,0,0,0
12,1,Iowa,3,0,0,0,0,0,0,0
13,1,Kansas State,3,0,0,0,0,0,0,0
14,1,LSU,4,0,0,0,0,0,0,0
15,1,Liberty,4,0,0,0,0,0,0,0
16,1,Louisiana-Lafayette,4,0,0,0,0,0,0,0
17,1,Maryland,3,0,0,0,0,0,0,0
18,1,Memphis,3,0,0,0,0,0,0,0
19,1,Michigan,3,0,0,0,0,0,0,0
20,1,Navy,2,0,0,0,0,0,0,0
21,1,Nevada,4,0,0,0,0,0,0,0
22,1,New Mexico State,4,0,0,0,0,0,0,0
23,1,Northern Illinois,3,0,0,0,0,0,0,0
24,1,Notre Dame,3,0,0,0,0,0,0,0
25,1,Ohio,4,0,0,0,0,0,0,0
26,1,Oklahoma,3,0,0,0,0,0,0,0
27,1,Penn State,3,0,0,0,0,0,0,0
28,1,Purdue,3,0,0,0,0,0,0,0
29,1,South Carolina,4,0,0,0,0,0,0,0
30,1,South Florida,3,0,0,0,0,0,0,0
31,1,Stanford,4,0,0,0,0,0,0,0
32,1,Syracuse,4,0,0,0,0,0,0,0
33,1,Temple,3,0,0,0,0,0,0,0
34,1,Tennessee,4,0,0,0,0,0,0,0
35,1,Texas,4,0,0,0,0,0,0,0
36,1,Texas Tech,3,0,0,0,0,0,0,0
37,1,Toledo,3,0,0,0,0,0,0,0
38,1,Tulane,4,0,0,0,0,0,0,0
39,1,UAB,3,0,0,0,0,0,0,0
40,1,UCF,4,0,0,0,0,0,0,0
41,1,UCLA,4,0,0,0,0,0,0,0
42,1,UNLV,3,0,0,0,0,0,0,0
43,1,UTEP,3,0,0,0,0,0,0,0
44,1,UTSA,4,0,0,0,0,0,0,0
45,1,Utah State,3,0,0,0,0,0,0,0
46,1,Virginia Tech,3,0,0,0,0,0,0,0
47,1,Wake Forest,4,0,0,0,0,0,0,0
48,1,Western Kentucky,3,0,0,0,0,0,0,0
49,1,Western Michigan,4,0,0,0,0,0,0,0
50,1,Wisconsin,3,0,0,0,0,0,0,0
51,52,Air Force,3,1,0,0,0,0,0,0
52,52,Arizona,3,1,0,0,0,0,0,0
53,52,Arkansas,4,1,0,0,0,0,0,0
54,52,Arkansas State,4,1,1,1,1,1,1,1
55,52,Auburn,4,1,0,0,0,0,0,0
56,52,Boston College,4,1,0,0,0,0,0,0
57,52,Buffalo,4,1,1,1,0,0,0,0
58,52,Colorado,4,1,0,0,0,0,0,0
59,52,Duke,3,1,0,0,0,0,0,0
60,52,Eastern Michigan,4,1,0,0,0,0,0,0
61,52,Florida,4,1,0,0,0,0,0,0
62,52,Florida Atlantic,4,1,0,0,0,0,0,0
63,52,Florida International,4,1,0,0,0,0,0,0
64,52,Georgia Tech,3,1,0,0,0,0,0,0
65,52,Iowa State,3,1,0,0,0,0,0,0
66,52,Kent State,4,1,0,0,0,0,0,0
67,52,Kentucky,4,1,0,0,0,0,0,0
68,52,Louisville,4,1,0,0,0,0,0,0
69,52,Miami (Ohio),4,1,1,1,0,0,0,0
70,52,Minnesota,3,1,1,0,0,0,0,0
71,52,Missouri,4,1,0,0,0,0,0,0
72,52,North Carolina,4,1,1,1,1,0,0,0
73,52,North Carolina State,4,1,0,0,0,0,0,0
74,52,North Texas,4,1,1,1,0,0,0,0
75,52,Northwestern,3,1,0,0,0,0,0,0
76,52,Ohio State,4,1,0,0,0,0,0,0
77,52,Oregon,4,1,1,0,0,0,0,0
78,52,Pittsburgh,4,1,0,0,0,0,0,0
79,52,Rice,4,1,1,1,1,1,1,1
80,52,Rutgers,3,1,1,1,0,0,0,0
