,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Oklahoma,3,23,23,100.0,7.7,7.7
1,1,Washington State,4,28,28,100.0,7.0,7.0
2,1,Wisconsin,3,20,20,100.0,6.7,6.7
3,1,Baylor,3,20,20,100.0,6.7,6.7
4,1,Louisiana-Lafayette,4,26,26,100.0,6.5,6.5
5,1,Penn State,3,18,18,100.0,6.0,6.0
6,1,Appalachian State,3,18,18,100.0,6.0,6.0
7,1,Kansas State,3,18,18,100.0,6.0,6.0
8,1,Navy,2,12,12,100.0,6.0,6.0
9,1,Oklahoma State,4,22,22,100.0,5.5,5.5
10,1,Oregon,4,22,22,100.0,5.5,5.5
11,1,Clemson,4,22,22,100.0,5.5,5.5
12,1,Georgia,4,21,21,100.0,5.3,5.3
13,1,Texas,4,21,21,100.0,5.3,5.3
14,1,Notre Dame,3,16,16,100.0,5.3,5.3
15,1,Troy,3,16,16,100.0,5.3,5.3
16,1,Washington,4,20,20,100.0,5.0,5.0
17,1,Wake Forest,4,20,20,100.0,5.0,5.0
18,1,Utah State,3,15,15,100.0,5.0,5.0
19,1,Illinois,4,19,19,100.0,4.8,4.8
20,1,Toledo,3,14,14,100.0,4.7,4.7
21,1,Florida State,4,18,18,100.0,4.5,4.5
22,1,North Texas,4,17,17,100.0,4.3,4.3
23,1,USC,4,17,17,100.0,4.3,4.3
24,1,Auburn,4,17,17,100.0,4.3,4.3
25,1,Boston College,4,17,17,100.0,4.3,4.3
26,1,Mississippi State,4,17,17,100.0,4.3,4.3
27,1,Hawai'i,4,17,17,100.0,4.3,4.3
28,1,Oregon State,3,13,13,100.0,4.3,4.3
29,1,Iowa State,3,13,13,100.0,4.3,4.3
30,1,Texas Tech,3,13,13,100.0,4.3,4.3
31,1,Georgia State,4,16,16,100.0,4.0,4.0
32,1,Louisville,4,16,16,100.0,4.0,4.0
33,1,North Carolina State,4,16,16,100.0,4.0,4.0
34,1,Texas A&M,4,16,16,100.0,4.0,4.0
35,1,Army,4,16,16,100.0,4.0,4.0
36,1,Colorado State,4,16,16,100.0,4.0,4.0
37,1,UAB,3,12,12,100.0,4.0,4.0
38,1,UNLV,3,12,12,100.0,4.0,4.0
39,1,TCU,3,12,12,100.0,4.0,4.0
40,1,Florida,4,15,15,100.0,3.8,3.8
41,1,Houston,4,15,15,100.0,3.8,3.8
42,1,Indiana,4,15,15,100.0,3.8,3.8
43,1,Virginia Tech,3,11,11,100.0,3.7,3.7
44,1,Duke,3,11,11,100.0,3.7,3.7
45,1,Temple,3,11,11,100.0,3.7,3.7
46,1,Purdue,3,11,11,100.0,3.7,3.7
47,1,Arkansas,4,14,14,100.0,3.5,3.5
48,1,UCLA,4,14,14,100.0,3.5,3.5
49,1,Kentucky,4,14,14,100.0,3.5,3.5
50,1,Michigan State,4,13,13,100.0,3.3,3.3
51,1,Louisiana Tech,4,13,13,100.0,3.3,3.3
52,1,Buffalo,4,13,13,100.0,3.3,3.3
53,1,Middle Tennessee,3,10,10,100.0,3.3,3.3
54,1,San Jose State,3,10,10,100.0,3.3,3.3
55,1,Wyoming,4,12,12,100.0,3.0,3.0
56,1,Kent State,4,12,12,100.0,3.0,3.0
57,1,Western Kentucky,3,9,9,100.0,3.0,3.0
58,1,Ohio,4,11,11,100.0,2.8,2.8
59,1,California,4,11,11,100.0,2.8,2.8
60,1,Tennessee,4,11,11,100.0,2.8,2.8
61,1,Tulsa,4,11,11,100.0,2.8,2.8
62,1,South Florida,3,8,8,100.0,2.7,2.7
63,1,Cincinnati,3,8,8,100.0,2.7,2.7
64,1,Iowa,3,8,8,100.0,2.7,2.7
65,1,West Virginia,4,10,10,100.0,2.5,2.5
66,1,Central Michigan,4,10,10,100.0,2.5,2.5
67,1,New Mexico State,4,10,10,100.0,2.5,2.5
68,1,Southern Mississippi,4,10,10,100.0,2.5,2.5
69,1,Pittsburgh,4,10,10,100.0,2.5,2.5
70,1,Miami (Ohio),4,9,9,100.0,2.3,2.3
71,1,Arizona State,4,9,9,100.0,2.3,2.3
72,1,Texas State,4,9,9,100.0,2.3,2.3
73,1,Michigan,3,7,7,100.0,2.3,2.3
74,1,Old Dominion,3,7,7,100.0,2.3,2.3
75,1,Rutgers,3,7,7,100.0,2.3,2.3
76,1,San Diego State,4,8,8,100.0,2.0,2.0
77,1,East Carolina,4,8,8,100.0,2.0,2.0
78,1,North Carolina,4,8,8,100.0,2.0,2.0
79,1,UTSA,4,8,8,100.0,2.0,2.0
80,1,Vanderbilt,3,6,6,100.0,2.0,2.0
81,1,UTEP,3,6,6,100.0,2.0,2.0
82,1,Stanford,4,7,7,100.0,1.8,1.8
83,1,Northwestern,3,5,5,100.0,1.7,1.7
84,1,Northern Illinois,3,5,5,100.0,1.7,1.7
85,1,Connecticut,3,5,5,100.0,1.7,1.7
86,1,South Alabama,4,5,5,100.0,1.3,1.3
