,Rank,Name,G,Fumbles Forced,Fumbles Forced/G
0,1,Arizona State,4,9,2.25
1,2,Washington State,4,8,2.00
2,2,Army,4,8,2.00
3,4,Wisconsin,3,7,2.33
4,4,Florida State,4,7,1.75
5,4,Ohio State,4,7,1.75
6,4,Colorado,4,7,1.75
7,4,Illinois,4,7,1.75
8,9,South Florida,3,6,2.00
9,9,Fresno State,3,6,2.00
10,9,Alabama,4,6,1.50
11,9,UCLA,4,6,1.50
12,9,Nebraska,4,6,1.50
13,9,Mississippi State,4,6,1.50
14,15,Georgia Tech,3,5,1.67
15,15,Appalachian State,3,5,1.67
16,15,Northwestern,3,5,1.67
17,15,Arkansas,4,5,1.25
18,15,Wyoming,4,5,1.25
19,15,Central Michigan,4,5,1.25
20,15,San Diego State,4,5,1.25
21,15,Eastern Michigan,4,5,1.25
22,15,Stanford,4,5,1.25
23,15,Tulane,4,5,1.25
24,15,Pittsburgh,4,5,1.25
25,15,UTSA,4,5,1.25
26,27,Michigan State,4,4,1.00
27,27,Oklahoma State,4,4,1.00
28,27,Louisiana Tech,4,4,1.00
29,27,North Carolina State,4,4,1.00
30,27,Liberty,4,4,1.00
31,27,Washington,4,4,1.00
32,27,California,4,4,1.00
33,27,Kentucky,4,4,1.00
34,27,BYU,4,4,1.00
35,27,Syracuse,4,4,1.00
36,27,Boise State,4,4,1.00
37,27,Mississippi,4,4,1.00
38,27,SMU,4,4,1.00
39,27,Ball State,4,4,1.00
40,41,Georgia Southern,3,3,1.00
41,41,Middle Tennessee,3,3,1.00
42,41,Old Dominion,3,3,1.00
43,41,Notre Dame,3,3,1.00
44,41,Duke,3,3,1.00
45,41,Utah State,3,3,1.00
46,41,Connecticut,3,3,1.00
47,41,Marshall,3,3,1.00
48,41,UTEP,3,3,1.00
49,41,Toledo,3,3,1.00
50,41,Maryland,3,3,1.00
51,41,Western Michigan,4,3,0.75
52,41,Miami (Ohio),4,3,0.75
53,41,Georgia State,4,3,0.75
54,41,North Texas,4,3,0.75
55,41,Arkansas State,4,3,0.75
56,41,Miami (Florida),4,3,0.75
57,41,USC,4,3,0.75
58,41,Auburn,4,3,0.75
59,41,Louisville,4,3,0.75
60,41,UCF,4,3,0.75
61,41,LSU,4,3,0.75
62,41,Oregon,4,3,0.75
63,41,South Alabama,4,3,0.75
64,41,South Carolina,4,3,0.75
65,41,Florida,4,3,0.75
66,41,Nevada,4,3,0.75
67,41,Buffalo,4,3,0.75
68,41,Florida Atlantic,4,3,0.75
69,41,Houston,4,3,0.75
70,41,Kansas,4,3,0.75
71,41,Boston College,4,3,0.75
72,41,Texas State,4,3,0.75
73,74,Navy,2,2,1.00
74,74,Western Kentucky,3,2,0.67
75,74,Michigan,3,2,0.67
76,74,Penn State,3,2,0.67
77,74,Cincinnati,3,2,0.67
78,74,Oklahoma,3,2,0.67
79,74,UAB,3,2,0.67
80,74,Oregon State,3,2,0.67
81,74,Arizona,3,2,0.67
82,74,New Mexico,3,2,0.67
83,74,UNLV,3,2,0.67
84,74,Northern Illinois,3,2,0.67
85,74,Vanderbilt,3,2,0.67
86,74,Kansas State,3,2,0.67
87,74,Iowa,3,2,0.67
88,74,Baylor,3,2,0.67
89,74,Minnesota,3,2,0.67
90,74,Georgia,4,2,0.50
91,74,Massachusetts,4,2,0.50
92,74,West Virginia,4,2,0.50
93,74,Florida International,4,2,0.50
94,74,Wake Forest,4,2,0.50
95,74,East Carolina,4,2,0.50
96,74,Utah,4,2,0.50
97,74,Kent State,4,2,0.50
98,74,Tennessee,4,2,0.50
99,74,Rice,4,2,0.50
100,74,Bowling Green,4,2,0.50
101,74,Louisiana-Lafayette,4,2,0.50
102,74,Colorado State,4,2,0.50
103,74,Tulsa,4,2,0.50
104,74,Clemson,4,2,0.50
105,74,Texas,4,2,0.50
106,107,Louisiana-Monroe,3,1,0.33
107,107,Memphis,3,1,0.33
108,107,Virginia Tech,3,1,0.33
109,107,Air Force,3,1,0.33
110,107,Temple,3,1,0.33
111,107,Iowa State,3,1,0.33
112,107,Troy,3,1,0.33
113,107,Purdue,3,1,0.33
114,107,Akron,4,1,0.25
115,107,Texas A&M,4,1,0.25
116,107,Charlotte,4,1,0.25
117,107,North Carolina,4,1,0.25
118,107,Missouri,4,1,0.25
119,107,Hawai'i,4,1,0.25
120,107,Southern Mississippi,4,1,0.25
121,107,Coastal Carolina,4,1,0.25
122,107,Indiana,4,1,0.25
