,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,UAB,3,5,3,60.0,1.7,1.0
1,2,Texas Tech,3,4,3,75.0,1.3,1.0
2,2,Air Force,3,8,6,75.0,2.7,2.0
3,2,Temple,3,8,6,75.0,2.7,2.0
4,5,Iowa State,3,5,4,80.0,1.7,1.3
5,5,Maryland,3,5,4,80.0,1.7,1.3
6,5,Illinois,4,10,8,80.0,2.5,2.0
7,8,Mississippi,4,11,9,81.8,2.8,2.3
8,9,TCU,3,6,5,83.3,2.0,1.7
9,10,UTEP,3,13,11,84.6,4.3,3.7
10,11,Florida State,4,15,13,86.7,3.8,3.3
11,12,Washington,4,8,7,87.5,2.0,1.8
12,12,Kansas,4,8,7,87.5,2.0,1.8
13,12,Boise State,4,8,7,87.5,2.0,1.8
14,15,Appalachian State,3,9,8,88.9,3.0,2.7
15,15,Texas State,4,18,16,88.9,4.5,4.0
16,17,Georgia State,4,19,17,89.5,4.8,4.3
17,18,Tulane,4,10,9,90.0,2.5,2.3
18,18,Old Dominion,3,10,9,90.0,3.3,3.0
19,18,Fresno State,3,10,9,90.0,3.3,3.0
20,21,North Carolina,4,11,10,90.9,2.8,2.5
21,21,Texas,4,11,10,90.9,2.8,2.5
22,21,South Florida,3,11,10,90.9,3.7,3.3
23,21,UNLV,3,11,10,90.9,3.7,3.3
24,25,North Texas,4,12,11,91.7,3.0,2.8
25,25,South Carolina,4,12,11,91.7,3.0,2.8
26,25,Middle Tennessee,3,12,11,91.7,4.0,3.7
27,25,Northern Illinois,3,12,11,91.7,4.0,3.7
28,29,Ohio,4,14,13,92.9,3.5,3.3
29,30,Kent State,4,15,14,93.3,3.8,3.5
30,30,BYU,4,15,14,93.3,3.8,3.5
31,30,Ball State,4,15,14,93.3,3.8,3.5
32,33,Western Michigan,4,16,15,93.8,4.0,3.8
33,33,Arkansas State,4,16,15,93.8,4.0,3.8
34,33,Colorado,4,16,15,93.8,4.0,3.8
35,33,Louisiana-Monroe,3,16,15,93.8,5.3,5.0
36,37,Florida Atlantic,4,18,17,94.4,4.5,4.3
37,37,Syracuse,4,18,17,94.4,4.5,4.3
38,37,Hawai'i,4,18,17,94.4,4.5,4.3
39,40,New Mexico,3,19,18,94.7,6.3,6.0
40,41,Miami (Ohio),4,23,22,95.7,5.8,5.5
41,42,Massachusetts,4,28,27,96.4,7.0,6.8
42,43,Ohio State,4,2,2,100.0,0.5,0.5
43,43,Oregon,4,3,3,100.0,0.8,0.8
44,43,Navy,2,2,2,100.0,1.0,1.0
45,43,Penn State,3,3,3,100.0,1.0,1.0
46,43,Georgia,4,4,4,100.0,1.0,1.0
47,43,Alabama,4,4,4,100.0,1.0,1.0
48,43,Clemson,4,4,4,100.0,1.0,1.0
49,43,Memphis,3,4,4,100.0,1.3,1.3
50,43,Iowa,3,4,4,100.0,1.3,1.3
51,43,Michigan State,4,5,5,100.0,1.3,1.3
52,43,Florida,4,5,5,100.0,1.3,1.3
53,43,San Diego State,4,5,5,100.0,1.3,1.3
54,43,Miami (Florida),4,6,6,100.0,1.5,1.5
