,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
73,74,North Carolina State,4,155,91,58.7,955,6.2,4,2,116.40,38.8,238.8
74,75,Michigan,3,106,56,52.8,711,6.7,5,2,120.98,35.3,237.0
75,76,Virginia,4,134,90,67.2,946,7.1,6,5,133.78,33.5,236.5
76,77,Minnesota,3,72,48,66.7,699,9.7,6,2,170.16,24.0,233.0
77,77,Rutgers,3,93,55,59.1,699,7.5,3,6,120.02,31.0,233.0
78,79,Duke,3,93,67,72.0,698,7.5,8,3,157.02,31.0,232.7
79,80,Iowa,3,99,62,62.6,697,7.0,6,0,141.77,33.0,232.3
80,81,Mississippi,4,121,75,62.0,926,7.7,4,1,135.53,30.3,231.5
81,82,Nevada,4,146,92,63.0,907,6.2,5,5,119.64,36.5,226.8
82,83,Central Michigan,4,144,80,55.6,889,6.2,5,2,116.10,36.0,222.3
83,84,Kent State,4,119,78,65.5,876,7.4,9,0,152.34,29.8,219.0
84,85,West Virginia,4,146,95,65.1,875,6.0,6,4,123.49,36.5,218.8
85,86,Kansas,4,101,72,71.3,861,8.5,8,4,161.12,25.3,215.3
86,87,Ohio,4,114,64,56.1,857,7.5,6,4,129.64,28.5,214.3
87,88,California,4,104,60,57.7,851,8.2,7,2,144.79,26.0,212.8
88,89,Utah,4,91,70,76.9,850,9.3,5,0,173.51,22.8,212.5
89,90,Louisville,4,93,52,55.9,849,9.1,9,2,160.22,23.3,212.3
90,91,Georgia State,4,126,75,59.5,846,6.7,11,3,139.97,31.5,211.5
91,92,Coastal Carolina,4,114,75,65.8,845,7.4,8,5,142.44,28.5,211.3
92,93,Toledo,3,71,38,53.5,625,8.8,5,1,147.89,23.7,208.3
93,94,Louisiana-Monroe,3,103,64,62.1,624,6.1,5,3,123.22,34.3,208.0
94,95,Boston College,4,110,58,52.7,825,7.5,7,1,134.91,27.5,206.3
95,96,Stanford,4,149,85,57.0,823,5.5,3,3,106.05,37.3,205.8
96,97,Tennessee,4,115,67,58.3,803,7.0,7,5,128.31,28.8,200.8
97,98,Marshall,3,82,51,62.2,602,7.3,7,2,147.15,27.3,200.7
98,99,San Diego State,4,124,76,61.3,798,6.4,4,2,122.76,31.0,199.5
99,100,Illinois,4,120,70,58.3,796,6.6,10,3,136.55,30.0,199.0
100,101,Florida International,4,112,65,58.0,795,7.1,3,2,122.93,28.0,198.8
101,102,Cincinnati,3,79,45,57.0,594,7.5,4,3,129.24,26.3,198.0
102,103,East Carolina,4,133,76,57.1,785,5.9,2,3,107.17,33.3,196.3
103,104,Appalachian State,3,74,51,68.9,573,7.7,6,1,158.02,24.7,191.0
104,105,Bowling Green,4,133,77,57.9,750,5.6,5,4,111.65,33.3,187.5
105,106,Mississippi State,4,100,64,64.0,743,7.4,5,3,136.91,25.0,185.8
106,107,Charlotte,4,94,59,62.8,740,7.9,9,5,149.84,23.5,185.0
107,108,TCU,3,105,50,47.6,547,5.2,5,1,105.19,35.0,182.3
108,109,Tulane,4,95,49,51.6,726,7.6,6,2,132.40,23.8,181.5
109,110,South Florida,3,91,50,54.9,541,5.9,5,2,118.62,30.3,180.3
110,111,Connecticut,3,82,50,61.0,527,6.4,0,4,105.21,27.3,175.7
111,112,Kansas State,3,59,40,67.8,523,8.9,4,0,164.63,19.7,174.3
112,113,Rice,4,103,59,57.3,673,6.5,3,0,121.78,25.8,168.3
113,114,Houston,4,111,59,53.2,668,6.0,6,2,117.94,27.8,167.0
114,115,Massachusetts,4,127,77,60.6,666,5.2,5,6,108.22,31.8,166.5
115,116,Auburn,4,107,58,54.2,656,6.1,6,2,120.47,26.8,164.0
116,117,Old Dominion,3,80,49,61.3,486,6.1,1,3,108.91,26.7,162.0
117,118,UTSA,4,140,86,61.4,645,4.6,3,5,100.06,35.0,161.3
118,119,South Alabama,4,96,48,50.0,586,6.1,4,6,102.52,24.0,146.5
119,120,UTEP,3,56,27,48.2,438,7.8,1,4,105.51,18.7,146.0
120,121,UNLV,3,80,45,56.3,435,5.4,2,2,105.18,26.7,145.0
121,122,Miami (Ohio),4,83,45,54.2,548,6.6,2,2,112.81,20.8,137.0
122,123,Northwestern,3,89,43,48.3,408,4.6,1,6,77.06,29.7,136.0
123,124,Buffalo,4,90,45,50.0,543,6.0,5,2,114.57,22.5,135.8
124,125,Navy,2,17,12,70.6,256,15.1,2,0,235.91,8.5,128.0
125,126,Wyoming,4,78,28,35.9,459,5.9,1,1,87.00,19.5,114.8
126,127,Georgia Tech,3,52,28,53.8,331,6.4,2,3,108.47,17.3,110.3
127,128,Air Force,3,26,16,61.5,309,11.9,3,2,184.07,8.7,103.0
128,129,Georgia Southern,3,29,13,44.8,162,5.6,0,0,91.75,9.7,54.0
129,130,Army,4,22,8,36.4,194,8.8,2,1,131.34,5.5,48.5
