,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Navy,2,11,3,2,1,0,0,0,0,0
1,2,Memphis,3,12,3,3,1,1,1,1,0,0
2,3,Baylor,3,14,4,1,0,0,0,0,0,0
3,3,Texas Tech,3,14,8,5,2,0,0,0,0,0
4,5,Georgia Tech,3,15,9,3,2,2,1,0,0,0
5,5,Kansas State,3,15,5,2,0,0,0,0,0,0
6,7,TCU,3,16,9,7,3,1,0,0,0,0
7,7,Virginia Tech,3,16,6,3,2,2,0,0,0,0
8,9,Michigan,3,17,5,2,1,1,0,0,0,0
9,9,UAB,3,17,7,5,3,1,1,0,0,0
10,9,Wisconsin,3,17,5,3,1,1,1,0,0,0
11,12,Rutgers,3,18,8,2,1,1,0,0,0,0
12,13,Cincinnati,3,19,9,4,2,1,1,1,0,0
13,14,Iowa,3,20,8,3,2,2,1,1,0,0
14,14,Notre Dame,3,20,5,4,1,0,0,0,0,0
15,14,Temple,3,20,2,1,1,0,0,0,0,0
16,17,Charlotte,4,21,7,3,2,2,1,1,0,0
17,18,Michigan State,4,22,7,3,2,0,0,0,0,0
18,18,Middle Tennessee,3,22,9,3,2,2,2,1,1,1
19,18,Northwestern,3,22,7,0,0,0,0,0,0,0
20,18,Old Dominion,3,22,11,5,1,1,0,0,0,0
21,22,Clemson,4,23,6,3,2,2,0,0,0,0
22,22,Maryland,3,23,8,4,2,2,1,1,0,0
23,22,Missouri,4,23,5,2,2,1,1,1,0,0
24,22,South Florida,3,23,9,3,0,0,0,0,0,0
25,22,Western Kentucky,3,23,14,9,4,2,2,1,1,0
26,27,Air Force,3,24,6,2,1,0,0,0,0,0
27,27,Coastal Carolina,4,24,7,2,0,0,0,0,0,0
28,27,Oklahoma,3,24,10,1,0,0,0,0,0,0
29,27,Texas State,4,24,13,6,4,1,0,0,0,0
30,27,Troy,3,24,15,10,6,2,1,0,0,0
31,32,Boise State,4,25,7,5,4,4,1,1,0,0
32,32,Iowa State,3,25,5,1,0,0,0,0,0,0
33,32,Kansas,4,25,10,2,2,0,0,0,0,0
34,32,Minnesota,3,25,8,2,0,0,0,0,0,0
35,36,Colorado State,4,26,14,5,2,2,1,0,0,0
36,36,Connecticut,3,26,7,0,0,0,0,0,0,0
37,36,Duke,3,26,11,2,0,0,0,0,0,0
38,36,Marshall,3,26,13,5,3,1,0,0,0,0
39,36,Tulsa,4,26,11,6,3,2,1,1,1,1
40,36,UNLV,3,26,10,7,4,2,1,1,0,0
41,42,Georgia,4,27,9,4,3,2,1,0,0,0
42,42,Indiana,4,27,7,4,1,0,0,0,0,0
43,42,Kent State,4,27,14,9,5,1,1,1,0,0
44,42,Ohio State,4,27,9,3,2,0,0,0,0,0
45,42,Oregon,4,27,11,2,0,0,0,0,0,0
46,42,Pittsburgh,4,27,14,10,6,3,1,0,0,0
47,42,Texas A&M,4,27,6,1,0,0,0,0,0,0
48,49,Army,4,28,11,4,1,1,1,0,0,0
49,49,East Carolina,4,28,9,4,3,1,1,1,1,0
50,49,Fresno State,3,28,7,4,2,0,0,0,0,0
51,49,Penn State,3,28,13,5,3,0,0,0,0,0
52,49,San Jose State,3,28,11,7,2,1,1,0,0,0
53,54,Northern Illinois,3,29,14,4,2,0,0,0,0,0
54,54,Oregon State,3,29,14,4,2,1,0,0,0,0
55,54,Tulane,4,29,12,6,2,1,1,1,0,0
56,54,UTEP,3,29,12,5,3,0,0,0,0,0
57,54,UTSA,4,29,10,4,1,0,0,0,0,0
58,54,Virginia,4,29,13,5,2,1,0,0,0,0
59,60,Purdue,3,30,12,4,3,1,1,1,0,0
60,61,Liberty,4,31,11,5,3,2,0,0,0,0
61,61,North Texas,4,31,12,8,2,1,1,0,0,0
62,61,West Virginia,4,31,8,3,2,1,1,1,0,0
63,64,Alabama,4,32,8,4,1,0,0,0,0,0
64,64,Buffalo,4,32,16,9,4,2,0,0,0,0
65,64,Florida,4,32,13,2,1,0,0,0,0,0
66,67,Louisiana-Monroe,3,33,9,5,4,2,2,2,1,0
67,67,Miami (Florida),4,33,11,6,3,3,3,0,0,0
68,67,South Alabama,4,33,10,7,4,2,1,0,0,0
69,67,Utah,4,33,9,6,3,2,2,2,0,0
70,71,BYU,4,34,8,4,2,2,1,0,0,0
71,71,Louisville,4,34,11,5,3,2,2,1,0,0
72,71,North Carolina,4,34,12,6,3,1,0,0,0,0
73,71,Ohio,4,34,17,7,2,1,1,1,0,0
74,71,Washington,4,34,11,1,1,1,1,0,0,0
75,71,Western Michigan,4,34,12,5,4,1,0,0,0,0
76,77,Florida International,4,35,12,4,4,2,1,1,1,0
77,77,LSU,4,35,12,5,2,1,0,0,0,0
78,77,Miami (Ohio),4,35,15,8,5,3,1,0,0,0
79,77,Nebraska,4,35,11,3,2,2,1,1,1,1
