,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
59,60,Texas,13,17,112,6.59,0,1.3,8.6
60,61,South Alabama,12,23,152,6.61,0,1.9,12.7
61,62,SMU,13,10,67,6.70,0,0.8,5.2
62,63,UCF,13,6,41,6.83,0,0.5,3.2
63,64,Purdue,13,13,89,6.85,0,1.0,6.8
64,64,Oklahoma State,13,13,89,6.85,1,1.0,6.8
65,66,Temple,13,14,97,6.93,0,1.1,7.5
66,67,Duke,13,26,186,7.15,1,2.0,14.3
67,68,Northern Illinois,13,18,129,7.17,1,1.4,9.9
68,69,South Florida,12,22,158,7.18,1,1.8,13.2
69,70,Wisconsin,14,18,132,7.33,0,1.3,9.4
70,70,Tennessee,12,30,220,7.33,0,2.5,18.3
71,72,Hawai'i,12,27,201,7.44,0,2.3,16.8
72,73,Ohio State,14,7,54,7.71,0,0.5,3.9
73,74,Louisiana-Monroe,12,19,148,7.79,0,1.6,12.3
74,75,Utah State,13,16,128,8.00,0,1.2,9.8
75,76,Louisiana Tech,13,12,97,8.08,1,0.9,7.5
76,77,Texas A&M,13,18,146,8.11,2,1.4,11.2
77,78,Appalachian State,13,16,131,8.19,0,1.2,10.1
78,79,Texas State,12,30,247,8.23,1,2.5,20.6
79,80,TCU,14,8,66,8.25,0,0.6,4.7
80,81,Missouri,13,11,92,8.36,0,0.8,7.1
81,81,Buffalo,12,11,92,8.36,0,0.9,7.7
82,83,Notre Dame,13,27,227,8.41,1,2.1,17.5
83,84,Tulsa,12,24,204,8.50,1,2.0,17.0
84,85,Army,13,7,61,8.71,0,0.5,4.7
85,86,Michigan,13,22,198,9.00,1,1.7,15.2
86,87,Central Michigan,13,29,268,9.24,0,2.2,20.6
87,88,Troy,13,17,160,9.41,1,1.3,12.3
88,89,Rutgers,12,26,245,9.42,1,2.2,20.4
89,90,Georgia Tech,11,21,198,9.43,1,1.9,18.0
90,91,USC,14,19,181,9.53,0,1.4,12.9
91,92,UTEP,12,33,315,9.55,1,2.8,26.3
92,93,Wake Forest,13,28,269,9.61,1,2.2,20.7
93,94,Clemson,14,21,206,9.81,0,1.5,14.7
94,95,Stanford,14,19,187,9.84,1,1.4,13.4
95,96,Mississippi,12,11,109,9.91,0,0.9,9.1
96,97,Georgia State,12,19,190,10.00,0,1.6,15.8
97,98,Vanderbilt,12,16,161,10.06,1,1.3,13.4
98,99,Nebraska,12,11,111,10.09,1,0.9,9.3
99,100,San Diego State,13,16,162,10.13,1,1.2,12.5
100,101,Georgia Southern,12,15,153,10.20,1,1.3,12.8
101,102,UAB,13,28,289,10.32,1,2.2,22.2
102,103,Colorado State,13,13,136,10.46,2,1.0,10.5
103,104,California,12,17,178,10.47,0,1.4,14.8
104,105,New Mexico,12,11,117,10.64,1,0.9,9.8
105,106,Florida,11,28,306,10.93,0,2.5,27.8
106,107,West Virginia,13,20,223,11.15,0,1.5,17.2
107,108,Maryland,12,13,146,11.23,1,1.1,12.2
108,109,Auburn,14,14,160,11.43,1,1.0,11.4
109,110,Rice,12,23,266,11.57,1,1.9,22.2
110,111,East Carolina,12,17,204,12.00,1,1.4,17.0
111,112,Arizona,13,17,205,12.06,1,1.3,15.8
112,113,Ball State,12,23,284,12.35,3,1.9,23.7
113,114,Pittsburgh,12,20,251,12.55,1,1.7,20.9
114,115,UCLA,13,19,240,12.63,2,1.5,18.5
115,116,Florida State,13,20,253,12.65,0,1.5,19.5
116,117,North Carolina,12,24,304,12.67,1,2.0,25.3
117,118,Virginia,13,25,321,12.84,2,1.9,24.7
118,119,North Carolina State,13,18,237,13.17,1,1.4,18.2
119,120,Massachusetts,12,32,429,13.41,1,2.7,35.8
120,121,Air Force,12,9,122,13.56,1,0.8,10.2
121,122,Idaho,12,25,346,13.84,1,2.1,28.8
122,123,UNLV,12,16,228,14.25,0,1.3,19.0
123,124,Akron,14,23,330,14.35,1,1.6,23.6
124,125,Fresno State,14,13,188,14.46,1,0.9,13.4
125,126,San Jose State,13,19,275,14.47,1,1.5,21.2
126,127,Louisiana-Lafayette,12,8,117,14.63,1,0.7,9.8
127,128,Oklahoma,14,8,131,16.38,0,0.6,9.4
128,129,Nevada,12,10,165,16.50,1,0.8,13.8
129,130,Kansas,12,20,366,18.30,2,1.7,30.5
