,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
34,35,Middle Tennessee,13,1743,2902,939,4645,4.95,357.3
35,36,Iowa,13,1880,2767,914,4647,5.08,357.5
36,37,South Florida,12,1523,2794,892,4317,4.84,359.8
37,38,Miami (Florida),13,1895,2822,989,4717,4.77,362.8
38,39,Eastern Michigan,12,2079,2284,817,4363,5.34,363.6
39,40,Virginia,13,2591,2155,879,4746,5.40,365.1
40,41,Texas,13,1389,3364,916,4753,5.19,365.6
41,41,UAB,13,2287,2466,882,4753,5.39,365.6
42,43,Iowa State,13,1664,3096,882,4760,5.40,366.2
43,44,South Carolina,13,1834,2938,924,4772,5.16,367.1
44,45,Miami (Ohio),12,2001,2410,814,4411,5.42,367.6
45,46,Notre Dame,13,2008,2791,951,4799,5.05,369.2
46,46,Oregon,13,1671,3128,946,4799,5.07,369.2
47,48,Navy,13,2009,2805,780,4814,6.17,370.3
48,49,Central Michigan,13,2408,2412,959,4820,5.03,370.8
49,50,Ohio,13,1436,3395,912,4831,5.30,371.6
50,51,BYU,13,1919,2928,906,4847,5.35,372.8
51,52,Purdue,13,1728,3153,926,4881,5.27,375.5
52,53,Western Kentucky,13,2214,2689,888,4903,5.52,377.2
53,54,Arkansas State,12,1633,2897,857,4530,5.29,377.5
54,55,Western Michigan,12,1873,2669,806,4542,5.64,378.5
55,56,Temple,13,2270,2689,919,4959,5.40,381.5
56,57,Boston College,13,2482,2495,926,4977,5.37,382.8
57,58,North Carolina State,13,1703,3292,898,4995,5.56,384.2
58,59,Toledo,14,2490,2900,958,5390,5.63,385.0
59,60,Louisiana Tech,13,2296,2716,897,5012,5.59,385.5
60,61,Georgia State,12,1637,3017,802,4654,5.80,387.8
61,62,Louisville,13,2124,2921,899,5045,5.61,388.1
62,63,Florida Atlantic,14,2224,3230,1051,5454,5.19,389.6
63,64,Idaho,12,2017,2668,835,4685,5.61,390.4
64,65,Vanderbilt,12,2382,2335,807,4717,5.85,393.1
65,66,Air Force,12,2674,2053,694,4727,6.81,393.9
66,67,Oklahoma,14,2191,3338,947,5529,5.84,394.9
67,68,USC,14,2221,3318,985,5539,5.62,395.6
68,69,Pittsburgh,12,1709,3050,798,4759,5.96,396.6
69,70,New Mexico,12,1889,2887,779,4776,6.13,398.0
70,71,Buffalo,12,2338,2440,870,4778,5.49,398.2
71,72,Rutgers,12,2182,2601,836,4783,5.72,398.6
72,73,Utah State,13,2813,2372,1002,5185,5.17,398.8
73,74,New Mexico State,13,2164,3047,972,5211,5.36,400.8
74,75,Massachusetts,12,2375,2484,844,4859,5.76,404.9
75,76,Stanford,14,2366,3306,949,5672,5.98,405.1
76,77,Kent State,12,2559,2341,789,4900,6.21,408.3
77,78,Texas A&M,13,2221,3089,943,5310,5.63,408.5
78,79,Oklahoma State,13,1829,3492,966,5321,5.51,409.3
79,80,Georgia Southern,12,2164,2761,746,4925,6.60,410.4
80,81,Coastal Carolina,12,2034,2895,815,4929,6.05,410.8
81,82,Tennessee,12,3015,1940,834,4955,5.94,412.9
82,83,Missouri,13,2075,3308,962,5383,5.60,414.1
83,84,Florida International,13,2227,3167,896,5394,6.02,414.9
84,85,South Alabama,12,1822,3191,852,5013,5.88,417.8
85,86,Illinois,12,2622,2399,887,5021,5.66,418.4
86,87,Maryland,12,2290,2743,896,5033,5.62,419.4
87,88,Ball State,12,2256,2803,764,5059,6.62,421.6
88,89,Houston,12,1775,3291,944,5066,5.37,422.2
89,90,Rice,12,2311,2799,795,5110,6.43,425.8
90,91,Kansas State,13,1530,4018,953,5548,5.82,426.8
91,92,Kentucky,13,2279,3271,893,5550,6.22,426.9
92,93,Old Dominion,12,2450,2682,885,5132,5.80,427.7
93,94,UCF,13,2079,3485,969,5564,5.74,428.0
94,95,Cincinnati,12,2309,2833,879,5142,5.85,428.5
95,96,California,12,1969,3190,888,5159,5.81,429.9
96,97,North Texas,14,2835,3205,1013,6040,5.96,431.4
97,98,Colorado State,13,2432,3179,892,5611,6.29,431.6
98,99,North Carolina,12,2556,2677,895,5233,5.85,436.1
99,99,Tulane,12,2525,2708,783,5233,6.68,436.1
100,101,Nebraska,12,2577,2657,826,5234,6.34,436.2
101,102,Arkansas,12,2353,2906,815,5259,6.45,438.3
102,103,Texas State,12,1700,3567,852,5267,6.18,438.9
103,104,Akron,14,2876,3324,1030,6200,6.02,442.9
104,105,Texas Tech,13,2101,3668,998,5769,5.78,443.8
105,106,Syracuse,12,2360,2968,832,5328,6.40,444.0
106,107,West Virginia,13,2654,3138,944,5792,6.14,445.5
107,108,UTEP,12,2812,2547,859,5359,6.24,446.6
108,109,Arizona State,13,2272,3574,924,5846,6.33,449.7
109,110,Colorado,12,2496,2911,884,5407,6.12,450.6
110,111,Charlotte,12,2470,2985,886,5455,6.16,454.6
111,112,Baylor,12,2279,3204,849,5483,6.46,456.9
112,113,Wake Forest,13,2415,3530,1069,5945,5.56,457.3
113,114,UNLV,12,2872,2632,878,5504,6.27,458.7
114,115,Hawai'i,12,2522,2983,814,5505,6.76,458.8
115,116,Mississippi,12,2944,2570,895,5514,6.16,459.5
116,117,Memphis,13,2394,3667,1054,6061,5.75,466.2
117,118,Kansas,12,2059,3561,873,5620,6.44,468.3
118,119,Arizona,13,2406,3719,1015,6125,6.03,471.2
119,120,Nevada,12,2499,3157,924,5656,6.12,471.3
120,121,Oregon State,12,2829,2848,859,5677,6.61,473.1
121,122,SMU,13,2700,3497,940,6197,6.59,476.7
122,123,UCLA,13,3736,2552,1004,6288,6.26,483.7
123,124,Louisiana-Lafayette,12,2839,3073,899,5912,6.58,492.7
124,125,San Jose State,13,3710,2781,1045,6491,6.21,499.3
125,126,Bowling Green,12,3039,3040,920,6079,6.61,506.6
126,127,Connecticut,12,2221,4007,920,6228,6.77,519.0
127,128,Tulsa,12,3180,3167,868,6347,7.31,528.9
128,129,Louisiana-Monroe,12,2793,3592,880,6385,7.26,532.1
129,130,East Carolina,12,2946,3554,842,6500,7.72,541.7
