,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Washington,13,25,458,18.32,4,1.9,35.2
1,2,Texas A&M,13,14,240,17.14,2,1.1,18.5
2,3,Missouri,13,14,232,16.57,2,1.1,17.8
3,4,TCU,14,21,347,16.52,2,1.5,24.8
4,5,Miami (Florida),13,14,220,15.71,0,1.1,16.9
5,6,UCF,13,17,250,14.71,1,1.3,19.2
6,7,Pittsburgh,12,23,329,14.30,2,1.9,27.4
7,8,Kentucky,13,8,112,14.00,0,0.6,8.6
8,9,Arkansas State,12,27,370,13.70,1,2.3,30.8
9,10,Kansas State,13,29,395,13.62,1,2.2,30.4
10,11,Boston College,13,27,354,13.11,0,2.1,27.2
11,12,Arkansas,12,4,51,12.75,0,0.3,4.3
12,13,Indiana,12,29,368,12.69,2,2.4,30.7
13,14,North Carolina State,13,16,197,12.31,2,1.2,15.2
14,15,Louisiana-Lafayette,12,19,233,12.26,0,1.6,19.4
15,16,Penn State,13,27,329,12.19,1,2.1,25.3
16,17,Clemson,14,29,322,11.10,1,2.1,23.0
17,18,USC,14,21,229,10.90,2,1.5,16.4
18,19,Toledo,14,28,305,10.89,1,2.0,21.8
19,20,North Carolina,12,21,226,10.76,0,1.8,18.8
20,21,Virginia Tech,13,39,413,10.59,2,3.0,31.8
21,22,San Diego State,13,25,264,10.56,1,1.9,20.3
22,23,Colorado,12,19,200,10.53,1,1.6,16.7
23,24,Maryland,12,18,189,10.50,1,1.5,15.8
24,25,Wake Forest,13,31,323,10.42,1,2.4,24.8
25,25,North Texas,14,19,198,10.42,2,1.4,14.1
26,27,Utah,13,28,291,10.39,0,2.2,22.4
27,28,Boise State,14,30,310,10.33,2,2.1,22.1
28,28,Arizona,13,18,186,10.33,2,1.4,14.3
29,30,Wyoming,13,23,236,10.26,0,1.8,18.2
30,31,Georgia,15,28,283,10.11,0,1.9,18.9
31,32,LSU,13,19,191,10.05,2,1.5,14.7
32,33,Nevada,12,13,130,10.00,1,1.1,10.8
33,34,California,12,9,89,9.89,0,0.8,7.4
34,35,Mississippi State,13,24,231,9.63,2,1.8,17.8
35,36,Utah State,13,30,287,9.57,1,2.3,22.1
36,37,Georgia Southern,12,15,143,9.53,0,1.3,11.9
37,38,South Florida,12,24,226,9.42,0,2.0,18.8
38,39,UAB,13,18,169,9.39,0,1.4,13.0
39,40,Florida Atlantic,14,17,155,9.12,0,1.2,11.1
40,41,Army,13,12,109,9.08,1,0.9,8.4
41,42,Iowa State,13,20,181,9.05,1,1.5,13.9
42,43,Texas,13,20,179,8.95,1,1.5,13.8
43,44,Colorado State,13,14,122,8.71,0,1.1,9.4
44,45,Ball State,12,10,87,8.70,0,0.8,7.3
45,46,Appalachian State,13,26,225,8.65,0,2.0,17.3
46,47,Stanford,14,20,172,8.60,1,1.4,12.3
47,48,Wisconsin,14,24,206,8.58,1,1.7,14.7
48,49,Baylor,12,7,60,8.57,0,0.6,5.0
49,50,Ohio,13,22,188,8.55,0,1.7,14.5
50,51,Auburn,14,21,179,8.52,1,1.5,12.8
51,52,Old Dominion,12,25,210,8.40,0,2.1,17.5
52,53,Buffalo,12,17,142,8.35,0,1.4,11.8
53,54,Air Force,12,10,83,8.30,0,0.8,6.9
54,55,Florida State,13,31,255,8.23,0,2.4,19.6
55,56,Tennessee,12,14,112,8.00,0,1.2,9.3
56,56,Bowling Green,12,13,104,8.00,0,1.1,8.7
57,58,Alabama,14,38,301,7.92,0,2.7,21.5
58,59,Michigan,13,42,328,7.81,1,3.2,25.2
59,60,Troy,13,23,179,7.78,0,1.8,13.8
60,61,Temple,13,22,168,7.64,1,1.7,12.9
61,62,Vanderbilt,12,16,121,7.56,0,1.3,10.1
62,63,Western Michigan,12,14,105,7.50,0,1.2,8.8
63,64,Coastal Carolina,12,25,185,7.40,0,2.1,15.4
64,65,Rice,12,14,103,7.36,0,1.2,8.6
65,66,Georgia Tech,11,17,125,7.35,0,1.5,11.4
66,67,Navy,13,8,58,7.25,0,0.6,4.5
67,68,Northwestern,13,13,94,7.23,0,1.0,7.2
68,69,Texas State,12,18,130,7.22,0,1.5,10.8
69,69,Middle Tennessee,13,18,130,7.22,1,1.4,10.0
70,69,UNLV,12,9,65,7.22,0,0.8,5.4
71,72,Syracuse,12,19,137,7.21,0,1.6,11.4
72,73,Louisiana-Monroe,12,14,99,7.07,0,1.2,8.3
73,74,South Carolina,13,20,141,7.05,0,1.5,10.8
74,75,Cincinnati,12,14,95,6.79,0,1.2,7.9
75,76,Rutgers,12,18,121,6.72,0,1.5,10.1
76,77,Louisiana Tech,13,14,94,6.71,1,1.1,7.2
77,77,Mississippi,12,7,47,6.71,0,0.6,3.9
78,79,Connecticut,12,10,67,6.70,0,0.8,5.6
79,80,Oregon,13,18,116,6.44,0,1.4,8.9
80,80,Fresno State,14,16,103,6.44,0,1.1,7.4
81,82,New Mexico State,13,12,77,6.42,0,0.9,5.9
82,83,Georgia State,12,15,96,6.40,0,1.3,8.0
83,84,Notre Dame,13,25,156,6.24,0,1.9,12.0
84,85,Kansas,12,13,81,6.23,0,1.1,6.8
85,86,Nebraska,12,15,93,6.20,0,1.3,7.8
86,87,Illinois,12,12,74,6.17,0,1.0,6.2
87,87,Miami (Ohio),12,6,37,6.17,0,0.5,3.1
88,89,Iowa,13,20,123,6.15,0,1.5,9.5
89,90,Arizona State,13,19,115,6.05,1,1.5,8.8
90,91,Idaho,12,13,77,5.92,0,1.1,6.4
91,92,Oregon State,12,6,35,5.83,0,0.5,2.9
92,93,Southern Mississippi,13,19,110,5.79,0,1.5,8.5
93,94,Kent State,12,21,121,5.76,0,1.8,10.1
94,95,Texas Tech,13,18,102,5.67,0,1.4,7.8
95,96,Duke,13,19,107,5.63,0,1.5,8.2
96,97,Oklahoma,14,17,95,5.59,0,1.2,6.8
97,98,Ohio State,14,30,166,5.53,0,2.1,11.9
98,99,Memphis,13,21,115,5.48,0,1.6,8.8
99,100,Central Michigan,13,20,109,5.45,0,1.5,8.4
100,101,San Jose State,13,16,85,5.31,0,1.2,6.5
101,102,UCLA,13,14,73,5.21,0,1.1,5.6
102,103,Louisville,13,24,123,5.13,0,1.8,9.5
103,104,Florida,11,13,66,5.08,0,1.2,6.0
104,105,Charlotte,12,16,81,5.06,0,1.3,6.8
105,106,Hawai'i,12,6,30,5.00,0,0.5,2.5
106,107,Northern Illinois,13,31,154,4.97,2,2.4,11.8
107,108,BYU,13,24,118,4.92,0,1.8,9.1
108,109,Oklahoma State,13,17,83,4.88,0,1.3,6.4
109,110,South Alabama,12,7,34,4.86,0,0.6,2.8
110,111,West Virginia,13,22,106,4.82,1,1.7,8.2
111,112,Eastern Michigan,12,27,128,4.74,1,2.3,10.7
112,113,Massachusetts,12,17,79,4.65,0,1.4,6.6
113,114,Virginia,13,22,98,4.45,0,1.7,7.5
114,115,Houston,12,16,70,4.38,0,1.3,5.8
115,116,UTSA,11,19,81,4.26,0,1.7,7.4
116,117,Washington State,13,22,91,4.14,0,1.7,7.0
117,118,Minnesota,12,9,36,4.00,0,0.8,3.0
118,119,Michigan State,13,21,82,3.90,0,1.6,6.3
119,120,UTEP,12,14,54,3.86,0,1.2,4.5
120,121,Florida International,13,13,49,3.77,0,1.0,3.8
121,122,SMU,13,7,26,3.71,0,0.5,2.0
122,123,Purdue,13,18,62,3.44,0,1.4,4.8
123,124,New Mexico,12,17,58,3.41,0,1.4,4.8
124,125,Tulane,12,7,23,3.29,0,0.6,1.9
125,126,Western Kentucky,13,14,39,2.79,0,1.1,3.0
126,127,Akron,14,6,12,2.00,0,0.4,0.9
127,128,Marshall,13,22,41,1.86,0,1.7,3.2
128,129,Tulsa,12,3,4,1.33,0,0.3,0.3
129,130,East Carolina,12,6,-4,-0.67,0,0.5,-0.3
