,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
0,1,Western Michigan,12,60,3250,54.17,13,21.67,5,0
1,2,Kansas State,13,67,3840,57.31,20,29.85,0,0
2,3,Memphis,13,69,3956,57.33,18,26.09,2,7
3,4,Marshall,13,58,3339,57.57,18,31.03,1,1
4,5,Ohio,13,64,3699,57.80,24,37.50,1,2
5,6,Louisiana-Monroe,12,86,4983,57.94,23,26.74,6,0
6,7,San Diego State,13,55,3190,58.00,17,30.91,3,0
7,8,Penn State,13,47,2732,58.13,12,25.53,1,3
8,9,Georgia Southern,12,72,4186,58.14,19,26.39,0,0
9,10,UCF,13,60,3509,58.48,22,36.67,1,2
10,11,Texas,13,55,3219,58.53,24,43.64,0,2
11,12,Troy,13,50,2933,58.66,11,22.00,2,4
12,13,Arkansas State,12,60,3537,58.95,21,35.00,3,2
13,14,North Texas,14,89,5250,58.99,39,43.82,1,1
14,15,USC,14,71,4193,59.06,25,35.21,2,1
15,16,Eastern Michigan,12,54,3191,59.09,16,29.63,1,1
16,17,Army,13,57,3375,59.21,18,31.58,1,1
17,18,Toledo,14,69,4088,59.25,22,31.88,2,3
18,19,Rutgers,12,67,3976,59.34,22,32.84,2,3
19,20,Kent State,12,78,4634,59.41,26,33.33,0,0
20,21,TCU,14,58,3449,59.47,27,46.55,1,1
21,22,Miami (Ohio),12,57,3396,59.58,16,28.07,1,2
22,23,Fresno State,14,57,3401,59.67,15,26.32,2,3
23,24,Boston College,13,63,3762,59.71,15,23.81,3,0
24,25,Notre Dame,13,61,3644,59.74,20,32.79,3,1
25,26,Massachusetts,12,75,4484,59.79,28,37.33,1,1
26,27,Navy,13,69,4128,59.83,27,39.13,2,1
27,28,Western Kentucky,13,68,4074,59.91,20,29.41,1,3
28,29,Virginia,13,70,4201,60.01,26,37.14,1,1
29,30,Maryland,12,81,4863,60.04,12,14.81,7,1
30,31,San Jose State,13,98,5888,60.08,48,48.98,4,2
31,32,Buffalo,12,53,3187,60.13,17,32.08,0,1
32,32,UNLV,12,72,4329,60.13,31,43.06,2,2
33,34,Kansas,12,96,5774,60.15,39,40.63,6,0
34,35,South Carolina,13,62,3732,60.19,27,43.55,1,1
35,36,Temple,13,64,3858,60.28,14,21.88,4,5
36,37,Bowling Green,12,83,5007,60.33,32,38.55,4,0
37,38,UAB,13,69,4164,60.35,23,33.33,2,3
38,39,Florida Atlantic,14,64,3867,60.42,26,40.63,2,1
39,40,Louisiana Tech,13,65,3935,60.54,31,47.69,2,1
40,41,Akron,14,79,4797,60.72,43,54.43,3,0
41,42,New Mexico,12,73,4439,60.81,26,35.62,1,0
42,42,Arkansas,12,81,4926,60.81,33,40.74,1,0
43,44,Georgia Tech,11,56,3406,60.82,16,28.57,1,2
44,45,Michigan State,13,52,3163,60.83,17,32.69,2,3
45,46,Mississippi State,13,58,3531,60.88,26,44.83,3,1
46,47,Tulsa,12,83,5054,60.89,35,42.17,2,1
