,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Michigan,13,37,555,15.00,0,2.8,42.7
1,2,Kansas State,13,38,630,16.58,0,2.9,48.5
2,3,Bowling Green,12,44,735,16.70,0,3.7,61.3
3,4,New Mexico,12,9,151,16.78,0,0.8,12.6
4,5,UTEP,12,11,186,16.91,0,0.9,15.5
5,6,Iowa,13,37,632,17.08,0,2.8,48.6
6,7,Tulane,12,34,587,17.26,0,2.8,48.9
7,8,Florida Atlantic,14,23,399,17.35,0,1.6,28.5
8,9,Stanford,14,26,452,17.38,0,1.9,32.3
9,10,Ohio State,14,82,1428,17.41,2,5.9,102.0
10,11,Ohio,13,73,1272,17.42,0,5.6,97.8
11,12,Air Force,12,30,529,17.63,0,2.5,44.1
12,13,Marshall,13,31,550,17.74,0,2.4,42.3
13,14,Memphis,13,73,1296,17.75,0,5.6,99.7
14,15,San Jose State,13,9,161,17.89,0,0.7,12.4
15,16,Mississippi State,13,29,520,17.93,0,2.2,40.0
16,17,Virginia Tech,13,16,288,18.00,0,1.2,22.2
17,18,Rutgers,12,30,541,18.03,0,2.5,45.1
18,19,Northwestern,13,45,814,18.09,0,3.5,62.6
19,20,Fresno State,14,39,707,18.13,0,2.8,50.5
20,21,Utah State,13,36,653,18.14,1,2.8,50.2
21,22,BYU,13,32,591,18.47,0,2.5,45.5
22,23,Navy,13,50,929,18.58,1,3.8,71.5
23,24,Alabama,14,52,973,18.71,0,3.7,69.5
24,25,Washington,13,65,1218,18.74,0,5.0,93.7
25,26,Central Michigan,13,44,828,18.82,0,3.4,63.7
26,27,Oregon State,12,36,680,18.89,0,3.0,56.7
27,28,TCU,14,48,910,18.96,0,3.4,65.0
28,29,North Carolina,12,28,536,19.14,1,2.3,44.7
29,30,Charlotte,12,23,441,19.17,0,1.9,36.8
30,31,Florida International,13,32,615,19.22,0,2.5,47.3
31,32,Illinois,12,11,212,19.27,0,0.9,17.7
32,33,Western Michigan,12,54,1044,19.33,0,4.5,87.0
33,34,Arkansas,12,38,735,19.34,1,3.2,61.3
34,35,Oklahoma State,13,66,1278,19.36,1,5.1,98.3
35,36,Duke,13,52,1008,19.38,0,4.0,77.5
36,37,Maryland,12,49,951,19.41,0,4.1,79.3
37,38,Wisconsin,14,29,565,19.48,0,2.1,40.4
38,39,Penn State,13,53,1034,19.51,0,4.1,79.5
39,40,Georgia,15,29,566,19.52,0,1.9,37.7
40,41,UTSA,11,36,706,19.61,0,3.3,64.2
41,42,West Virginia,13,45,884,19.64,0,3.5,68.0
42,42,Clemson,14,59,1159,19.64,0,4.2,82.8
43,44,Northern Illinois,13,46,904,19.65,1,3.5,69.5
44,45,Appalachian State,13,50,989,19.78,1,3.8,76.1
45,46,Louisville,13,66,1306,19.79,1,5.1,100.5
46,47,Colorado,12,24,478,19.92,0,2.0,39.8
47,48,Cincinnati,12,33,658,19.94,1,2.8,54.8
48,48,Ball State,12,36,718,19.94,0,3.0,59.8
49,50,LSU,13,38,760,20.00,0,2.9,58.5
50,50,Toledo,14,51,1020,20.00,0,3.6,72.9
51,52,Western Kentucky,13,36,722,20.06,0,2.8,55.5
52,52,Louisiana Tech,13,53,1063,20.06,1,4.1,81.8
53,54,Akron,14,46,924,20.09,0,3.3,66.0
54,54,North Carolina State,13,54,1085,20.09,1,4.2,83.5
55,56,Old Dominion,12,37,744,20.11,0,3.1,62.0
56,57,Tulsa,12,37,747,20.19,0,3.1,62.3
57,58,Buffalo,12,38,768,20.21,0,3.2,64.0
58,59,Mississippi,12,51,1038,20.35,0,4.3,86.5
59,60,Hawai'i,12,47,957,20.36,2,3.9,79.8
60,61,UCF,13,78,1589,20.37,1,6.0,122.2
61,62,Army,13,48,981,20.44,1,3.7,75.5
62,63,Kentucky,13,35,716,20.46,0,2.7,55.1
63,64,Idaho,12,24,492,20.50,0,2.0,41.0
64,65,South Carolina,13,21,431,20.52,0,1.6,33.2
65,65,Florida State,13,33,677,20.52,0,2.5,52.1
66,67,Wyoming,13,33,682,20.67,0,2.5,52.5
67,68,Temple,13,47,976,20.77,0,3.6,75.1
68,69,San Diego State,13,44,917,20.84,0,3.4,70.5
69,70,Georgia Southern,12,7,146,20.86,0,0.6,12.2
70,71,Michigan State,13,47,982,20.89,1,3.6,75.5
71,72,Wake Forest,13,49,1030,21.02,0,3.8,79.2
72,73,California,12,32,680,21.25,0,2.7,56.7
73,74,Houston,12,36,767,21.31,1,3.0,63.9
74,75,Arkansas State,12,49,1048,21.39,3,4.1,87.3
75,76,Eastern Michigan,12,40,856,21.40,0,3.3,71.3
76,77,UNLV,12,50,1072,21.44,0,4.2,89.3
77,78,Colorado State,13,35,751,21.46,0,2.7,57.8
78,79,Troy,13,49,1053,21.49,0,3.8,81.0
79,80,Missouri,13,39,851,21.82,1,3.0,65.5
80,81,Miami (Ohio),12,30,655,21.83,2,2.5,54.6
81,82,Vanderbilt,12,16,350,21.88,0,1.3,29.2
82,83,Minnesota,12,35,768,21.94,0,2.9,64.0
83,84,Boise State,14,30,659,21.97,0,2.1,47.1
84,85,Syracuse,12,32,708,22.13,0,2.7,59.0
85,86,Oregon,13,42,930,22.14,0,3.2,71.5
86,87,Louisiana-Lafayette,12,40,886,22.15,1,3.3,73.8
87,88,Boston College,13,31,690,22.26,0,2.4,53.1
88,89,Arizona,13,28,625,22.32,0,2.2,48.1
89,90,Texas A&M,13,43,963,22.40,1,3.3,74.1
90,91,Notre Dame,13,57,1286,22.56,0,4.4,98.9
91,92,Utah,13,29,657,22.66,0,2.2,50.5
92,93,Tennessee,12,17,392,23.06,0,1.4,32.7
93,94,North Texas,14,53,1223,23.08,2,3.8,87.4
94,95,Oklahoma,14,21,485,23.10,0,1.5,34.6
95,96,Connecticut,12,22,509,23.14,0,1.8,42.4
96,97,Nevada,12,27,625,23.15,1,2.3,52.1
97,97,South Alabama,12,39,903,23.15,1,3.3,75.3
98,99,Arizona State,13,22,511,23.23,1,1.7,39.3
99,100,Georgia State,12,37,863,23.32,1,3.1,71.9
100,101,Massachusetts,12,45,1050,23.33,1,3.8,87.5
101,102,Louisiana-Monroe,12,43,1004,23.35,1,3.6,83.7
102,103,Purdue,13,26,609,23.42,0,2.0,46.8
103,103,Nebraska,12,31,726,23.42,1,2.6,60.5
104,105,UAB,13,37,868,23.46,1,2.8,66.8
105,105,Miami (Florida),13,41,962,23.46,1,3.2,74.0
106,107,Coastal Carolina,12,46,1082,23.52,4,3.8,90.2
107,108,Washington State,13,44,1039,23.61,0,3.4,79.9
108,109,Texas State,12,29,685,23.62,1,2.4,57.1
109,110,Kansas,12,29,688,23.72,1,2.4,57.3
110,111,Iowa State,13,31,737,23.77,1,2.4,56.7
111,112,USC,14,48,1156,24.08,1,3.4,82.6
112,113,SMU,13,55,1329,24.16,0,4.2,102.2
113,114,South Florida,12,47,1136,24.17,1,3.9,94.7
114,115,Southern Mississippi,13,32,781,24.41,0,2.5,60.1
115,116,UCLA,13,48,1172,24.42,0,3.7,90.2
116,117,Virginia,13,35,856,24.46,0,2.7,65.8
117,118,Georgia Tech,11,44,1077,24.48,1,4.0,97.9
118,119,Baylor,12,42,1032,24.57,1,3.5,86.0
119,120,Indiana,12,26,647,24.88,1,2.2,53.9
120,121,Texas,13,35,877,25.06,0,2.7,67.5
121,122,Pittsburgh,12,28,706,25.21,1,2.3,58.8
122,123,Kent State,12,27,687,25.44,1,2.3,57.3
123,124,Rice,12,8,204,25.50,0,0.7,17.0
124,125,Texas Tech,13,32,831,25.97,0,2.5,63.9
125,126,Middle Tennessee,13,29,766,26.41,0,2.2,58.9
126,127,Florida,11,9,239,26.56,0,0.8,21.7
127,128,East Carolina,12,20,533,26.65,1,1.7,44.4
128,129,New Mexico State,13,38,1019,26.82,2,2.9,78.4
129,130,Auburn,14,25,680,27.20,1,1.8,48.6
