,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
83,84,Baylor,12,116,47,25,14,6,2,0,0,0
84,84,Colorado,12,116,40,19,10,4,1,0,0,0
85,84,Miami (Florida),13,116,37,11,4,1,1,1,0,0
86,84,Missouri,13,116,48,25,13,10,4,1,1,0
87,84,West Virginia,13,116,44,19,14,10,5,2,2,1
88,84,Western Kentucky,13,116,32,15,7,2,1,1,1,0
89,90,Bowling Green,12,117,42,21,13,7,4,2,0,0
90,90,UCF,13,117,46,25,17,13,9,6,2,0
91,90,USC,14,117,54,26,13,5,3,2,0,0
92,93,Notre Dame,13,118,41,9,1,0,0,0,0,0
93,93,Texas A&M,13,118,46,24,14,5,0,0,0,0
94,95,Colorado State,13,119,49,22,13,8,4,3,0,0
95,95,South Carolina,13,119,31,13,6,3,3,0,0,0
96,97,Florida International,13,120,43,14,8,5,4,1,0,0
97,97,Marshall,13,120,36,15,10,1,1,0,0,0
98,97,Texas,13,120,55,23,16,9,3,2,1,0
99,100,Kentucky,13,121,42,15,13,6,2,1,0,0
100,101,California,12,122,41,18,11,7,3,2,0,0
101,102,East Carolina,12,123,56,34,19,9,8,6,1,0
102,102,Pittsburgh,12,123,49,27,12,4,2,1,0,0
103,102,Rice,12,123,34,19,10,4,0,0,0,0
104,102,Troy,13,123,39,18,7,0,0,0,0,0
105,106,Hawai'i,12,124,53,21,6,3,1,1,0,0
106,106,Kansas,12,124,59,27,11,7,3,2,0,0
107,108,Nevada,12,125,42,23,15,6,2,0,0,0
108,108,North Carolina State,13,125,42,22,9,6,4,2,0,0
109,110,Arizona State,13,126,55,24,12,6,1,0,0,0
110,111,Houston,12,127,48,16,6,4,3,2,0,0
111,111,Iowa State,13,127,42,11,5,3,2,1,1,0
112,111,Northwestern,13,127,39,20,8,5,3,0,0,0
113,111,Ohio,13,127,47,19,5,5,3,1,0,0
114,115,South Alabama,12,128,39,19,12,7,3,2,0,0
115,116,Oklahoma State,13,129,48,23,14,8,6,4,2,1
116,116,Stanford,14,129,42,20,11,4,3,3,2,1
117,118,SMU,13,133,49,27,17,9,6,3,1,0
118,119,Louisiana-Monroe,12,134,62,30,16,7,5,3,1,0
119,119,New Mexico State,13,134,36,14,5,3,2,0,0,0
120,121,Purdue,13,135,51,13,7,1,0,0,0,0
121,121,Texas State,12,135,55,29,15,7,5,1,0,0
122,123,Akron,14,137,45,16,10,2,1,0,0,0
123,124,Florida Atlantic,14,139,44,13,5,4,1,1,0,0
124,125,Wake Forest,13,140,43,20,10,4,3,2,1,0
125,126,Kansas State,13,145,45,31,13,10,7,4,0,0
126,127,Memphis,13,146,56,27,11,5,1,0,0,0
127,128,Arizona,13,147,50,28,13,2,0,0,0,0
128,129,Texas Tech,13,155,50,15,6,3,1,0,0,0
129,130,Connecticut,12,156,55,26,9,5,4,4,1,1
