,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,San Diego State,13,63,33,25,15,9,3,2,2,0
1,2,UTSA,11,64,32,14,7,3,1,1,0,0
2,3,Mississippi State,13,70,28,19,16,12,6,2,0,0
3,4,Michigan,13,73,40,12,4,3,1,0,0,0
4,5,Air Force,12,74,36,21,10,3,2,2,1,0
5,6,Indiana,12,76,30,15,6,4,3,2,0,0
6,6,Tennessee,12,76,25,11,6,4,3,1,0,0
7,8,Georgia Tech,11,78,30,13,5,3,2,2,0,0
8,9,Virginia,13,79,34,16,5,2,2,1,0,0
9,10,Duke,13,80,41,20,14,3,3,2,0,0
10,11,Kent State,12,82,32,19,10,4,3,1,0,0
11,11,Wyoming,13,82,33,15,6,3,1,1,0,0
12,13,Wisconsin,14,83,31,15,8,5,3,2,2,0
13,14,Florida,11,84,39,16,8,2,1,1,0,0
14,15,Clemson,14,85,33,17,6,4,4,1,0,0
15,15,Georgia,15,85,36,15,8,3,2,0,0,0
16,17,Minnesota,12,88,29,8,3,1,0,0,0,0
17,17,Vanderbilt,12,88,37,17,7,5,1,1,0,0
18,19,Washington State,13,89,25,12,9,2,2,1,0,0
19,20,Auburn,14,90,40,20,5,2,2,1,0,0
20,20,Buffalo,12,90,36,13,9,5,2,1,0,0
21,22,Eastern Michigan,12,91,34,15,7,3,2,0,0,0
22,22,Massachusetts,12,91,33,17,10,6,4,3,1,0
23,24,Miami (Ohio),12,92,36,14,8,3,2,2,1,0
24,25,Central Michigan,13,93,27,11,7,5,2,1,1,0
25,25,Southern Mississippi,13,93,40,16,12,4,2,1,1,0
26,27,Louisiana Tech,13,94,36,15,8,4,2,2,1,0
27,27,Utah,13,94,38,16,6,3,1,1,0,0
28,29,Alabama,14,95,32,11,2,1,1,1,1,0
29,29,Appalachian State,13,95,35,21,10,4,2,1,0,0
30,29,Virginia Tech,13,95,43,21,16,9,7,3,1,0
31,32,Army,13,96,21,11,8,4,1,0,0,0
32,33,North Carolina,12,97,35,17,12,8,5,4,1,0
33,33,Tulane,12,97,45,22,12,9,5,5,2,0
34,33,UNLV,12,97,36,15,7,5,3,2,0,0
35,33,Washington,13,97,32,12,2,0,0,0,0,0
36,37,Fresno State,14,98,32,14,10,4,1,1,0,0
37,38,LSU,13,99,34,16,10,4,2,0,0,0
38,38,Navy,13,99,49,20,11,6,4,1,1,1
39,38,Utah State,13,99,32,12,6,0,0,0,0,0
40,38,Western Michigan,12,99,40,17,12,6,4,2,0,0
41,42,Boston College,13,101,37,15,10,2,0,0,0,0
42,42,Florida State,13,101,33,13,6,3,1,1,0,0
43,42,UCLA,13,101,35,17,9,2,1,1,0,0
44,45,Georgia Southern,12,102,40,22,15,10,4,2,0,0
45,46,Arkansas,12,103,48,23,13,8,4,1,1,0
46,46,Middle Tennessee,13,103,37,19,10,6,4,2,1,1
47,48,Mississippi,12,104,40,14,6,4,4,1,0,0
48,49,Ball State,12,105,43,24,13,8,5,3,1,0
49,49,Illinois,12,105,31,14,4,1,0,0,0,0
50,49,North Texas,14,105,52,29,19,10,5,1,0,0
51,52,Michigan State,13,106,35,11,5,1,1,1,0,0
52,52,UTEP,12,106,40,15,9,5,1,0,0,0
53,54,Iowa,13,107,29,12,7,2,2,1,0,0
54,54,UAB,13,107,32,14,11,4,3,1,1,0
55,56,Idaho,12,108,30,13,9,4,2,1,1,1
56,56,Northern Illinois,13,108,50,19,10,4,3,1,1,0
57,58,Georgia State,12,109,36,18,11,6,4,3,2,0
58,58,New Mexico,12,109,41,23,9,5,4,3,1,0
59,58,San Jose State,13,109,41,20,15,5,0,0,0,0
60,61,Arkansas State,12,110,46,23,12,6,1,1,0,0
61,61,Cincinnati,12,110,45,21,7,4,2,2,1,1
62,61,Penn State,13,110,40,14,5,4,1,1,0,0
63,61,Rutgers,12,110,37,16,6,4,1,1,0,0
64,61,Tulsa,12,110,46,28,19,12,8,4,2,0
65,66,BYU,13,111,38,18,9,4,0,0,0,0
66,66,Maryland,12,111,41,15,2,2,0,0,0,0
67,66,South Florida,12,111,42,17,6,3,2,2,0,0
68,66,Temple,13,111,43,18,3,0,0,0,0,0
69,70,Charlotte,12,112,37,21,13,5,2,0,0,0
70,70,Coastal Carolina,12,112,37,21,8,7,2,1,1,0
71,70,Louisiana-Lafayette,12,112,44,22,12,4,3,2,1,0
72,70,Nebraska,12,112,31,13,7,2,1,0,0,0
73,74,Boise State,14,113,30,17,6,6,4,2,2,0
74,74,Oregon,13,113,46,26,15,6,4,1,0,0
75,74,Oregon State,12,113,42,15,8,3,1,0,0,0
76,74,TCU,14,113,47,30,16,11,4,2,1,0
77,78,Ohio State,14,114,39,12,3,1,1,1,0,0
78,78,Oklahoma,14,114,48,30,17,10,5,3,0,0
79,78,Old Dominion,12,114,36,12,7,1,1,0,0,0
80,78,Syracuse,12,114,49,17,11,4,2,2,1,0
81,78,Toledo,14,114,42,15,8,6,1,1,0,0
82,83,Louisville,13,115,44,20,9,4,2,2,0,0
