,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,14,0,0,0,0,0,0,0,0
1,1,Arkansas,12,0,0,0,0,0,0,0,0
2,1,Arkansas State,12,0,0,0,0,0,0,0,0
3,1,Boise State,14,0,0,0,0,0,0,0,0
4,1,Bowling Green,12,0,0,0,0,0,0,0,0
5,1,Cincinnati,12,0,0,0,0,0,0,0,0
6,1,Colorado,12,0,0,0,0,0,0,0,0
7,1,Connecticut,12,0,0,0,0,0,0,0,0
8,1,Florida Atlantic,14,0,0,0,0,0,0,0,0
9,1,Illinois,12,0,0,0,0,0,0,0,0
10,1,Kansas State,13,0,0,0,0,0,0,0,0
11,1,Marshall,13,0,0,0,0,0,0,0,0
12,1,Memphis,13,0,0,0,0,0,0,0,0
13,1,Miami (Ohio),12,0,0,0,0,0,0,0,0
14,1,Michigan State,13,0,0,0,0,0,0,0,0
15,1,Minnesota,12,0,0,0,0,0,0,0,0
16,1,Navy,13,0,0,0,0,0,0,0,0
17,1,North Texas,14,0,0,0,0,0,0,0,0
18,1,Oregon State,12,0,0,0,0,0,0,0,0
19,1,Penn State,13,0,0,0,0,0,0,0,0
20,1,SMU,13,0,0,0,0,0,0,0,0
21,1,Syracuse,12,0,0,0,0,0,0,0,0
22,1,Texas Tech,13,0,0,0,0,0,0,0,0
23,1,Toledo,14,0,0,0,0,0,0,0,0
24,1,Tulane,12,0,0,0,0,0,0,0,0
25,1,UTSA,11,0,0,0,0,0,0,0,0
26,1,Western Michigan,12,0,0,0,0,0,0,0,0
27,28,Appalachian State,13,1,1,0,0,0,0,0,0
28,28,Army,13,1,1,0,0,0,0,0,0
29,28,BYU,13,1,1,0,0,0,0,0,0
30,28,Baylor,12,1,1,0,0,0,0,0,0
31,28,Boston College,13,1,1,1,1,0,0,0,0
32,28,Buffalo,12,1,0,0,0,0,0,0,0
33,28,Eastern Michigan,12,1,0,0,0,0,0,0,0
34,28,Florida International,13,1,1,1,0,0,0,0,0
35,28,Georgia,15,1,0,0,0,0,0,0,0
36,28,Hawai'i,12,1,1,0,0,0,0,0,0
37,28,Houston,12,1,0,0,0,0,0,0,0
38,28,Iowa State,13,1,1,1,0,0,0,0,0
39,28,Kent State,12,1,0,0,0,0,0,0,0
40,28,Kentucky,13,1,0,0,0,0,0,0,0
41,28,LSU,13,1,1,0,0,0,0,0,0
42,28,Louisville,13,1,1,0,0,0,0,0,0
