,Rank,Name,G,Fumbles Forced,Fumbles Forced/G
0,1,Wyoming,13,22,1.69
1,2,Utah State,13,18,1.38
2,2,Texas A&M,13,18,1.38
3,4,Illinois,12,17,1.42
4,4,Nevada,12,17,1.42
5,4,Mississippi State,13,17,1.31
6,4,Penn State,13,17,1.31
7,4,Northwestern,13,17,1.31
8,9,Texas Tech,13,16,1.23
9,9,Memphis,13,16,1.23
10,9,New Mexico State,13,16,1.23
11,12,Western Michigan,12,15,1.25
12,12,Bowling Green,12,15,1.25
13,12,UNLV,12,15,1.25
14,12,Tennessee,12,15,1.25
15,12,Louisiana Tech,13,15,1.15
16,12,Stanford,14,15,1.07
17,12,Boise State,14,15,1.07
18,19,Eastern Michigan,12,14,1.17
19,19,Minnesota,12,14,1.17
20,19,UCF,13,14,1.08
21,19,Wake Forest,13,14,1.08
22,19,Temple,13,14,1.08
23,19,Auburn,14,14,1.00
24,19,Ohio State,14,14,1.00
25,26,Arkansas State,12,13,1.08
26,26,Buffalo,12,13,1.08
27,26,California,12,13,1.08
28,26,Idaho,12,13,1.08
29,26,Kansas State,13,13,1.00
30,26,Texas,13,13,1.00
31,26,Miami (Florida),13,13,1.00
32,26,Central Michigan,13,13,1.00
33,26,Clemson,14,13,0.93
34,26,Fresno State,14,13,0.93
35,36,Connecticut,12,12,1.00
36,36,Texas State,12,12,1.00
37,36,Arkansas,12,12,1.00
38,36,South Alabama,12,12,1.00
39,36,North Carolina,12,12,1.00
40,36,Iowa,13,12,0.92
41,36,Marshall,13,12,0.92
42,36,Louisville,13,12,0.92
43,36,Wisconsin,14,12,0.86
44,36,Akron,14,12,0.86
45,36,TCU,14,12,0.86
46,47,Ball State,12,11,0.92
47,47,New Mexico,12,11,0.92
48,47,Ohio,13,11,0.85
49,47,Oklahoma State,13,11,0.85
50,47,Washington,13,11,0.85
51,47,San Jose State,13,11,0.85
52,47,BYU,13,11,0.85
53,47,Virginia Tech,13,11,0.85
54,47,Oklahoma,14,11,0.79
55,56,Syracuse,12,10,0.83
56,56,Mississippi,12,10,0.83
57,56,Indiana,12,10,0.83
58,56,Massachusetts,12,10,0.83
59,56,Charlotte,12,10,0.83
60,56,Troy,13,10,0.77
61,56,Purdue,13,10,0.77
62,56,Michigan,13,10,0.77
63,56,South Carolina,13,10,0.77
64,56,Michigan State,13,10,0.77
65,56,Washington State,13,10,0.77
66,56,Utah,13,10,0.77
67,56,Kentucky,13,10,0.77
68,56,Florida Atlantic,14,10,0.71
69,56,Georgia,15,10,0.67
70,71,Baylor,12,9,0.75
71,71,Kansas,12,9,0.75
72,71,Colorado,12,9,0.75
73,71,Hawai'i,12,9,0.75
74,71,Old Dominion,12,9,0.75
75,71,Iowa State,13,9,0.69
76,71,Colorado State,13,9,0.69
77,71,Southern Mississippi,13,9,0.69
78,71,Oregon,13,9,0.69
79,71,Appalachian State,13,9,0.69
80,71,UAB,13,9,0.69
81,71,Northern Illinois,13,9,0.69
82,83,UTSA,11,8,0.73
83,83,Tulsa,12,8,0.67
84,83,Air Force,12,8,0.67
85,83,Houston,12,8,0.67
86,83,Coastal Carolina,12,8,0.67
87,83,Oregon State,12,8,0.67
88,83,Vanderbilt,12,8,0.67
89,83,Rutgers,12,8,0.67
90,83,Kent State,12,8,0.67
91,83,SMU,13,8,0.62
92,83,San Diego State,13,8,0.62
93,83,Florida International,13,8,0.62
94,83,Notre Dame,13,8,0.62
95,83,Florida State,13,8,0.62
96,83,Virginia,13,8,0.62
97,83,Boston College,13,8,0.62
98,83,Navy,13,8,0.62
99,83,USC,14,8,0.57
100,83,Alabama,14,8,0.57
101,102,Tulane,12,7,0.58
102,102,UTEP,12,7,0.58
103,102,Maryland,12,7,0.58
104,102,Georgia State,12,7,0.58
105,102,East Carolina,12,7,0.58
106,102,Arizona,13,7,0.54
107,102,North Carolina State,13,7,0.54
108,102,Western Kentucky,13,7,0.54
109,102,West Virginia,13,7,0.54
110,102,LSU,13,7,0.54
111,102,Duke,13,7,0.54
112,102,Toledo,14,7,0.50
113,102,North Texas,14,7,0.50
114,115,Louisiana-Lafayette,12,6,0.50
115,115,Cincinnati,12,6,0.50
116,115,Pittsburgh,12,6,0.50
117,115,Georgia Southern,12,6,0.50
118,115,Miami (Ohio),12,6,0.50
119,115,Missouri,13,6,0.46
120,115,Middle Tennessee,13,6,0.46
121,115,UCLA,13,6,0.46
122,115,Army,13,6,0.46
123,124,Georgia Tech,11,5,0.45
124,124,Nebraska,12,5,0.42
125,124,Arizona State,13,5,0.38
126,127,South Florida,12,4,0.33
127,127,Rice,12,4,0.33
128,129,Florida,11,3,0.27
129,129,Louisiana-Monroe,12,3,0.25
