,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,San Diego State,13,101,44,31,19,11,3,2,2,0
1,2,UTSA,11,114,45,22,9,4,2,2,1,0
2,3,Wisconsin,14,123,43,18,10,7,4,3,2,0
3,4,Mississippi State,13,124,46,28,22,16,9,3,0,0
4,5,Michigan,13,125,62,23,9,7,3,0,0,0
5,6,Georgia Tech,11,127,44,19,5,3,2,2,0,0
6,7,Duke,13,130,55,28,21,7,6,5,2,1
7,8,Alabama,14,131,40,13,4,2,1,1,1,0
8,8,Washington,13,131,38,14,3,1,1,1,1,1
9,10,Clemson,14,135,42,21,8,5,5,1,0,0
10,10,Indiana,12,135,46,22,9,5,3,2,0,0
11,12,Michigan State,13,136,42,17,7,2,2,2,1,0
12,13,Georgia,15,139,54,24,10,3,2,0,0,0
13,14,Florida,11,143,57,25,10,3,2,2,0,0
14,15,Air Force,12,144,66,38,21,12,9,7,2,1
15,15,Miami (Ohio),12,144,60,21,12,7,5,4,1,0
16,17,Wyoming,13,145,43,18,7,3,1,1,0,0
17,18,Auburn,14,146,53,25,9,4,4,2,0,0
18,19,Eastern Michigan,12,147,50,20,11,7,5,2,0,0
19,20,Fresno State,14,148,42,16,12,5,1,1,0,0
20,20,Virginia Tech,13,148,57,27,19,11,9,3,1,0
21,22,Minnesota,12,149,51,17,10,5,3,1,0,0
22,22,Virginia,13,149,57,27,10,6,5,3,0,0
23,24,LSU,13,150,49,19,11,5,3,1,0,0
24,25,Buffalo,12,151,50,20,12,8,3,1,0,0
25,26,Iowa,13,153,40,20,11,4,3,1,0,0
26,26,Ohio State,14,153,59,20,5,3,1,1,0,0
27,26,Washington State,13,153,44,22,17,7,6,4,2,0
28,29,Florida State,13,154,52,20,7,4,1,1,0,0
29,30,Central Michigan,13,155,50,22,13,8,4,3,1,0
30,30,Middle Tennessee,13,155,52,23,12,8,4,2,1,1
31,30,Southern Mississippi,13,155,59,23,17,6,3,1,1,0
32,33,Appalachian State,13,157,54,26,14,5,3,2,1,1
33,33,Utah,13,157,55,23,8,5,2,1,0,0
34,35,BYU,13,158,41,19,9,4,0,0,0,0
35,35,Northern Illinois,13,158,67,23,12,6,3,1,1,0
36,37,Army,13,159,42,24,18,11,6,4,1,0
37,37,Penn State,13,159,50,19,8,6,2,1,0,0
38,39,Navy,13,160,68,29,15,9,6,3,1,1
39,39,Western Michigan,12,160,62,27,18,10,6,3,0,0
