,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Hawai'i,12,18,8,44.4,1.5,0.7
1,2,Buffalo,12,19,9,47.4,1.6,0.8
2,3,Miami (Ohio),12,20,10,50.0,1.7,0.8
3,4,Eastern Michigan,12,23,12,52.2,1.9,1.0
4,5,Arkansas State,12,17,9,52.9,1.4,0.8
5,6,Virginia Tech,13,15,8,53.3,1.2,0.6
6,7,Ohio State,14,13,7,53.8,0.9,0.5
7,7,Old Dominion,12,13,7,53.8,1.1,0.6
8,9,Army,13,11,6,54.5,0.8,0.5
9,10,TCU,14,25,14,56.0,1.8,1.0
10,11,Louisville,13,16,9,56.3,1.2,0.7
11,12,New Mexico State,13,23,13,56.5,1.8,1.0
12,13,Georgia Southern,12,14,8,57.1,1.2,0.7
13,14,Maryland,12,19,11,57.9,1.6,0.9
14,14,Georgia State,12,19,11,57.9,1.6,0.9
15,16,Minnesota,12,15,9,60.0,1.3,0.8
16,17,Akron,14,28,17,60.7,2.0,1.2
17,18,Troy,13,18,11,61.1,1.4,0.8
18,18,UCF,13,18,11,61.1,1.4,0.8
19,20,Florida Atlantic,14,21,13,61.9,1.5,0.9
20,21,Temple,13,29,18,62.1,2.2,1.4
21,22,Northwestern,13,16,10,62.5,1.2,0.8
22,22,Pittsburgh,12,16,10,62.5,1.3,0.8
23,24,Clemson,14,19,12,63.2,1.4,0.9
24,24,Michigan,13,19,12,63.2,1.5,0.9
25,26,Tulane,12,11,7,63.6,0.9,0.6
26,26,Western Michigan,12,11,7,63.6,0.9,0.6
27,26,Notre Dame,13,22,14,63.6,1.7,1.1
28,29,Virginia,13,14,9,64.3,1.1,0.7
29,30,Arizona,13,17,11,64.7,1.3,0.8
30,30,Coastal Carolina,12,17,11,64.7,1.4,0.9
31,30,East Carolina,12,17,11,64.7,1.4,0.9
32,33,Florida International,13,20,13,65.0,1.5,1.0
33,33,Boston College,13,20,13,65.0,1.5,1.0
34,33,Texas A&M,13,20,13,65.0,1.5,1.0
35,36,USC,14,23,15,65.2,1.6,1.1
36,36,Louisiana Tech,13,23,15,65.2,1.8,1.2
37,38,Kent State,12,15,10,66.7,1.3,0.8
38,38,Charlotte,12,18,12,66.7,1.5,1.0
39,38,Florida State,13,21,14,66.7,1.6,1.1
