,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Wyoming,13,23,651,28.30,2,1.8,50.1
1,2,Troy,13,35,970,27.71,3,2.7,74.6
2,3,Virginia,13,41,1106,26.98,2,3.2,85.1
3,4,Memphis,13,48,1249,26.02,4,3.7,96.1
4,5,San Diego State,13,34,879,25.85,4,2.6,67.6
5,6,Old Dominion,12,34,872,25.65,3,2.8,72.7
6,7,TCU,14,27,687,25.44,1,1.9,49.1
7,8,Stanford,14,45,1130,25.11,0,3.2,80.7
8,9,Arizona,13,31,771,24.87,0,2.4,59.3
9,10,UCF,13,36,894,24.83,2,2.8,68.8
10,11,Louisiana-Monroe,12,57,1415,24.82,4,4.8,117.9
11,12,Boise State,14,37,917,24.78,0,2.6,65.5
12,13,Mississippi,12,38,939,24.71,1,3.2,78.3
13,14,Kansas State,13,46,1136,24.70,2,3.5,87.4
14,15,Iowa,13,34,831,24.44,0,2.6,63.9
15,16,West Virginia,13,40,973,24.33,0,3.1,74.8
16,17,Ohio State,14,28,678,24.21,0,2.0,48.4
17,18,Florida State,13,27,653,24.19,0,2.1,50.2
18,19,Virginia Tech,13,26,613,23.58,0,2.0,47.2
19,20,Texas,13,26,612,23.54,0,2.0,47.1
20,20,Georgia,15,26,612,23.54,0,1.7,40.8
21,22,North Carolina,12,43,1011,23.51,2,3.6,84.3
22,23,New Mexico State,13,29,677,23.34,2,2.2,52.1
23,24,Duke,13,30,698,23.27,0,2.3,53.7
24,25,Auburn,14,27,627,23.22,0,1.9,44.8
25,26,Charlotte,12,43,994,23.12,0,3.6,82.8
26,27,Texas Tech,13,31,713,23.00,1,2.4,54.8
27,28,Oregon,13,40,909,22.73,1,3.1,69.9
28,28,North Carolina State,13,33,750,22.73,0,2.5,57.7
29,30,Syracuse,12,38,863,22.71,0,3.2,71.9
30,31,Nebraska,12,38,859,22.61,1,3.2,71.6
31,32,USC,14,40,901,22.53,0,2.9,64.4
32,32,Houston,12,32,721,22.53,0,2.7,60.1
33,34,Washington,13,27,608,22.52,0,2.1,46.8
34,35,Louisiana Tech,13,30,668,22.27,0,2.3,51.4
35,36,Temple,13,47,1046,22.26,1,3.6,80.5
36,37,Appalachian State,13,30,665,22.17,0,2.3,51.2
37,38,Nevada,12,41,908,22.15,0,3.4,75.7
38,39,Marshall,13,39,862,22.10,2,3.0,66.3
39,40,Coastal Carolina,12,47,1036,22.04,0,3.9,86.3
40,41,Boston College,13,43,946,22.00,0,3.3,72.8
41,42,Vanderbilt,12,30,659,21.97,0,2.5,54.9
42,43,Louisiana-Lafayette,12,41,900,21.95,2,3.4,75.0
43,44,UTSA,11,21,460,21.90,0,1.9,41.8
44,44,Alabama,14,20,438,21.90,0,1.4,31.3
45,46,Utah State,13,36,786,21.83,1,2.8,60.5
46,47,Ball State,12,48,1042,21.71,1,4.0,86.8
47,48,Colorado,12,27,585,21.67,0,2.3,48.8
48,49,Penn State,13,31,671,21.65,2,2.4,51.6
49,50,Fresno State,14,39,844,21.64,0,2.8,60.3
50,51,Missouri,13,42,908,21.62,0,3.2,69.8
51,52,South Carolina,13,33,713,21.61,2,2.5,54.8
52,53,Florida Atlantic,14,34,734,21.59,1,2.4,52.4
53,54,Kentucky,13,48,1036,21.58,0,3.7,79.7
54,54,UTEP,12,36,777,21.58,0,3.0,64.8
55,56,Maryland,12,60,1294,21.57,1,5.0,107.8
56,57,Texas A&M,13,42,905,21.55,1,3.2,69.6
57,58,Colorado State,13,24,517,21.54,0,1.8,39.8
58,59,Minnesota,12,35,753,21.51,1,2.9,62.8
59,59,Miami (Florida),13,35,753,21.51,0,2.7,57.9
60,61,Georgia Southern,12,49,1050,21.43,1,4.1,87.5
61,62,Ohio,13,34,728,21.41,0,2.6,56.0
62,63,Michigan State,13,33,706,21.39,0,2.5,54.3
63,64,Northern Illinois,13,40,851,21.28,0,3.1,65.5
64,65,Arkansas,12,45,957,21.27,1,3.8,79.8
65,65,Florida,11,26,553,21.27,0,2.4,50.3
66,67,Tennessee,12,32,680,21.25,1,2.7,56.7
67,68,Middle Tennessee,13,25,531,21.24,0,1.9,40.8
68,69,Central Michigan,13,44,934,21.23,1,3.4,71.8
69,70,Wake Forest,13,44,933,21.20,0,3.4,71.8
70,71,Connecticut,12,50,1054,21.08,0,4.2,87.8
71,72,New Mexico,12,43,906,21.07,1,3.6,75.5
72,73,Wisconsin,14,35,733,20.94,0,2.5,52.4
73,74,Mississippi State,13,29,604,20.83,0,2.2,46.5
74,75,Tulane,12,28,580,20.71,0,2.3,48.3
75,76,Cincinnati,12,35,724,20.69,0,2.9,60.3
76,77,Bowling Green,12,47,970,20.64,0,3.9,80.8
77,78,UAB,13,43,884,20.56,0,3.3,68.0
78,79,California,12,46,945,20.54,0,3.8,78.8
79,80,Kansas,12,51,1045,20.49,0,4.3,87.1
80,81,Georgia State,12,30,614,20.47,1,2.5,51.2
81,82,Oregon State,12,57,1166,20.46,0,4.8,97.2
82,83,Toledo,14,42,859,20.45,1,3.0,61.4
83,84,San Jose State,13,44,898,20.41,1,3.4,69.1
84,85,Western Michigan,12,40,806,20.15,2,3.3,67.2
85,86,East Carolina,12,44,878,19.95,0,3.7,73.2
86,87,Iowa State,13,29,576,19.86,0,2.2,44.3
87,88,Hawai'i,12,41,812,19.80,0,3.4,67.7
88,89,Notre Dame,13,36,712,19.78,0,2.8,54.8
89,90,Navy,13,37,730,19.73,0,2.8,56.2
90,91,Southern Mississippi,13,39,767,19.67,0,3.0,59.0
91,92,SMU,13,48,935,19.48,0,3.7,71.9
92,93,Georgia Tech,11,40,775,19.38,1,3.6,70.5
93,94,Florida International,13,37,716,19.35,0,2.8,55.1
94,95,Massachusetts,12,46,889,19.33,0,3.8,74.1
95,96,Arizona State,13,38,734,19.32,0,2.9,56.5
96,96,Louisville,13,25,483,19.32,0,1.9,37.2
97,98,Arkansas State,12,35,676,19.31,0,2.9,56.3
98,99,Oklahoma,14,39,751,19.26,0,2.8,53.6
99,100,Illinois,12,36,693,19.25,0,3.0,57.8
100,101,UCLA,13,54,1039,19.24,0,4.2,79.9
101,102,Clemson,14,28,538,19.21,0,2.0,38.4
102,103,Western Kentucky,13,47,901,19.17,0,3.6,69.3
103,104,Northwestern,13,25,479,19.16,0,1.9,36.8
104,105,South Alabama,12,32,612,19.13,0,2.7,51.0
105,106,North Texas,14,46,876,19.04,0,3.3,62.6
106,107,Indiana,12,33,623,18.88,0,2.8,51.9
107,108,Army,13,38,712,18.74,0,2.9,54.8
108,109,Pittsburgh,12,30,562,18.73,0,2.5,46.8
109,110,Michigan,13,31,577,18.61,0,2.4,44.4
110,111,South Florida,12,30,552,18.40,0,2.5,46.0
