,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
0,1,Oklahoma,14,3049,5065,979,8114,8.29,579.6
1,2,Oklahoma State,13,2337,5059,1008,7396,7.34,568.9
2,3,Louisville,13,3186,3898,959,7084,7.39,544.9
3,4,Memphis,13,2562,4355,941,6917,7.35,532.1
4,5,UCF,13,2583,4313,924,6896,7.46,530.5
5,6,South Florida,12,3169,2987,1001,6156,6.15,513.0
6,7,Ohio State,14,3405,3679,1029,7084,6.88,506.0
7,8,Missouri,13,2516,4012,916,6528,7.13,502.2
8,9,Florida Atlantic,14,3994,2983,1026,6977,6.80,498.4
9,10,Arkansas State,12,1831,4106,975,5937,6.09,494.8
10,11,Colorado State,13,2603,3799,977,6402,6.55,492.5
11,12,Arizona,13,4021,2343,908,6364,7.01,489.5
12,13,USC,14,2591,4186,1034,6777,6.55,484.1
13,14,Toledo,14,2856,3919,981,6775,6.91,483.9
14,15,SMU,13,2397,3823,973,6220,6.39,478.5
15,16,Texas Tech,13,1832,4338,1000,6170,6.17,474.6
16,17,Wake Forest,13,2456,3599,963,6055,6.29,465.8
17,18,Mississippi,12,1607,3941,804,5548,6.90,462.3
18,19,Penn State,13,2212,3772,909,5984,6.58,460.3
19,20,West Virginia,13,1954,4021,941,5975,6.35,459.6
20,21,Louisiana-Monroe,12,2044,3452,863,5496,6.37,458.0
21,22,UCLA,13,1474,4478,932,5952,6.39,457.8
22,23,Syracuse,12,1938,3538,1027,5476,5.33,456.3
23,24,North Texas,14,2285,4086,1037,6371,6.14,455.1
24,25,North Carolina State,13,2293,3580,981,5873,5.99,451.8
25,26,Auburn,14,3056,3267,1024,6323,6.17,451.6
26,27,Notre Dame,13,3501,2326,912,5827,6.39,448.2
27,28,New Mexico State,13,1388,4422,998,5810,5.82,446.9
28,29,Alabama,14,3509,2708,944,6217,6.59,444.1
29,30,Oregon,13,3263,2469,939,5732,6.10,440.9
30,31,Appalachian State,13,2907,2811,886,5718,6.45,439.8
31,32,Georgia,15,3876,2653,975,6529,6.70,435.3
32,33,Washington State,13,884,4769,1016,5653,5.56,434.8
33,34,Ohio,13,3179,2451,875,5630,6.43,433.1
34,35,Massachusetts,12,1624,3570,865,5194,6.00,432.8
35,36,Buffalo,12,1693,3490,828,5183,6.26,431.9
36,37,Arizona State,13,2281,3324,981,5605,5.71,431.2
37,38,Clemson,14,2717,3297,1048,6014,5.74,429.6
38,39,Navy,13,4568,1005,924,5573,6.03,428.7
39,40,Houston,12,2002,3136,857,5138,6.00,428.2
40,41,UNLV,12,2882,2243,827,5125,6.20,427.1
41,42,East Carolina,12,1292,3815,939,5107,5.44,425.6
