,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Alabama,14,18,15,83.33
1,2,Minnesota,12,13,10,76.92
2,3,West Virginia,13,21,16,76.19
3,4,Iowa State,13,19,14,73.68
4,5,Clemson,14,18,13,72.22
5,6,Arizona,13,17,12,70.59
6,7,SMU,13,20,14,70.00
7,8,Ohio State,14,22,15,68.18
8,9,California,12,25,17,68.00
9,10,Florida,11,18,12,66.67
10,10,Fresno State,14,15,10,66.67
11,10,Ohio,13,12,8,66.67
12,10,Buffalo,12,12,8,66.67
13,10,Miami (Florida),13,9,6,66.67
14,10,Wisconsin,14,6,4,66.67
15,16,Navy,13,35,23,65.71
16,17,Pittsburgh,12,20,13,65.00
17,17,Oklahoma State,13,20,13,65.00
18,17,UCLA,13,20,13,65.00
19,20,Wyoming,13,14,9,64.29
20,21,Tulane,12,25,16,64.00
21,21,Air Force,12,25,16,64.00
22,23,Iowa,13,22,14,63.64
23,24,Louisville,13,30,19,63.33
24,24,Army,13,30,19,63.33
25,26,Troy,13,19,12,63.16
26,27,Duke,13,27,17,62.96
27,28,Massachusetts,12,24,15,62.50
28,29,North Carolina,12,21,13,61.90
29,30,Florida Atlantic,14,39,24,61.54
30,30,Oregon State,12,13,8,61.54
31,32,Tulsa,12,23,14,60.87
32,33,Georgia Southern,12,28,17,60.71
33,34,South Florida,12,20,12,60.00
34,34,Wake Forest,13,20,12,60.00
35,34,UNLV,12,20,12,60.00
36,34,Western Michigan,12,15,9,60.00
37,34,Kentucky,13,10,6,60.00
38,39,Eastern Michigan,12,17,10,58.82
39,40,East Carolina,12,29,17,58.62
40,41,Stanford,14,12,7,58.33
41,41,Georgia,15,12,7,58.33
42,43,Syracuse,12,38,22,57.89
43,43,Michigan State,13,19,11,57.89
44,43,Utah,13,19,11,57.89
45,46,UTSA,11,14,8,57.14
46,46,Penn State,13,14,8,57.14
47,48,Purdue,13,23,13,56.52
48,48,Louisiana-Monroe,12,23,13,56.52
49,50,Northwestern,13,39,22,56.41
50,51,North Texas,14,32,18,56.25
51,51,Michigan,13,16,9,56.25
52,51,Louisiana Tech,13,16,9,56.25
53,54,North Carolina State,13,25,14,56.00
54,55,Arizona State,13,18,10,55.56
55,55,Central Michigan,13,18,10,55.56
56,55,Notre Dame,13,18,10,55.56
57,55,Washington State,13,18,10,55.56
58,59,Memphis,13,20,11,55.00
59,60,Kansas,12,24,13,54.17
60,60,Appalachian State,13,24,13,54.17
61,62,New Mexico State,13,13,7,53.85
62,63,Cincinnati,12,15,8,53.33
63,64,Utah State,13,19,10,52.63
64,65,Southern Mississippi,13,23,12,52.17
65,65,Oklahoma,14,23,12,52.17
66,67,Mississippi State,13,25,13,52.00
67,68,Baylor,12,33,17,51.52
68,69,Colorado,12,26,13,50.00
69,69,UCF,13,20,10,50.00
70,69,Temple,13,20,10,50.00
71,69,Louisiana-Lafayette,12,18,9,50.00
72,69,Arkansas,12,18,9,50.00
73,69,Miami (Ohio),12,18,9,50.00
74,69,Georgia State,12,14,7,50.00
75,69,Texas A&M,13,14,7,50.00
76,69,Washington,13,12,6,50.00
77,69,Florida State,13,10,5,50.00
78,79,Nebraska,12,27,13,48.15
79,80,Florida International,13,21,10,47.62
80,81,Indiana,12,19,9,47.37
81,82,Texas,13,30,14,46.67
82,82,Auburn,14,15,7,46.67
83,82,Akron,14,15,7,46.67
84,85,Maryland,12,24,11,45.83
85,86,UTEP,12,20,9,45.00
86,86,Vanderbilt,12,20,9,45.00
87,86,Charlotte,12,20,9,45.00
88,89,USC,14,27,12,44.44
89,89,Houston,12,18,8,44.44
90,89,Toledo,14,18,8,44.44
91,89,South Alabama,12,18,8,44.44
92,89,San Diego State,13,9,4,44.44
93,94,Middle Tennessee,13,16,7,43.75
94,95,New Mexico,12,23,10,43.48
95,96,Texas Tech,13,21,9,42.86
96,96,Marshall,13,21,9,42.86
97,96,San Jose State,13,21,9,42.86
98,96,South Carolina,13,14,6,42.86
99,100,Virginia Tech,13,26,11,42.31
100,101,Georgia Tech,11,19,8,42.11
101,102,Coastal Carolina,12,17,7,41.18
102,102,Oregon,13,17,7,41.18
103,104,Connecticut,12,27,11,40.74
104,104,Western Kentucky,13,27,11,40.74
105,106,Boston College,13,30,12,40.00
106,106,Kansas State,13,10,4,40.00
107,106,Mississippi,12,10,4,40.00
108,106,Illinois,12,10,4,40.00
109,106,LSU,13,10,4,40.00
110,111,Virginia,13,28,11,39.29
111,111,Nevada,12,28,11,39.29
112,113,Rice,12,19,7,36.84
113,114,Idaho,12,25,9,36.00
114,115,Hawai'i,12,28,10,35.71
115,115,TCU,14,14,5,35.71
116,117,Colorado State,13,20,7,35.00
117,118,Ball State,12,24,8,33.33
118,118,Bowling Green,12,18,6,33.33
119,118,Arkansas State,12,15,5,33.33
120,118,UAB,13,12,4,33.33
121,122,Old Dominion,12,25,8,32.00
122,123,BYU,13,26,8,30.77
123,124,Tennessee,12,10,3,30.00
124,125,Northern Illinois,13,17,5,29.41
125,126,Rutgers,12,14,4,28.57
126,127,Missouri,13,11,3,27.27
127,128,Texas State,12,13,3,23.08
128,129,Kent State,12,20,4,20.00
129,130,Boise State,14,17,3,17.65
