,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Michigan State,13,30,7,6,2,1,1,1,1,0
1,2,Washington,13,34,6,2,1,1,1,1,1,1
2,3,Alabama,14,36,8,2,2,1,0,0,0,0
3,4,San Diego State,13,38,11,6,4,2,0,0,0,0
4,5,Ohio State,14,39,20,8,2,2,0,0,0,0
5,5,Texas State,12,39,9,7,5,2,2,1,0,0
6,7,Wisconsin,14,40,12,3,2,2,1,1,0,0
7,8,Troy,13,42,10,6,3,0,0,0,0,0
8,9,Kansas State,13,44,8,5,1,1,1,1,0,0
9,10,Iowa,13,46,11,8,4,2,1,0,0,0
10,11,BYU,13,47,3,1,0,0,0,0,0,0
11,12,Northwestern,13,48,10,4,2,1,0,0,0,0
12,12,Ohio,13,48,13,4,1,1,0,0,0,0
13,14,Boise State,14,49,12,4,1,1,0,0,0,0
14,14,Georgia Tech,11,49,14,6,0,0,0,0,0,0
15,14,Penn State,13,49,10,5,3,2,1,0,0,0
16,14,Purdue,13,49,14,7,6,4,3,1,0,0
17,18,Clemson,14,50,9,4,2,1,1,0,0,0
18,18,Duke,13,50,14,8,7,4,3,3,2,1
19,18,Fresno State,14,50,10,2,2,1,0,0,0,0
20,18,Northern Illinois,13,50,17,4,2,2,0,0,0,0
21,18,UTSA,11,50,13,8,2,1,1,1,1,0
22,23,LSU,13,51,15,3,1,1,1,1,0,0
23,23,Marshall,13,51,16,6,2,1,1,0,0,0
24,23,TCU,14,51,14,8,3,3,1,0,0,0
25,26,Georgia State,12,52,15,8,4,2,0,0,0,0
26,26,Miami (Ohio),12,52,24,7,4,4,3,2,0,0
27,26,Michigan,13,52,22,11,5,4,2,0,0,0
28,26,Middle Tennessee,13,52,15,4,2,2,0,0,0,0
29,26,Texas,13,52,10,3,2,1,0,0,0,0
30,31,Florida State,13,53,19,7,1,1,0,0,0,0
31,31,Iowa State,13,53,16,4,2,1,0,0,0,0
32,31,New Mexico,12,53,21,13,9,6,4,1,1,0
33,31,South Alabama,12,53,15,7,2,1,1,1,0,0
34,31,Virginia Tech,13,53,14,6,3,2,2,0,0,0
35,36,California,12,54,12,7,4,3,2,1,0,0
36,36,Georgia,15,54,18,9,2,0,0,0,0,0
37,36,Mississippi State,13,54,18,9,6,4,3,1,0,0
38,36,Western Kentucky,13,54,17,7,6,4,3,2,1,0
39,40,North Carolina State,13,55,14,7,5,4,3,2,1,0
40,40,Pittsburgh,12,55,10,5,3,1,1,1,1,0
41,42,Arkansas State,12,56,15,7,5,3,2,2,0,0
42,42,Auburn,14,56,13,5,4,2,2,1,0,0
43,42,Eastern Michigan,12,56,16,5,4,4,3,2,0,0
44,42,Houston,12,56,10,3,3,2,2,2,1,0
45,42,Oregon,13,56,15,5,2,2,1,0,0,0
46,47,Rutgers,12,57,16,10,5,1,0,0,0,0
47,48,Arkansas,12,58,15,10,7,3,3,2,0,0
48,49,Coastal Carolina,12,59,14,8,4,4,2,2,2,0
49,49,Florida,11,59,18,9,2,1,1,1,0,0
50,49,Indiana,12,59,16,7,3,1,0,0,0,0
51,49,Louisville,13,59,15,10,4,2,2,2,1,0
52,53,Missouri,13,60,23,11,5,3,3,3,0,0
53,53,South Florida,12,60,12,5,4,1,0,0,0,0
54,53,Texas A&M,13,60,22,10,6,5,5,3,0,0
55,53,Texas Tech,13,60,22,6,4,1,0,0,0,0
56,57,Buffalo,12,61,14,7,3,3,1,0,0,0
57,57,Cincinnati,12,61,16,7,5,3,0,0,0,0
58,57,Minnesota,12,61,22,9,7,4,3,1,0,0
59,57,Navy,13,61,19,9,4,3,2,2,0,0
60,57,South Carolina,13,61,12,3,1,1,0,0,0,0
61,57,Western Michigan,12,61,22,10,6,4,2,1,0,0
62,63,Appalachian State,13,62,19,5,4,1,1,1,1,1
63,63,Central Michigan,13,62,23,11,6,3,2,2,0,0
64,63,Georgia Southern,12,62,25,16,11,5,3,1,0,0
65,63,Southern Mississippi,13,62,19,7,5,2,1,0,0,0
66,67,Army,13,63,21,13,10,7,5,4,1,0
67,67,Utah,13,63,17,7,2,2,1,0,0,0
68,67,Wyoming,13,63,10,3,1,0,0,0,0,0
69,70,Washington State,13,64,19,10,8,5,4,3,2,0
70,71,Florida Atlantic,14,65,13,6,4,2,2,1,0,0
71,71,Maryland,12,65,18,4,2,1,0,0,0,0
72,73,Colorado,12,66,22,10,7,5,2,1,0,0
73,73,Notre Dame,13,66,16,8,3,1,0,0,0,0
74,75,Colorado State,13,67,20,10,10,7,4,3,1,1
75,75,Florida International,13,67,22,13,7,5,3,1,0,0
76,77,Miami (Florida),13,68,17,6,3,1,0,0,0,0
77,77,Oklahoma State,13,68,14,5,3,2,0,0,0,0
78,77,Syracuse,12,68,26,16,10,8,3,1,0,0
79,80,Kentucky,13,69,22,10,5,2,1,0,0,0
80,81,Air Force,12,70,30,17,11,9,7,5,1,1
81,81,Ball State,12,70,21,15,5,3,3,2,0,0
82,81,Charlotte,12,70,16,4,2,2,1,1,1,0
83,81,Kansas,12,70,22,5,4,2,1,0,0,0
84,81,New Mexico State,13,70,16,12,8,4,2,1,0,0
85,81,Toledo,14,70,21,11,7,4,3,1,1,0
86,81,UCF,13,70,16,7,3,3,1,0,0,0
87,81,Virginia,13,70,23,11,5,4,3,2,0,0
88,89,Arizona,13,71,28,14,7,3,1,0,0,0
89,89,Arizona State,13,71,23,14,8,7,4,1,1,1
90,89,Oklahoma,14,71,17,9,4,3,2,2,0,0
91,92,Idaho,12,72,17,7,5,3,2,0,0,0
92,92,Louisiana Tech,13,72,17,8,4,1,0,0,0,0
93,92,Nebraska,12,72,23,10,7,6,4,2,0,0
94,92,USC,14,72,21,9,5,4,2,2,1,0
95,96,Boston College,13,73,24,14,10,8,6,1,0,0
96,96,Stanford,14,73,17,8,5,2,0,0,0,0
97,98,Massachusetts,12,74,29,11,6,4,2,0,0,0
98,98,Memphis,13,74,18,8,6,4,3,1,1,1
99,100,North Carolina,12,75,20,11,7,5,4,2,0,0
100,100,North Texas,14,75,25,12,8,6,3,1,1,0
101,102,Baylor,12,76,21,14,8,5,4,2,1,1
102,103,Wake Forest,13,79,25,18,13,5,2,1,0,0
103,104,East Carolina,12,80,21,12,10,6,6,4,2,0
104,104,Tulane,12,80,24,14,10,5,1,1,1,0
105,106,Connecticut,12,81,27,7,4,2,1,0,0,0
106,106,Hawai'i,12,81,28,12,11,5,4,0,0,0
107,108,Illinois,12,82,14,5,4,1,1,1,0,0
108,109,UAB,13,84,21,8,3,3,2,2,0,0
109,110,Louisiana-Monroe,12,85,31,13,7,5,4,1,1,0
110,110,Mississippi,12,85,33,18,10,3,0,0,0,0
111,110,Temple,13,85,21,9,6,2,2,0,0,0
112,113,Rice,12,86,21,8,4,2,2,1,0,0
113,114,SMU,13,87,32,15,10,6,3,2,1,1
114,115,Kent State,12,88,32,18,11,6,4,2,0,0
115,115,Louisiana-Lafayette,12,88,27,15,8,6,3,1,0,0
116,115,Utah State,13,88,22,9,5,1,0,0,0,0
117,118,West Virginia,13,89,24,13,9,5,3,0,0,0
118,119,Bowling Green,12,91,28,10,5,3,3,2,1,0
119,119,Old Dominion,12,91,23,9,1,1,0,0,0,0
120,119,Tennessee,12,91,27,12,5,3,2,1,0,0
121,122,Nevada,12,92,14,7,5,4,2,1,0,0
122,122,Oregon State,12,92,26,9,7,5,3,2,0,0
123,124,Akron,14,93,21,8,4,3,2,1,1,0
124,125,Tulsa,12,94,31,16,12,6,3,3,0,0
125,125,UTEP,12,94,20,8,4,2,1,0,0,0
126,127,Vanderbilt,12,96,19,6,3,3,1,0,0,0
127,128,San Jose State,13,99,27,16,8,7,4,2,1,0
128,129,UNLV,12,102,20,11,5,3,1,0,0,0
129,130,UCLA,13,109,32,21,12,9,8,3,1,0
