,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Florida Atlantic,14,144,39,17,9,7,6,2,1,0
1,2,Army,13,121,45,21,9,3,2,1,0,0
2,3,Alabama,14,119,28,13,8,4,3,2,0,0
3,4,Air Force,12,118,23,12,5,3,0,0,0,0
4,4,Navy,13,118,41,18,10,6,4,3,2,2
5,6,Arizona,13,115,43,28,19,14,9,6,1,0
6,6,Georgia,15,115,47,22,11,7,4,3,0,0
7,8,South Florida,12,112,25,10,8,3,1,1,0,0
8,9,Louisville,13,109,33,20,14,8,4,2,0,0
9,10,Oregon,13,106,35,10,5,3,1,0,0,0
10,11,Appalachian State,13,99,31,14,6,3,0,0,0,0
11,12,Notre Dame,13,98,42,28,15,11,9,4,1,0
12,13,Ohio,13,95,34,15,9,8,7,2,0,0
13,13,Oklahoma,14,95,32,17,9,6,3,1,1,1
14,15,Ohio State,14,94,35,18,9,5,2,2,1,0
15,15,San Diego State,13,94,40,19,15,11,8,3,3,1
16,15,UNLV,12,94,32,17,11,7,4,1,1,0
17,18,Toledo,14,91,22,12,8,5,4,3,1,0
18,19,North Texas,14,90,17,11,6,2,2,0,0,0
19,20,Kansas State,13,89,29,11,5,2,2,1,0,0
20,20,Mississippi State,13,89,19,12,5,1,0,0,0,0
21,20,Wisconsin,14,89,25,11,8,5,3,1,0,0
22,23,New Mexico,12,87,29,14,10,6,4,0,0,0
23,24,Georgia Tech,11,86,29,18,12,7,7,2,0,0
24,24,Rice,12,86,19,4,3,3,1,1,0,0
25,26,Tulsa,12,84,26,14,8,5,3,1,0,0
26,27,UCF,13,83,22,10,8,6,5,2,1,1
27,27,USC,14,83,27,10,8,7,3,1,1,0
28,29,Auburn,14,82,25,16,9,5,4,0,0,0
29,29,Missouri,13,82,20,5,4,4,2,1,0,0
30,31,Memphis,13,81,25,17,12,11,7,3,2,0
31,32,Georgia Southern,12,79,19,7,6,2,2,2,0,0
32,32,TCU,14,79,22,9,4,0,0,0,0,0
33,34,Oklahoma State,13,78,26,12,5,4,3,3,0,0
34,34,Southern Mississippi,13,78,22,10,7,4,3,2,2,0
35,36,Louisiana Tech,13,77,15,3,2,1,0,0,0,0
36,36,SMU,13,77,23,12,7,3,1,1,0,0
37,36,Tulane,12,77,23,14,9,7,3,2,0,0
38,39,Louisiana-Lafayette,12,76,21,15,6,3,1,1,0,0
39,39,Utah,13,76,13,6,2,1,0,0,0,0
40,39,Washington,13,76,25,12,4,3,1,0,0,0
41,42,Clemson,14,75,21,10,8,6,3,2,2,0
42,42,LSU,13,75,19,11,5,4,2,2,0,0
43,42,UAB,13,75,21,6,4,2,0,0,0,0
44,42,Wake Forest,13,75,22,8,4,4,2,1,0,0
45,42,Western Michigan,12,75,27,11,6,3,3,2,0,0
46,47,Stanford,14,74,35,26,17,14,8,1,0,0
47,48,Colorado State,13,72,25,12,6,3,2,1,0,0
48,48,Miami (Florida),13,72,23,12,6,2,2,1,1,0
49,50,Boston College,13,71,25,15,9,7,5,2,0,0
50,50,Michigan,13,71,20,13,9,5,3,1,0,0
51,50,North Carolina State,13,71,22,10,7,3,1,1,1,0
52,53,Coastal Carolina,12,70,19,6,5,1,0,0,0,0
53,54,Florida State,13,69,19,11,7,4,2,0,0,0
54,54,Middle Tennessee,13,69,21,5,1,0,0,0,0,0
55,56,Arizona State,13,67,15,7,4,2,2,0,0,0
56,56,Houston,12,67,16,10,6,1,0,0,0,0
57,56,Northwestern,13,67,15,5,5,3,3,1,0,0
58,59,Duke,13,66,17,9,2,2,1,0,0,0
59,59,UTSA,11,66,15,9,4,3,3,2,0,0
60,61,Charlotte,12,65,21,8,5,4,3,2,1,0
