,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Michigan,13,180,47,26.11
1,2,Virginia Tech,13,187,49,26.20
2,3,Texas,13,199,54,27.14
3,4,Washington State,13,172,49,28.49
4,5,Wisconsin,14,189,55,29.10
5,6,Clemson,14,222,65,29.28
6,7,New Mexico State,13,186,55,29.57
7,8,Indiana,12,184,55,29.89
8,9,Ohio,13,194,58,29.90
9,10,Mississippi State,13,171,52,30.41
10,11,Northern Illinois,13,220,67,30.45
11,12,Georgia Tech,11,139,43,30.94
12,13,Syracuse,12,164,51,31.10
13,14,TCU,14,211,66,31.28
14,15,Kent State,12,146,46,31.51
15,16,Duke,13,178,57,32.02
16,17,Ohio State,14,215,69,32.09
17,18,Michigan State,13,174,57,32.76
18,19,Georgia,15,216,71,32.87
19,20,Auburn,14,222,73,32.88
20,21,Arkansas State,12,185,61,32.97
21,22,Florida,11,139,46,33.09
22,23,Appalachian State,13,181,60,33.15
23,24,West Virginia,13,195,65,33.33
24,24,Oregon,13,198,66,33.33
25,26,Akron,14,190,65,34.21
26,27,Toledo,14,195,67,34.36
27,28,Iowa,13,188,65,34.57
28,28,Southern Mississippi,13,188,65,34.57
29,30,Alabama,14,214,74,34.58
30,31,Texas A&M,13,193,67,34.72
31,32,Middle Tennessee,13,204,71,34.80
32,33,Fresno State,14,201,70,34.83
33,34,UTSA,11,132,46,34.85
34,35,Penn State,13,209,73,34.93
35,35,Central Michigan,13,209,73,34.93
36,37,Notre Dame,13,207,73,35.27
37,38,LSU,13,178,63,35.39
38,39,Utah State,13,211,75,35.55
39,40,USC,14,207,74,35.75
40,41,Purdue,13,206,74,35.92
41,42,Marshall,13,189,68,35.98
42,43,Texas State,12,169,61,36.09
43,44,Northwestern,13,202,73,36.14
44,45,Florida State,13,199,72,36.18
45,46,UAB,13,187,68,36.36
46,47,South Florida,12,195,71,36.41
47,48,Wyoming,13,205,75,36.59
48,49,Virginia,13,188,69,36.70
49,50,Eastern Michigan,12,174,64,36.78
50,51,Boston College,13,208,77,37.02
51,52,Massachusetts,12,180,67,37.22
52,53,Vanderbilt,12,166,62,37.35
53,54,North Carolina,12,187,70,37.43
54,55,Washington,13,201,76,37.81
55,56,Utah,13,193,73,37.82
56,57,Oklahoma,14,192,73,38.02
57,58,Western Michigan,12,168,64,38.10
58,59,Boise State,14,204,78,38.24
59,60,New Mexico,12,162,62,38.27
60,61,Temple,13,193,74,38.34
61,62,Florida International,13,159,61,38.36
62,63,UCLA,13,185,71,38.38
63,64,Minnesota,12,164,63,38.41
64,65,Rutgers,12,177,68,38.42
65,66,Georgia State,12,174,67,38.51
66,67,Miami (Ohio),12,178,69,38.76
67,68,Oklahoma State,13,206,80,38.83
68,69,Troy,13,208,81,38.94
69,70,San Diego State,13,177,69,38.98
70,71,Baylor,12,169,66,39.05
71,72,Houston,12,202,79,39.11
72,73,Georgia Southern,12,148,58,39.19
73,74,Florida Atlantic,14,216,85,39.35
74,75,Miami (Florida),13,220,87,39.55
75,76,South Carolina,13,191,76,39.79
76,77,Wake Forest,13,226,90,39.82
77,78,Kansas,12,177,71,40.11
78,79,Army,13,137,55,40.15
79,80,Idaho,12,178,72,40.45
80,81,Iowa State,13,190,77,40.53
81,82,Kentucky,13,185,75,40.54
82,83,Pittsburgh,12,170,69,40.59
83,84,BYU,13,187,76,40.64
84,85,UCF,13,201,82,40.80
85,86,Kansas State,13,194,80,41.24
86,87,Louisville,13,179,74,41.34
87,88,Louisiana Tech,13,174,72,41.38
88,89,Mississippi,12,188,78,41.49
89,90,Buffalo,12,184,77,41.85
90,91,North Carolina State,13,191,80,41.88
91,92,Texas Tech,13,197,83,42.13
92,93,Colorado,12,173,73,42.20
93,94,Arizona State,13,180,76,42.22
94,95,Air Force,12,142,60,42.25
95,96,Navy,13,160,68,42.50
96,97,South Alabama,12,169,72,42.60
97,98,SMU,13,182,78,42.86
98,99,Nebraska,12,144,62,43.06
99,100,Cincinnati,12,178,77,43.26
100,101,Missouri,13,212,92,43.40
101,102,Stanford,14,191,83,43.46
102,102,Western Kentucky,13,191,83,43.46
103,104,Charlotte,12,163,71,43.56
104,105,Illinois,12,174,76,43.68
105,106,UNLV,12,160,70,43.75
106,107,North Texas,14,212,93,43.87
107,108,Colorado State,13,179,79,44.13
108,109,California,12,181,80,44.20
109,110,Nevada,12,174,77,44.25
110,111,Tulane,12,151,67,44.37
111,112,Tulsa,12,157,70,44.59
112,113,Tennessee,12,166,75,45.18
113,114,Old Dominion,12,185,84,45.41
114,114,San Jose State,13,207,94,45.41
115,116,Memphis,13,215,98,45.58
116,117,Louisiana-Monroe,12,150,69,46.00
117,118,Ball State,12,148,69,46.62
118,119,Arizona,13,197,92,46.70
119,120,Connecticut,12,179,85,47.49
120,121,Arkansas,12,162,77,47.53
121,122,Bowling Green,12,161,77,47.83
122,123,Coastal Carolina,12,160,77,48.13
123,124,Louisiana-Lafayette,12,169,82,48.52
124,125,Rice,12,142,69,48.59
125,126,Hawai'i,12,164,80,48.78
126,127,Maryland,12,186,92,49.46
127,128,UTEP,12,162,84,51.85
128,129,East Carolina,12,150,78,52.00
129,130,Oregon State,12,156,83,53.21
