,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
48,45,Coastal Carolina,12,2,0,0,0,0,0,0,0
49,45,Colorado State,13,2,1,0,0,0,0,0,0
50,45,Georgia State,12,2,0,0,0,0,0,0,0
51,45,Georgia Tech,11,2,0,0,0,0,0,0,0
52,45,Iowa State,13,2,2,2,1,1,0,0,0
53,45,Louisiana-Monroe,12,2,1,0,0,0,0,0,0
54,45,Marshall,13,2,0,0,0,0,0,0,0
55,45,Memphis,13,2,0,0,0,0,0,0,0
56,45,Nevada,12,2,1,0,0,0,0,0,0
57,45,North Texas,14,2,2,2,1,1,1,1,0
58,45,Northwestern,13,2,1,0,0,0,0,0,0
59,45,Old Dominion,12,2,1,0,0,0,0,0,0
60,45,Rutgers,12,2,0,0,0,0,0,0,0
61,45,South Florida,12,2,2,1,0,0,0,0,0
62,45,Syracuse,12,2,1,0,0,0,0,0,0
63,45,Tennessee,12,2,1,0,0,0,0,0,0
64,45,Texas,13,2,1,1,1,1,1,1,1
65,45,Toledo,14,2,2,2,1,1,1,1,0
66,45,Troy,13,2,2,1,0,0,0,0,0
67,45,UAB,13,2,2,1,0,0,0,0,0
68,45,UCLA,13,2,1,1,0,0,0,0,0
69,45,Western Michigan,12,2,2,2,0,0,0,0,0
70,71,Air Force,12,1,0,0,0,0,0,0,0
71,71,Arkansas,12,1,1,0,0,0,0,0,0
72,71,Ball State,12,1,1,1,0,0,0,0,0
73,71,Baylor,12,1,1,1,0,0,0,0,0
74,71,Buffalo,12,1,1,0,0,0,0,0,0
75,71,California,12,1,1,0,0,0,0,0,0
76,71,Central Michigan,13,1,1,0,0,0,0,0,0
77,71,Duke,13,1,1,0,0,0,0,0,0
78,71,Eastern Michigan,12,1,0,0,0,0,0,0,0
79,71,Fresno State,14,1,1,1,0,0,0,0,0
80,71,Illinois,12,1,1,1,1,0,0,0,0
81,71,Iowa,13,1,0,0,0,0,0,0,0
82,71,Kansas,12,1,1,0,0,0,0,0,0
83,71,Kent State,12,1,0,0,0,0,0,0,0
84,71,Kentucky,13,1,1,1,1,0,0,0,0
85,71,Louisiana Tech,13,1,1,1,1,1,0,0,0
86,71,Michigan State,13,1,0,0,0,0,0,0,0
87,71,Nebraska,12,1,1,1,1,1,0,0,0
88,71,New Mexico State,13,1,1,0,0,0,0,0,0
89,71,Ohio State,14,1,0,0,0,0,0,0,0
90,71,Oklahoma,14,1,0,0,0,0,0,0,0
91,71,Oklahoma State,13,1,0,0,0,0,0,0,0
92,71,Oregon,13,1,0,0,0,0,0,0,0
93,71,Oregon State,12,1,1,0,0,0,0,0,0
94,71,Rice,12,1,1,0,0,0,0,0,0
95,71,San Jose State,13,1,0,0,0,0,0,0,0
96,71,Stanford,14,1,0,0,0,0,0,0,0
97,71,Temple,13,1,1,1,1,1,1,0,0
98,71,UTEP,12,1,1,0,0,0,0,0,0
99,71,UTSA,11,1,0,0,0,0,0,0,0
100,71,Vanderbilt,12,1,0,0,0,0,0,0,0
101,71,Washington State,13,1,0,0,0,0,0,0,0
102,71,West Virginia,13,1,0,0,0,0,0,0,0
103,71,Western Kentucky,13,1,0,0,0,0,0,0,0
104,105,Akron,14,0,0,0,0,0,0,0,0
105,105,Charlotte,12,0,0,0,0,0,0,0,0
106,105,Cincinnati,12,0,0,0,0,0,0,0,0
107,105,Connecticut,12,0,0,0,0,0,0,0,0
108,105,East Carolina,12,0,0,0,0,0,0,0,0
109,105,Florida,11,0,0,0,0,0,0,0,0
110,105,Florida International,13,0,0,0,0,0,0,0,0
111,105,Hawai'i,12,0,0,0,0,0,0,0,0
112,105,Houston,12,0,0,0,0,0,0,0,0
113,105,Idaho,12,0,0,0,0,0,0,0,0
114,105,Massachusetts,12,0,0,0,0,0,0,0,0
115,105,Miami (Ohio),12,0,0,0,0,0,0,0,0
116,105,Minnesota,12,0,0,0,0,0,0,0,0
117,105,Mississippi,12,0,0,0,0,0,0,0,0
118,105,Navy,13,0,0,0,0,0,0,0,0
119,105,New Mexico,12,0,0,0,0,0,0,0,0
120,105,Northern Illinois,13,0,0,0,0,0,0,0,0
121,105,Purdue,13,0,0,0,0,0,0,0,0
122,105,SMU,13,0,0,0,0,0,0,0,0
123,105,South Alabama,12,0,0,0,0,0,0,0,0
124,105,Texas State,12,0,0,0,0,0,0,0,0
125,105,Texas Tech,13,0,0,0,0,0,0,0,0
126,105,Tulane,12,0,0,0,0,0,0,0,0
127,105,Tulsa,12,0,0,0,0,0,0,0,0
128,105,UNLV,12,0,0,0,0,0,0,0,0
129,105,Virginia,13,0,0,0,0,0,0,0,0
