,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
46,47,Clemson,14,190,60,28,19,12,8,4,2,0
47,48,Washington,13,188,66,31,13,8,3,2,0,0
48,49,Florida International,13,187,54,29,13,8,3,2,0,0
49,49,Oregon,13,187,73,31,15,10,2,0,0,0
50,51,Arizona State,13,186,62,32,18,9,5,1,0,0
51,51,Colorado,12,186,50,25,11,7,4,2,0,0
52,51,Michigan State,13,186,50,16,9,4,2,0,0,0
53,51,Texas,13,186,60,19,9,2,1,1,1,1
54,55,Louisiana-Lafayette,12,185,58,30,13,6,1,1,0,0
55,56,East Carolina,12,184,56,26,12,5,4,4,2,2
56,57,Notre Dame,13,183,82,44,23,15,11,6,2,0
57,58,Louisiana-Monroe,12,182,69,33,16,12,6,3,1,0
58,59,Iowa State,13,181,62,22,9,6,2,1,0,0
59,60,Duke,13,180,51,24,10,6,1,0,0,0
60,60,Fresno State,14,180,60,28,13,7,5,3,1,0
61,62,Temple,13,179,61,26,13,6,2,1,0,0
62,62,UNLV,12,179,63,32,20,13,5,2,2,1
63,62,Utah State,13,179,52,29,17,11,9,5,0,0
64,65,Mississippi State,13,178,52,20,9,2,1,0,0,0
65,66,Baylor,12,175,57,32,25,14,7,7,0,0
66,66,Stanford,14,175,76,44,24,17,8,1,0,0
67,68,Kansas State,13,174,61,29,15,8,6,3,1,0
68,69,Akron,14,173,47,20,10,3,1,1,0,0
69,69,Buffalo,12,173,61,32,23,15,5,2,0,0
70,69,California,12,173,50,14,8,6,3,2,0,0
71,69,North Carolina,12,173,50,23,14,6,0,0,0,0
72,73,Connecticut,12,172,56,30,18,11,7,3,1,0
73,73,Nebraska,12,172,59,22,9,3,2,2,1,0
74,73,San Diego State,13,172,70,30,19,12,9,4,4,1
75,73,Texas A&M,13,172,62,38,24,11,9,5,1,0
76,77,Florida State,13,171,57,29,16,8,4,0,0,0
77,77,Marshall,13,171,60,27,13,7,4,3,1,1
78,77,Miami (Ohio),12,171,57,19,5,3,0,0,0,0
79,80,Air Force,12,168,48,23,12,9,2,0,0,0
80,80,LSU,13,168,59,36,20,10,6,3,1,0
81,80,UTSA,11,168,42,18,9,3,3,2,0,0
82,83,Eastern Michigan,12,167,63,20,9,3,3,2,0,0
83,83,Georgia State,12,167,45,26,15,8,4,2,0,0
84,85,Michigan,13,165,54,28,14,5,3,1,0,0
85,86,Central Michigan,13,163,62,39,17,10,5,4,0,0
86,86,Northern Illinois,13,163,46,23,14,8,6,3,1,0
87,88,Pittsburgh,12,162,49,19,8,5,4,4,1,1
88,89,UAB,13,161,52,19,12,6,2,1,0,0
89,90,Arkansas,12,160,58,27,11,5,3,1,1,0
90,90,Boston College,13,160,57,26,14,8,6,3,0,0
91,90,Bowling Green,12,160,66,28,12,6,5,2,0,0
92,93,Cincinnati,12,159,51,17,8,2,1,1,0,0
93,93,Indiana,12,159,48,17,9,5,2,1,0,0
94,95,Coastal Carolina,12,157,53,24,17,6,3,2,1,0
95,95,Kentucky,13,157,63,21,10,5,2,1,0,0
96,95,South Carolina,13,157,54,19,5,3,2,0,0,0
97,98,Rice,12,156,45,18,12,10,3,2,0,0
98,98,Western Michigan,12,156,51,21,13,6,4,2,0,0
99,100,Vanderbilt,12,153,52,24,5,1,1,1,0,0
100,100,Virginia,13,153,50,21,8,6,4,3,1,0
101,102,Hawai'i,12,152,45,23,13,9,3,2,1,0
102,102,San Jose State,13,152,42,19,9,3,0,0,0,0
103,104,Nevada,12,150,64,32,20,11,5,3,1,0
104,104,South Alabama,12,150,48,24,10,4,3,2,1,0
105,106,Texas State,12,149,50,25,14,6,3,2,0,0
106,107,Navy,13,148,61,32,19,10,6,5,2,2
107,107,Tulane,12,148,49,29,17,13,7,3,0,0
108,109,BYU,13,146,42,20,12,3,1,1,0,0
109,109,Iowa,13,146,52,20,11,6,4,1,0,0
110,111,Idaho,12,145,45,21,11,4,3,1,0,0
111,112,Tulsa,12,143,56,35,20,13,7,3,0,0
112,113,Florida,11,140,38,18,7,5,4,2,0,0
113,114,New Mexico,12,139,51,24,17,8,6,1,0,0
114,115,Oregon State,12,137,38,20,7,1,1,1,0,0
115,116,Old Dominion,12,136,37,15,11,8,4,2,0,0
116,117,Army,13,135,53,24,11,3,2,1,0,0
117,118,Ball State,12,134,36,13,7,3,1,0,0,0
118,119,Maryland,12,133,52,24,16,6,2,1,0,0
119,120,Tennessee,12,132,38,18,10,4,2,0,0,0
120,120,Wyoming,13,132,41,20,7,2,0,0,0,0
121,122,Kansas,12,131,41,27,13,8,5,1,0,0
122,123,Charlotte,12,124,44,17,11,7,4,2,1,0
123,124,Georgia Southern,12,120,38,18,14,8,4,3,0,0
124,125,Georgia Tech,11,118,47,30,19,9,9,3,1,0
125,126,Illinois,12,117,41,20,8,4,2,2,0,0
126,127,Kent State,12,114,41,17,9,7,4,2,1,0
127,128,Minnesota,12,111,42,14,10,8,6,1,0,0
128,129,Rutgers,12,98,32,17,6,2,2,1,0,0
129,130,UTEP,12,91,27,13,6,1,1,1,1,0
