,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
0,1,Alabama,14,18,14,15,0,1,167,11.9
1,2,Clemson,14,22,12,22,0,0,190,13.6
2,3,Wisconsin,14,21,16,21,0,0,195,13.9
3,4,Virginia Tech,13,24,8,24,0,0,192,14.8
4,5,Washington,13,24,14,23,0,0,209,16.1
5,6,Georgia,15,28,17,27,0,0,246,16.4
6,7,Penn State,13,27,10,20,1,0,214,16.5
7,8,UTSA,11,24,7,22,0,0,187,17.0
8,9,Wyoming,13,27,13,27,0,0,228,17.5
9,10,Fresno State,14,30,14,27,1,0,251,17.9
10,11,Troy,13,30,11,23,1,1,240,18.5
11,11,Auburn,14,31,14,29,1,0,259,18.5
12,13,Michigan,13,30,12,29,0,0,245,18.8
13,14,LSU,13,27,18,24,2,1,246,18.9
14,15,TCU,14,32,14,30,0,1,266,19.0
15,15,Ohio State,14,35,7,33,1,0,266,19.0
16,17,Iowa,13,30,16,29,0,1,259,19.9
17,17,Marshall,13,32,13,28,0,0,259,19.9
18,19,Michigan State,13,31,14,30,1,0,260,20.0
19,20,Northwestern,13,33,10,31,0,1,261,20.1
20,21,Appalachian State,13,30,18,29,0,0,263,20.2
21,21,San Diego State,13,34,9,28,2,0,263,20.2
22,21,Duke,13,34,9,32,0,0,263,20.2
23,24,Purdue,13,32,15,28,0,1,267,20.5
24,25,South Carolina,13,30,21,26,0,0,269,20.7
25,26,Mississippi State,13,34,11,33,1,0,272,20.9
26,26,Iowa State,13,34,12,30,1,0,272,20.9
27,28,Miami (Florida),13,30,21,26,2,0,273,21.0
28,29,Texas,13,33,16,30,0,0,276,21.2
29,29,Florida State,13,34,14,28,1,0,276,21.2
30,31,Notre Dame,13,34,14,31,1,0,279,21.5
31,32,Northern Illinois,13,33,19,31,0,0,286,22.0
32,32,Army,13,39,6,34,0,0,286,22.0
33,34,Stanford,14,39,15,35,2,0,318,22.7
34,34,Florida Atlantic,14,40,13,35,1,1,318,22.7
35,36,Minnesota,12,36,9,29,1,0,274,22.8
36,36,Boston College,13,37,13,34,0,1,297,22.8
37,38,Boise State,14,42,9,39,0,1,320,22.9
38,39,Utah,13,33,24,29,1,0,301,23.2
39,40,Eastern Michigan,12,35,12,34,0,0,280,23.3
40,41,South Florida,12,37,8,32,2,0,282,23.5
41,42,Houston,12,32,21,31,0,0,286,23.8
42,43,Miami (Ohio),12,37,10,35,1,0,289,24.1
43,44,Ohio,13,38,17,32,1,1,315,24.2
44,45,Southern Mississippi,13,40,15,33,0,0,318,24.5
45,46,BYU,13,37,21,34,0,1,321,24.7
46,46,Middle Tennessee,13,39,16,37,0,1,321,24.7
47,48,Georgia State,12,38,11,36,0,0,297,24.8
48,48,Buffalo,12,39,9,35,1,0,298,24.8
49,50,Kansas State,13,40,17,34,1,0,327,25.2
50,50,North Carolina State,13,40,16,36,1,1,328,25.2
51,52,Indiana,12,39,10,38,1,0,304,25.3
52,52,UCF,13,43,11,36,1,0,329,25.3
53,54,Louisiana Tech,13,41,15,33,3,0,330,25.4
54,55,UAB,13,39,21,30,3,0,333,25.6
55,56,Idaho,12,36,20,31,1,0,309,25.8
56,56,Arkansas State,12,40,9,34,3,1,309,25.8
57,56,Temple,13,40,18,39,1,0,335,25.8
58,56,Washington State,13,41,15,40,1,1,335,25.8
59,60,USC,14,46,15,43,1,0,366,26.1
60,61,Toledo,14,48,12,43,0,0,367,26.2
61,62,Navy,13,43,13,37,4,0,342,26.3
62,63,Georgia Tech,11,35,16,30,1,1,292,26.5
63,63,South Alabama,12,38,19,31,1,0,318,26.5
64,65,Pittsburgh,12,41,10,41,0,1,319,26.6
65,66,Western Kentucky,13,42,18,41,1,0,349,26.8
66,67,Utah State,13,43,16,40,0,2,350,26.9
67,68,Oklahoma,14,47,17,42,2,0,379,27.1
68,69,Florida,11,36,16,36,0,0,300,27.3
69,70,Louisville,13,47,9,45,1,0,356,27.4
70,71,Central Michigan,13,44,17,41,0,1,358,27.5
71,72,Colorado State,13,46,13,46,0,0,361,27.8
72,73,Akron,14,49,17,45,1,0,392,28.0
73,74,Colorado,12,42,15,39,1,0,338,28.2
74,74,Kentucky,13,46,16,43,0,0,367,28.2
75,76,Rutgers,12,41,18,40,0,0,340,28.3
76,76,Wake Forest,13,45,18,40,2,0,368,28.3
77,78,California,12,40,21,38,0,0,341,28.4
78,78,Virginia,13,49,9,44,1,1,369,28.4
79,80,Florida International,13,47,13,39,4,1,370,28.5
80,81,Western Michigan,12,47,7,43,1,0,348,29.0
81,81,Oregon,13,47,16,47,0,0,377,29.0
82,83,Tennessee,12,45,13,38,1,0,349,29.1
83,84,Tulane,12,47,7,45,0,1,350,29.2
84,85,Oklahoma State,13,48,15,47,1,0,382,29.4
85,86,New Mexico State,13,50,13,43,2,0,386,29.7
86,87,Texas A&M,13,51,13,48,3,0,399,30.7
87,88,North Carolina,12,48,14,41,1,1,375,31.3
88,88,Vanderbilt,12,48,13,47,0,1,376,31.3
89,90,Illinois,12,50,10,48,0,0,378,31.5
90,90,West Virginia,13,50,21,46,0,0,409,31.5
91,92,Old Dominion,12,51,7,49,1,1,380,31.7
92,93,UNLV,12,49,13,44,1,1,381,31.8
93,93,Cincinnati,12,46,20,42,1,1,382,31.8
94,93,Massachusetts,12,47,17,45,1,1,382,31.8
95,93,New Mexico,12,50,11,47,1,0,382,31.8
96,93,Missouri,13,50,20,48,1,2,414,31.8
97,98,Syracuse,12,49,14,46,1,1,386,32.2
98,98,Georgia Southern,12,52,8,48,1,0,386,32.2
99,98,Texas Tech,13,52,18,49,2,0,419,32.2
100,101,Air Force,12,49,15,48,1,0,389,32.4
101,102,Memphis,13,56,10,50,2,1,422,32.5
102,103,Charlotte,12,51,12,49,1,0,393,32.8
103,103,Arizona State,13,54,18,49,0,0,427,32.8
104,105,Texas State,12,48,22,45,1,1,403,33.6
105,106,Nevada,12,51,17,50,0,0,407,33.9
106,106,Hawai'i,12,55,8,51,1,0,407,33.9
107,108,Coastal Carolina,12,54,11,49,1,0,408,34.0
108,109,Arizona,13,59,11,54,2,1,447,34.4
109,110,Mississippi,12,51,20,47,1,0,415,34.6
110,111,North Texas,14,63,15,57,4,1,490,35.0
111,112,Kent State,12,56,10,55,0,0,421,35.1
112,113,Rice,12,55,15,54,0,0,429,35.8
113,114,Baylor,12,52,22,51,1,0,431,35.9
114,115,Arkansas,12,56,15,53,0,0,434,36.2
115,116,Nebraska,12,58,10,57,0,1,437,36.4
116,117,UCLA,13,58,23,55,1,1,476,36.6
117,118,SMU,13,62,14,57,3,0,477,36.7
118,119,UTEP,12,60,7,56,2,0,441,36.8
119,120,Maryland,12,59,11,56,0,1,445,37.1
120,121,Tulsa,12,58,16,50,2,0,450,37.5
121,122,Connecticut,12,61,10,57,1,0,455,37.9
122,123,Bowling Green,12,61,11,57,0,0,456,38.0
123,124,Louisiana-Lafayette,12,64,11,59,1,1,480,40.0
124,125,Ball State,12,65,12,60,1,0,488,40.7
125,126,Louisiana-Monroe,12,67,9,57,3,0,492,41.0
126,127,San Jose State,13,70,17,69,1,0,542,41.7
127,128,Oregon State,12,67,16,60,2,1,516,43.0
128,129,Kansas,12,68,16,63,1,0,521,43.4
129,130,East Carolina,12,73,11,69,0,0,540,45.0
