,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Wisconsin,13,68,68,100.0,5.2,5.2
1,1,Hawai'i,14,71,71,100.0,5.1,5.1
2,1,Ohio State,13,62,62,100.0,4.8,4.8
3,1,Texas Tech,13,56,56,100.0,4.3,4.3
4,1,Southern Mississippi,13,55,55,100.0,4.2,4.2
5,1,Western Michigan,12,50,50,100.0,4.2,4.2
6,1,Nebraska,14,54,54,100.0,3.9,3.9
7,1,Florida State,14,53,53,100.0,3.8,3.8
8,1,Texas A&M,13,50,50,100.0,3.8,3.8
9,1,Mississippi State,13,48,48,100.0,3.7,3.7
10,1,Florida International,13,45,45,100.0,3.5,3.5
11,1,SMU,14,48,48,100.0,3.4,3.4
12,1,Illinois,13,43,43,100.0,3.3,3.3
13,1,USC,13,43,43,100.0,3.3,3.3
14,1,UTEP,13,42,42,100.0,3.2,3.2
15,1,West Virginia,13,41,41,100.0,3.2,3.2
16,1,Indiana,12,38,38,100.0,3.2,3.2
17,1,Pittsburgh,13,40,40,100.0,3.1,3.1
18,1,Virginia,12,37,37,100.0,3.1,3.1
19,1,Connecticut,13,38,38,100.0,2.9,2.9
20,1,North Carolina,13,38,38,100.0,2.9,2.9
21,1,Louisiana-Lafayette,12,34,34,100.0,2.8,2.8
22,1,Utah State,12,33,33,100.0,2.8,2.8
23,1,Penn State,13,35,35,100.0,2.7,2.7
24,1,Duke,12,32,32,100.0,2.7,2.7
25,1,Wake Forest,12,31,31,100.0,2.6,2.6
26,1,Kent State,12,31,31,100.0,2.6,2.6
27,1,Washington,13,33,33,100.0,2.5,2.5
28,1,Texas,12,28,28,100.0,2.3,2.3
29,1,Purdue,12,27,27,100.0,2.3,2.3
30,1,UCLA,12,27,27,100.0,2.3,2.3
31,1,Rutgers,12,26,26,100.0,2.2,2.2
32,1,New Mexico,12,22,22,100.0,1.8,1.8
33,34,Nevada,14,77,76,98.7,5.5,5.4
34,34,Auburn,14,75,74,98.7,5.4,5.3
35,36,Oregon,13,73,72,98.6,5.6,5.5
36,37,Tulsa,13,65,64,98.5,5.0,4.9
37,38,Oklahoma,14,63,62,98.4,4.5,4.4
38,39,Alabama,13,58,57,98.3,4.5,4.4
39,40,East Carolina,13,57,56,98.2,4.4,4.3
40,40,Utah,13,56,55,98.2,4.3,4.2
41,42,Kansas State,13,54,53,98.1,4.2,4.1
42,42,Maryland,13,54,53,98.1,4.2,4.1
43,44,North Carolina State,13,50,49,98.0,3.8,3.8
44,45,Navy,13,48,47,97.9,3.7,3.6
45,45,Georgia,13,48,47,97.9,3.7,3.6
46,45,Baylor,13,47,46,97.9,3.6,3.5
47,48,Michigan State,13,46,45,97.8,3.5,3.5
48,48,Middle Tennessee,13,45,44,97.8,3.5,3.4
49,50,Mississippi,12,44,43,97.7,3.7,3.6
50,51,Army,13,42,41,97.6,3.2,3.2
51,51,Idaho,13,41,40,97.6,3.2,3.1
52,53,UAB,12,38,37,97.4,3.2,3.1
53,54,Clemson,13,37,36,97.3,2.8,2.8
54,54,LSU,13,37,36,97.3,2.8,2.8
55,56,Boise State,13,72,70,97.2,5.5,5.4
56,57,Oklahoma State,13,70,68,97.1,5.4,5.2
57,57,South Florida,13,34,33,97.1,2.6,2.5
58,59,Tulane,12,33,32,97.0,2.8,2.7
59,59,Colorado,12,33,32,97.0,2.8,2.7
60,59,Iowa State,12,33,32,97.0,2.8,2.7
61,62,Marshall,12,32,31,96.9,2.7,2.6
62,62,Minnesota,12,32,31,96.9,2.7,2.6
63,62,Temple,12,32,31,96.9,2.7,2.6
64,65,UNLV,13,30,29,96.7,2.3,2.2
65,66,Arkansas,13,58,56,96.6,4.5,4.3
66,66,Michigan,13,58,56,96.6,4.5,4.3
67,66,San Diego State,13,58,56,96.6,4.5,4.3
68,66,Washington State,12,29,28,96.6,2.4,2.3
69,70,Kansas,12,26,25,96.2,2.2,2.1
70,71,Boston College,13,25,24,96.0,1.9,1.8
71,72,Kentucky,13,48,46,95.8,3.7,3.5
72,72,Vanderbilt,12,24,23,95.8,2.0,1.9
73,74,Missouri,13,47,45,95.7,3.6,3.5
74,75,Fresno State,13,44,42,95.5,3.4,3.2
75,75,San Jose State,13,22,21,95.5,1.7,1.6
76,77,Louisville,13,43,41,95.3,3.3,3.2
77,78,Buffalo,12,21,20,95.2,1.8,1.7
78,79,Cincinnati,12,40,38,95.0,3.3,3.2
79,80,UCF,14,59,56,94.9,4.2,4.0
80,80,California,12,39,37,94.9,3.3,3.1
81,80,Georgia Tech,13,39,37,94.9,3.0,2.8
82,80,BYU,13,39,37,94.9,3.0,2.8
83,84,New Mexico State,12,19,18,94.7,1.6,1.5
84,85,Virginia Tech,14,56,53,94.6,4.0,3.8
85,85,Oregon State,12,37,35,94.6,3.1,2.9
86,87,South Carolina,14,55,52,94.5,3.9,3.7
87,88,Memphis,12,18,17,94.4,1.5,1.4
88,89,Troy,13,53,50,94.3,4.1,3.8
89,90,Air Force,13,51,48,94.1,3.9,3.7
90,91,Ball State,12,32,30,93.8,2.7,2.5
91,91,Syracuse,13,32,30,93.8,2.5,2.3
92,93,Iowa,13,47,44,93.6,3.6,3.4
93,94,Arizona State,12,45,42,93.3,3.8,3.5
94,95,TCU,13,73,68,93.2,5.6,5.2
95,95,Rice,12,44,41,93.2,3.7,3.4
96,95,Toledo,13,44,41,93.2,3.4,3.2
97,98,Houston,12,58,54,93.1,4.8,4.5
98,99,Tennessee,13,43,40,93.0,3.3,3.1
99,100,Wyoming,12,28,26,92.9,2.3,2.2
100,101,Louisiana Tech,12,40,37,92.5,3.3,3.1
101,101,Notre Dame,13,40,37,92.5,3.1,2.8
102,103,Stanford,13,66,61,92.4,5.1,4.7
103,104,Florida,13,51,47,92.2,3.9,3.6
104,105,Florida Atlantic,12,24,22,91.7,2.0,1.8
105,106,North Texas,12,35,32,91.4,2.9,2.7
106,106,Miami (Ohio),14,35,32,91.4,2.5,2.3
107,108,Arkansas State,12,46,42,91.3,3.8,3.5
108,109,Central Michigan,12,34,31,91.2,2.8,2.6
109,110,Ohio,13,44,40,90.9,3.4,3.1
110,110,Western Kentucky,12,33,30,90.9,2.8,2.5
111,112,Eastern Michigan,12,30,27,90.0,2.5,2.3
112,113,Louisiana-Monroe,12,29,26,89.7,2.4,2.2
113,114,Arizona,13,46,41,89.1,3.5,3.2
114,115,Northern Illinois,14,67,59,88.1,4.8,4.2
115,115,Miami (Florida),13,42,37,88.1,3.2,2.8
116,117,Northwestern,13,40,35,87.5,3.1,2.7
117,118,Bowling Green,12,28,24,85.7,2.3,2.0
118,118,Colorado State,12,21,18,85.7,1.8,1.5
119,120,Akron,12,23,19,82.6,1.9,1.6
