,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Air Force,13,5.0,25,0.39
1,2,Stanford,13,6.0,48,0.46
2,3,Army,13,8.0,62,0.62
3,4,Oregon,13,9.0,53,0.69
4,4,TCU,13,9.0,64,0.69
5,4,Boise State,13,9.0,66,0.69
6,4,San Diego State,13,9.0,75,0.69
7,8,Navy,13,10.0,66,0.77
8,8,Oklahoma State,13,10.0,119,0.77
9,10,Nevada,14,11.0,67,0.79
10,10,Michigan,13,11.0,68,0.85
11,10,Utah,13,11.0,77,0.85
12,10,Penn State,13,11.0,116,0.85
13,14,Indiana,12,12.0,83,1.00
14,14,Houston,12,12.0,85,1.00
15,14,UAB,12,12.0,86,1.00
16,17,Marshall,12,13.0,67,1.08
17,17,Northern Illinois,14,13.0,82,0.93
18,19,Mississippi,12,14.0,81,1.17
19,19,Wisconsin,13,14.0,95,1.08
20,21,Connecticut,13,15.0,88,1.15
21,21,East Carolina,13,15.0,133,1.15
22,23,Georgia Tech,13,16.0,82,1.23
23,23,Ball State,12,16.0,94,1.33
24,23,Miami (Florida),13,16.0,117,1.23
25,26,Purdue,12,17.0,99,1.42
26,26,Southern Mississippi,13,17.0,106,1.31
27,26,Louisiana Tech,12,17.0,118,1.42
28,26,Louisville,13,17.0,124,1.31
29,26,Minnesota,12,17.0,124,1.42
30,31,USC,13,18.0,120,1.39
31,31,Texas,12,18.0,135,1.50
32,31,UTEP,13,18.0,150,1.39
33,34,Notre Dame,13,19.0,110,1.46
34,34,Clemson,13,19.0,119,1.46
35,34,Kentucky,13,19.0,140,1.46
36,37,Baylor,13,20.0,120,1.54
37,37,UCF,14,20.0,123,1.43
38,37,New Mexico State,12,20.0,129,1.67
39,37,Iowa,13,20.0,141,1.54
40,37,BYU,13,20.0,157,1.54
41,37,Florida International,13,20.0,163,1.54
42,43,Ohio State,13,21.0,131,1.62
43,43,Texas Tech,13,21.0,189,1.62
44,43,Colorado,12,21.0,192,1.75
45,46,Kent State,12,22.0,139,1.83
46,46,Missouri,13,22.0,140,1.69
47,46,Eastern Michigan,12,22.0,149,1.83
48,46,Ohio,13,22.0,150,1.69
49,46,Maryland,13,22.0,159,1.69
50,46,Toledo,13,22.0,163,1.69
51,46,Oklahoma,14,22.0,206,1.57
52,53,Mississippi State,13,23.0,134,1.77
53,53,Florida,13,23.0,140,1.77
54,53,Virginia,12,23.0,147,1.92
55,53,Auburn,14,23.0,152,1.64
56,53,Middle Tennessee,13,23.0,159,1.77
57,53,California,12,23.0,161,1.92
58,53,Troy,13,23.0,165,1.77
59,53,Arkansas State,12,23.0,171,1.92
60,53,LSU,13,23.0,174,1.77
61,53,Pittsburgh,13,23.0,176,1.77
62,63,Washington,13,24.0,144,1.85
63,63,Temple,12,24.0,149,2.00
64,63,Michigan State,13,24.0,196,1.85
65,66,Illinois,13,25.0,148,1.92
66,66,Duke,12,25.0,166,2.08
67,66,Utah State,12,25.0,168,2.08
68,66,Georgia,13,25.0,204,1.92
69,70,New Mexico,12,26.0,194,2.17
70,70,Wake Forest,12,26.0,201,2.17
71,72,Western Kentucky,12,27.0,152,2.25
72,72,Florida State,14,27.0,153,1.93
73,72,UCLA,12,27.0,186,2.25
74,72,West Virginia,13,27.0,199,2.08
75,72,Buffalo,12,27.0,204,2.25
76,72,Rice,12,27.0,232,2.25
77,78,Arkansas,13,28.0,157,2.15
78,78,Tulsa,13,28.0,164,2.15
79,78,South Florida,13,28.0,165,2.15
80,78,Tulane,12,28.0,196,2.33
81,82,North Texas,12,29.0,182,2.42
82,82,Nebraska,14,29.0,195,2.07
83,84,South Carolina,14,30.0,160,2.14
84,84,Western Michigan,12,30.0,188,2.50
85,84,Boston College,13,30.0,193,2.31
86,87,Arizona State,12,31.0,180,2.58
87,87,Kansas State,13,31.0,187,2.39
88,87,Wyoming,12,31.0,230,2.58
89,90,Alabama,13,32.0,165,2.46
90,90,Louisiana-Monroe,12,32.0,184,2.67
91,90,Iowa State,12,32.0,191,2.67
92,90,Arizona,13,32.0,218,2.46
93,90,San Jose State,13,32.0,223,2.46
94,90,Syracuse,13,32.0,231,2.46
95,96,Central Michigan,12,33.0,203,2.75
96,96,Akron,12,33.0,208,2.75
97,96,Cincinnati,12,33.0,246,2.75
98,99,SMU,14,34.0,183,2.43
99,99,Virginia Tech,14,34.0,212,2.43
100,99,Florida Atlantic,12,34.0,286,2.83
101,102,Oregon State,12,35.0,232,2.92
102,102,UNLV,13,35.0,239,2.69
103,102,Vanderbilt,12,35.0,240,2.92
104,102,Miami (Ohio),14,35.0,245,2.50
105,102,Bowling Green,12,35.0,248,2.92
106,107,Fresno State,13,36.0,221,2.77
107,107,Kansas,12,36.0,239,3.00
108,109,Memphis,12,37.0,238,3.08
109,109,North Carolina,13,37.0,265,2.85
110,109,Texas A&M,13,37.0,272,2.85
111,112,Louisiana-Lafayette,12,38.0,230,3.17
112,113,Hawai'i,14,39.0,246,2.79
113,114,Northwestern,13,40.0,219,3.08
114,114,North Carolina State,13,40.0,242,3.08
115,116,Tennessee,13,41.0,289,3.15
116,117,Colorado State,12,44.0,248,3.67
117,118,Idaho,13,45.0,309,3.46
118,119,Washington State,12,51.0,271,4.25
119,120,Rutgers,12,61.0,398,5.08
